排名,车型,销量,厂商,售价(万元)
120,英菲尼迪Q50L,11590,东风英菲尼迪,26.48 - 38.98
121,捷豹XEL,11552,奇瑞捷豹路虎,28.98 - 38.06
122,标致308,11549,东风标致,8.97 - 13.07
123,科鲁兹,10538,上汽通用雪佛兰,0.00 - 0.00
124,皇冠,10378,一汽丰田,25.08 - 37.48
125,欧拉iQ,10367,长城新能源,11.48 - 15.03
126,标致408,10299,东风标致,11.77 - 16.97
127,江淮iEV,10057,江淮汽车,0.00 - 0.00
128,观致3,9889,观致汽车,9.89 - 15.39
129,福瑞迪,9839,东风悦达起亚,7.88 - 10.28
130,BEIJING-EU5,9468,BEIJING汽车,12.99 - 17.19
131,博瑞,9390,吉利汽车,13.68 - 17.98
132,传祺GA4,9308,广汽乘用车,7.38 - 11.58
133,凯越,9150,上汽通用别克,8.39 - 9.99
134,BEIJING-U7,9014,BEIJING汽车,8.79 - 12.29
135,卡罗拉双擎E+,8958,一汽丰田,20.78 - 23.08
136,红旗H7,8627,一汽红旗,25.28 - 31.78
137,北汽幻速S5,8605,北汽幻速,0.00 - 0.00
138,朗行,8287,上汽大众,11.29 - 16.29
139,昕动,8276,上汽斯柯达,7.79 - 10.99
140,嘉悦A5,8153,江淮汽车,8.48 - 11.58
141,轩逸·纯电,8109,东风日产,23.80 - 25.40
142,北斗星,8019,昌河铃木,4.20 - 4.40
143,雷凌双擎E+,7723,广汽丰田,20.38 - 21.88
144,比亚迪e1,7470,比亚迪,5.99 - 7.99
145,秦,7459,比亚迪,6.49 - 8.19
146,东南A5翼舞,7341,东南汽车,4.99 - 7.89
147,比亚迪e2,7319,比亚迪,8.98 - 14.48
148,朗逸纯电,6895,上汽大众,14.89 - 14.89
149,奔腾B30,6850,一汽奔腾,8.68 - 8.68
150,金牛座,6701,长安福特,22.89 - 28.89
151,竞瑞,6629,东风本田,0.00 - 0.00
152,哥瑞,6460,东风本田,0.00 - 0.00
153,锐行,6252,上汽名爵,0.00 - 0.00
154,凯迪拉克CT5,6191,通用凯迪拉克,27.97 - 34.17
155,捷豹XFL,6042,奇瑞捷豹路虎,37.58 - 57.88
156,凯绅,5776,东风悦达起亚,13.03 - 14.98
157,风行S50EV,5234,东风风行,13.99 - 24.07
158,启辰D60EV,4915,东风启辰,15.01 - 17.88
159,标致301,4845,东风标致,8.47 - 10.77
160,赛拉图,4839,东风悦达起亚,0.00 - 0.00
161,桑塔纳·浩纳,4662,上汽大众,0.00 - 0.00
162,长安CX20,4516,长安汽车,0.00 - 0.00
163,宝骏630,4368,上汽通用五菱,0.00 - 0.00
164,路盛S1 iEV360,3921,华泰新能源,0.00 - 0.00
165,宝马2系旅行车,3663,华晨宝马,0.00 - 0.00
166,秦新能源,3291,比亚迪,12.99 - 20.99
167,长城C30,3106,长城汽车,0.00 - 0.00
168,江淮iEVA50,3102,江淮汽车,13.95 - 14.55
169,江铃E200L,2799,江铃集团新能源,5.38 - 6.38
170,众泰Z700,2507,众泰汽车,0.00 - 0.00
171,标致508,2493,东风标致,15.97 - 22.57
172,雪铁龙C6,2429,东风雪铁龙,18.99 - 27.59
173,名爵6新能源,2411,上汽名爵,14.58 - 17.58
174,奔奔,2334,长安汽车,0.00 - 0.00
175,荣威360,2283,上汽集团,0.00 - 0.00
176,艾瑞泽5e,2246,奇瑞新能源,15.98 - 15.98
177,景逸S50,2210,东风风行,4.89 - 15.18
178,SITECH DEV 1,2192,新特汽车,13.99 - 16.49
179,K5凯酷,2167,东风悦达起亚,16.18 - 20.58
180,腾势,2089,腾势汽车,29.88 - 32.88
181,广汽丰田iA5,2043,广汽丰田新能源,16.98 - 19.28
182,起亚K5新能源,1976,东风悦达起亚,22.28 - 23.98
183,众泰Z360,1913,众泰汽车,0.00 - 0.00
184,东风风神A60,1882,东风乘用车,6.97 - 15.47
185,路盛S1 EV160B,1865,华泰新能源,0.00 - 0.00
186,凯翼C3R,1701,凯翼汽车,0.00 - 0.00
187,路盛E80,1691,华泰汽车,0.00 - 0.00
188,比亚迪e3,1649,比亚迪,10.38 - 16.48
189,众泰E200,1609,众泰新能源,0.00 - 0.00
190,阳光,1583,东风日产,0.00 - 0.00
191,晶锐,1512,上汽斯柯达,0.00 - 0.00
192,众泰Z500新能源,1462,众泰新能源,11.39 - 12.59
193,雪铁龙C4L,1409,东风雪铁龙,10.69 - 14.19
194,海马M3,1383,海马汽车,0.00 - 0.00
195,索纳塔九,1351,北京现代,0.00 - 0.00
196,荣威e950,1285,上汽集团,0.00 - 0.00
197,风云2,1205,奇瑞汽车,0.00 - 0.00
198,奇瑞eQ1,1189,奇瑞新能源,5.98 - 7.88
199,海马爱尚,1158,一汽海马,0.00 - 0.00
200,宝来·纯电,1130,一汽-大众,13.68 - 14.68
201,起亚K2,1124,东风悦达起亚,7.29 - 10.39
202,中华H530,1085,华晨中华,8.58 - 13.98
203,逸动XT,1066,长安汽车,0.00 - 0.00
204,索纳塔插电混动,1065,北京现代,22.28 - 25.68
205,C4世嘉,1022,东风雪铁龙,0.00 - 0.00
206,北汽昌河A6,938,北汽昌河,5.98 - 9.98
207,蒙迪欧新能源,904,长安福特,0.00 - 0.00
208,瑞风A60,896,江淮汽车,0.00 - 0.00
209,骏派A50,879,天津一汽,0.00 - 0.00
210,秦Pro新能源,821,比亚迪,13.69 - 20.69
211,绅宝D20,801,BEIJING汽车,0.00 - 0.00
212,伊兰特EV,777,北京现代,0.00 - 0.00
213,悦翔V7,731,长安汽车,0.00 - 0.00
214,雪铁龙C5,725,东风雪铁龙,16.99 - 21.59
215,领动插电混动,700,北京现代,15.78 - 17.88
216,华骐300E,618,东风悦达起亚,0.00 - 0.00
217,和悦A30,612,江淮汽车,0.00 - 0.00
218,奥迪A6L新能源,606,一汽-大众奥迪,50.80 - 50.80
219,LITE,600,北汽新能源,11.08 - 12.68
220,帝豪GL新能源,563,吉利新能源,15.28 - 16.48
221,帝豪PHEV,508,吉利汽车,0.00 - 0.00
222,知豆D2,486,知豆电动车,0.00 - 0.00
223,福美来,473,一汽海马,6.88 - 9.28
224,萨瓦纳,459,福田汽车,0.00 - 0.00
225,奔腾B50,451,一汽奔腾,12.68 - 15.28
226,睿行ES30,443,长安凯程,6.68 - 6.98
227,东风风神L60,375,东风乘用车,0.00 - 0.00
228,传祺GA3,251,广汽乘用车,0.00 - 0.00
229,东风A9,233,东风乘用车,0.00 - 0.00
230,V3菱悦,216,东南汽车,0.00 - 0.00
231,领克03新能源,215,领克,16.87 - 19.87
232,北汽EC100,181,北汽昌河,4.58 - 4.98
233,传祺GA3S PHEV,156,广汽埃安,16.48 - 17.48
234,V5菱致,140,东南汽车,0.00 - 0.00
235,起亚K3新能源,138,东风悦达起亚,20.98 - 25.98
236,路盛E70,127,华泰汽车,0.00 - 0.00
237,中华H330,124,华晨中华,0.00 - 0.00
238,威志V2,120,天津一汽,0.00 - 0.00
239,比亚迪G6,119,比亚迪,0.00 - 0.00
240,众泰Z100,117,众泰汽车,0.00 - 0.00
241,威志V5,100,天津一汽,0.00 - 0.00
242,尼欧Ⅱ,99,长安汽车,3.99 - 10.08
243,DS 5,88,DS汽车,0.00 - 0.00
244,DS 4S,56,DS汽车,0.00 - 0.00
245,海马E3,52,海马汽车,0.00 - 0.00
246,睿骋,46,长安汽车,0.00 - 0.00
247,锐3,44,东风裕隆,0.00 - 0.00
248,云100,42,众泰新能源,0.00 - 0.00
249,菲翔,22,广汽菲克菲亚特,0.00 - 0.00
250,东风风神A30,21,东风乘用车,5.97 - 8.57
251,东风风神A30,21,东风乘用车,5.97 - 8.57
252,中华H3,19,华晨中华,0.00 - 0.00
253,雨燕,18,长安铃木,0.00 - 0.00
254,海马M6,16,海马汽车,0.00 - 0.00
255,远景X1,13,吉利汽车,3.99 - 5.79
256,乐风RV,13,上汽通用雪佛兰,7.49 - 9.99
257,VELITE 5,12,上汽通用别克,0.00 - 0.00
258,绅宝D80,9,BEIJING汽车,0.00 - 0.00
259,力帆820EV,6,力帆汽车,0.00 - 0.00
260,骊威,5,东风日产,0.00 - 0.00
261,力帆330EV,3,力帆汽车,0.00 - 0.00
262,江铃E160,3,江铃集团新能源,0.00 - 0.00
263,力帆620,3,力帆汽车,0.00 - 0.00
264,荣威950,3,上汽集团,0.00 - 0.00
265,骏派A70,2,天津一汽,0.00 - 0.00
266,力帆X60,2,力帆汽车,0.00 - 0.00
267,奇瑞E5,0,奇瑞汽车,0.00 - 0.00
268,绅宝D70,0,BEIJING汽车,0.00 - 0.00
269,悦翔V3,0,长安汽车,4.39 - 5.29
270,速锐,0,比亚迪,0.00 - 0.00
271,朗动,0,北京现代,11.58 - 12.78
272,启辰R50,0,东风启辰,0.00 - 0.00
273,夏利N7,0,天津一汽,0.00 - 0.00
274,锐志,0,一汽丰田,0.00 - 0.00
275,奇瑞QQ3,0,奇瑞汽车,0.00 - 0.00
276,奥拓,0,长安铃木,4.18 - 6.19
277,天语 SX4,0,长安铃木,0.00 - 0.00
278,金刚,0,吉利汽车,0.00 - 0.00
279,中华骏捷,0,华晨中华,0.00 - 0.00
280,思铂睿,0,东风本田,17.99 - 26.79
281,景逸,0,东风风行,0.00 - 0.00
282,比亚迪F0,0,比亚迪,3.79 - 4.79
283,力帆520,0,力帆汽车,0.00 - 0.00
284,奔腾B70,0,一汽奔腾,0.00 - 0.00
285,夏利N5,0,天津一汽,0.00 - 0.00
286,荣威350,0,上汽集团,0.00 - 0.00
287,名爵5,0,上汽名爵,6.79 - 10.49
288,东风风神H30,0,东风乘用车,0.00 - 0.00
