排名,车型,销量,厂商,售价(万元)
128,丘比特,20542,海马汽车,0.00 - 0.00
129,凯迪拉克XTS,19999,通用凯迪拉克,0.00 - 0.00
130,名爵6,19423,上汽名爵,9.38 - 14.28
131,景程,18290,上汽通用雪佛兰,0.00 - 0.00
132,中华H530,17494,华晨中华,8.58 - 13.98
133,名图,16762,北京现代,13.38 - 16.98
134,思铭,15087,东风本田,0.00 - 0.00
135,悦悦,14629,江淮汽车,0.00 - 0.00
136,比亚迪G3,14043,比亚迪,0.00 - 0.00
137,理念S1,13913,广汽理念,0.00 - 0.00
138,翼神,13558,东南三菱,0.00 - 0.00
139,东风风神H30,13372,东风乘用车,0.00 - 0.00
140,吉利SC3,12240,吉利汽车,0.00 - 0.00
141,传祺GA3,11800,广汽乘用车,0.00 - 0.00
142,思锐,11132,比亚迪,0.00 - 0.00
143,艾瑞泽7,10498,奇瑞汽车,0.00 - 0.00
144,V6菱仕,10422,东南汽车,0.00 - 0.00
145,吉利EC8,10281,吉利汽车,0.00 - 0.00
146,绅宝D70,10032,BEIJING汽车,0.00 - 0.00
147,秀尔,10004,东风悦达起亚,0.00 - 0.00
148,雪铁龙C2,9997,东风雪铁龙,0.00 - 0.00
149,长城C20R,9601,长城汽车,0.00 - 0.00
150,名爵5,9527,上汽名爵,6.79 - 10.49
151,纳5,9466,东风裕隆,0.00 - 0.00
152,利亚纳,9190,昌河铃木,0.00 - 0.00
153,力帆520,8965,力帆汽车,0.00 - 0.00
154,奔腾B90,8156,一汽奔腾,0.00 - 0.00
155,奔腾B70,8073,一汽奔腾,0.00 - 0.00
156,传祺GA5,7792,广汽乘用车,0.00 - 0.00
157,思铂睿,7462,东风本田,17.99 - 26.79
158,睿骋,7381,长安汽车,0.00 - 0.00
159,海马王子,6508,一汽海马,0.00 - 0.00
160,中华骏捷FRV,6310,华晨中华,0.00 - 0.00
161,欧朗,6223,一汽欧朗,0.00 - 0.00
162,力帆720,6137,力帆汽车,0.00 - 0.00
163,荣威750,5277,上汽集团,0.00 - 0.00
164,蓝瑟,4891,东南三菱,0.00 - 0.00
165,中华骏捷,4682,华晨中华,0.00 - 0.00
166,众泰Z100,4520,众泰汽车,0.00 - 0.00
167,名爵7,4484,上汽名爵,0.00 - 0.00
168,锐欧,4194,东风悦达起亚,0.00 - 0.00
169,中华H220,4108,华晨中华,0.00 - 0.00
170,荣威950,3834,上汽集团,0.00 - 0.00
171,沃尔沃S80L,3735,长安沃尔沃,0.00 - 0.00
172,玛驰,2975,东风日产,5.98 - 8.75
173,红旗H7,2961,一汽红旗,25.28 - 31.78
174,威志V2,2826,天津一汽,0.00 - 0.00
175,YARiS L 致炫,2494,广汽丰田,7.78 - 10.38
176,路盛E70,2114,华泰汽车,0.00 - 0.00
177,标致301,1629,东风标致,8.47 - 10.77
178,马自达2,1354,长安马自达,0.00 - 0.00
179,路宝,1162,哈飞汽车,0.00 - 0.00
180,派喜,1102,昌河铃木,0.00 - 0.00
181,东方之子,877,奇瑞汽车,0.00 - 0.00
182,赛马,806,哈飞汽车,0.00 - 0.00
183,瑞麒G6,541,奇瑞瑞麒,0.00 - 0.00
184,普锐斯,513,一汽丰田,0.00 - 0.00
185,瑞麒G5,513,奇瑞瑞麒,0.00 - 0.00
186,荣威E50,409,上汽集团,0.00 - 0.00
187,三菱戈蓝,194,东南三菱,0.00 - 0.00
188,林荫大道,161,上汽通用别克,0.00 - 0.00
189,长安CX30,118,长安汽车,0.00 - 0.00
190,英伦TX4,79,吉利汽车,0.00 - 0.00
191,华泰B11,51,华泰汽车,0.00 - 0.00
192,威姿,1,天津一汽,0.00 - 0.00
