排名,车型,销量,厂商,售价(万元)
111,启悦,20494,长安铃木,7.89 - 10.99
112,桑塔纳·浩纳,20241,上汽大众,0.00 - 0.00
113,长城C50,20081,长城汽车,0.00 - 0.00
114,比亚迪F0,19767,比亚迪,3.79 - 4.79
115,奇瑞QQ,19522,奇瑞汽车,3.79 - 5.09
116,速派,19388,上汽斯柯达,15.49 - 22.99
117,荣威360,19012,上汽集团,0.00 - 0.00
118,利亚纳,18600,昌河铃木,0.00 - 0.00
119,启辰D50,17251,东风启辰,0.00 - 0.00
120,比亚迪G5,17246,比亚迪,7.59 - 10.29
121,路盛E70,17122,华泰汽车,0.00 - 0.00
122,众泰Z500新能源,16831,众泰新能源,11.39 - 12.59
123,标致508,16648,东风标致,15.97 - 22.57
124,晶锐,16268,上汽斯柯达,0.00 - 0.00
125,和悦,15975,江淮汽车,0.00 - 0.00
126,嘉年华,15799,长安福特,0.00 - 0.00
127,V5菱致,15792,东南汽车,0.00 - 0.00
128,艾瑞泽3,15473,奇瑞汽车,0.00 - 0.00
129,云100,15467,众泰新能源,0.00 - 0.00
130,天语 SX4,14915,长安铃木,0.00 - 0.00
131,名爵3,14692,上汽名爵,0.00 - 0.00
132,荣威550,14642,上汽集团,0.00 - 0.00
133,众泰Z360,14292,众泰汽车,0.00 - 0.00
134,观致3,14247,观致汽车,9.89 - 15.39
135,力帆720,13500,力帆汽车,0.00 - 0.00
136,昕动,13364,上汽斯柯达,7.79 - 10.99
137,歌诗图,13329,广汽本田,0.00 - 0.00
138,伊兰特,13254,北京现代,9.98 - 14.18
139,哥瑞,13077,东风本田,0.00 - 0.00
140,乐驰,12150,上汽通用五菱,0.00 - 0.00
141,东风风神A60,11975,东风乘用车,6.97 - 15.47
142,东风风神A30,11621,东风乘用车,5.97 - 8.57
143,海马M6,11040,海马汽车,0.00 - 0.00
144,赛拉图,10906,东风悦达起亚,0.00 - 0.00
145,自由舰,10810,吉利汽车,0.00 - 0.00
146,奇瑞QQ3,10793,奇瑞汽车,0.00 - 0.00
147,奔腾B30,10770,一汽奔腾,8.68 - 8.68
148,奇瑞E5,10715,奇瑞汽车,0.00 - 0.00
149,标致308s,10617,东风标致,0.00 - 0.00
150,荣威e550,10509,上汽集团,0.00 - 0.00
151,致悦,10082,广汽菲克菲亚特,0.00 - 0.00
152,比亚迪L3,9907,比亚迪,0.00 - 0.00
153,传祺GA6,9704,广汽乘用车,10.88 - 16.88
154,夏利N5,9567,天津一汽,0.00 - 0.00
155,起亚K3S,8874,东风悦达起亚,0.00 - 0.00
156,睿骋,7918,长安汽车,0.00 - 0.00
157,纳5,7852,东风裕隆,0.00 - 0.00
158,威志,7796,天津一汽,0.00 - 0.00
159,锐行,7745,上汽名爵,0.00 - 0.00
160,启辰R30,7734,东风启辰,0.00 - 0.00
161,秀尔,7694,东风悦达起亚,0.00 - 0.00
162,景逸S50,7603,东风风行,4.89 - 15.18
163,C4世嘉,7441,东风雪铁龙,0.00 - 0.00
164,DS 5,6901,DS汽车,0.00 - 0.00
165,马自达3星骋,6752,长安马自达,0.00 - 0.00
166,金牛座,6376,长安福特,22.89 - 28.89
167,众泰Z100,6260,众泰汽车,0.00 - 0.00
168,致胜,6068,长安福特,0.00 - 0.00
169,爱唯欧,5943,上汽通用雪佛兰,0.00 - 0.00
170,东风风神S30,5931,东风乘用车,0.00 - 0.00
171,东风风神L60,5878,东风乘用车,0.00 - 0.00
172,旗云2,5804,奇瑞汽车,0.00 - 0.00
173,红旗H7,5037,一汽红旗,25.28 - 31.78
174,海景,4646,吉利汽车,0.00 - 0.00
175,和悦A30,4615,江淮汽车,0.00 - 0.00
176,乐风RV,4544,上汽通用雪佛兰,7.49 - 9.99
177,中华H230,4470,华晨中华,0.00 - 0.00
178,力帆620,4181,力帆汽车,0.00 - 0.00
179,莲花L5,4032,莲花汽车,0.00 - 0.00
180,绅宝D70,3949,BEIJING汽车,0.00 - 0.00
181,莲花L3,3929,莲花汽车,0.00 - 0.00
182,知豆D2,3777,知豆电动车,0.00 - 0.00
183,中华骏捷FRV,3569,华晨中华,0.00 - 0.00
184,睿翼,3538,一汽马自达,0.00 - 0.00
185,理念S1,3514,广汽理念,0.00 - 0.00
186,翼神,3259,东南三菱,0.00 - 0.00
187,夏利N7,3153,天津一汽,0.00 - 0.00
188,腾势,3050,腾势汽车,29.88 - 32.88
189,中华H220,3018,华晨中华,0.00 - 0.00
190,沃尔沃S80L,2975,长安沃尔沃,0.00 - 0.00
191,中华H530,2916,华晨中华,8.58 - 13.98
192,名爵6,2584,上汽名爵,9.38 - 14.28
193,吉利EC8,2553,吉利汽车,0.00 - 0.00
194,羚羊,2495,长安铃木,0.00 - 0.00
195,力帆320,2397,力帆汽车,0.00 - 0.00
196,思铭,2354,东风本田,0.00 - 0.00
197,V6菱仕,2328,东南汽车,0.00 - 0.00
198,海马王子,2313,一汽海马,0.00 - 0.00
199,蓝瑟,2022,东南三菱,0.00 - 0.00
200,欧朗,1941,一汽欧朗,0.00 - 0.00
201,悦悦,1910,江淮汽车,0.00 - 0.00
202,中华骏捷FSV,1900,华晨中华,0.00 - 0.00
203,英伦TX4,1804,吉利汽车,0.00 - 0.00
204,传祺GA5,1779,广汽乘用车,0.00 - 0.00
205,名爵5,1718,上汽名爵,6.79 - 10.49
206,荣威950,1670,上汽集团,0.00 - 0.00
207,丘比特,1589,海马汽车,0.00 - 0.00
208,比亚迪G3,1521,比亚迪,0.00 - 0.00
209,奔腾B90,1386,一汽奔腾,0.00 - 0.00
210,绅宝D60,1342,BEIJING汽车,0.00 - 0.00
211,玛驰,1166,东风日产,5.98 - 8.75
212,晨风,1127,东风启辰,24.28 - 26.18
213,威志V2,1086,天津一汽,0.00 - 0.00
214,中华骏捷,861,华晨中华,0.00 - 0.00
215,华泰B11,595,华泰汽车,0.00 - 0.00
216,芝麻,572,众泰新能源,0.00 - 0.00
217,比亚迪G6,552,比亚迪,0.00 - 0.00
218,力帆530,521,力帆汽车,0.00 - 0.00
219,荣威E50,412,上汽集团,0.00 - 0.00
220,普锐斯,408,一汽丰田,0.00 - 0.00
221,风迪思,381,东南三菱,0.00 - 0.00
222,思锐,250,比亚迪,0.00 - 0.00
223,荣威750,206,上汽集团,0.00 - 0.00
224,E美,158,广汽吉奥,0.00 - 0.00
225,马自达2,152,长安马自达,0.00 - 0.00
226,三菱戈蓝,113,东南三菱,0.00 - 0.00
227,长城C20R,92,长城汽车,0.00 - 0.00
228,名爵7,33,上汽名爵,0.00 - 0.00
229,瑞麒G6,11,奇瑞瑞麒,0.00 - 0.00
230,力帆520,10,力帆汽车,0.00 - 0.00
231,赛马,9,哈飞汽车,0.00 - 0.00
232,绅宝D80,7,BEIJING汽车,0.00 - 0.00
233,景程,4,上汽通用雪佛兰,0.00 - 0.00
234,派喜,3,昌河铃木,0.00 - 0.00
235,东方之子,2,奇瑞汽车,0.00 - 0.00
236,锐欧,1,东风悦达起亚,0.00 - 0.00
