排名,车型,销量,厂商,售价(万元)
47,缤越,124456,吉利汽车,7.58 - 11.98
48,荣威Ei5,122497,上汽集团,12.88 - 16.11
49,天籁,121651,东风日产,17.98 - 26.98
50,五菱荣光V,116950,上汽通用五菱,3.98 - 4.98
51,哈弗F7,114296,长城汽车,11.18 - 15.18
52,凌派,113379,广汽本田,9.98 - 16.98
53,T-ROC探歌,109605,一汽-大众,13.58 - 20.49
54,亚洲龙,106015,一汽丰田,19.98 - 28.98
55,长安CS55,99694,长安汽车,8.29 - 13.39
56,汉兰达,95304,广汽丰田,23.98 - 32.58
57,长安CS35,95211,长安汽车,6.39 - 8.79
58,红旗HS5,94571,一汽红旗,18.38 - 24.98
59,宝马X1,93155,华晨宝马,27.88 - 33.98
60,帝豪GS,91551,吉利汽车,7.78 - 11.68
61,宝骏530,89428,上汽通用五菱,7.08 - 11.58
62,YARiS L 致炫,88300,广汽丰田,7.78 - 10.38
63,捷途X70,85892,奇瑞汽车,6.99 - 12.29
64,宝马X3,85655,华晨宝马,38.98 - 47.98
65,马自达3 昂克赛拉,85191,长安马自达,11.59 - 18.99
66,远景X6,83911,吉利汽车,6.89 - 9.99
67,高尔夫,83354,一汽-大众,12.98 - 18.02
68,威兰达,82071,广汽丰田,17.18 - 24.18
69,宋Pro,81148,比亚迪,8.98 - 12.99
70,捷达VS5,81077,一汽-大众捷达,8.48 - 11.28
71,宋,79159,比亚迪,6.98 - 9.38
72,名爵ZS,79049,上汽名爵,7.88 - 11.28
73,长安CS75,77741,长安汽车,10.39 - 11.99
74,五菱荣光,77117,上汽通用五菱,3.68 - 5.38
75,艾瑞泽GX,76741,奇瑞汽车,7.59 - 11.39
76,沃尔沃XC60,75061,沃尔沃亚太,36.29 - 47.09
77,奥迪Q3,74372,一汽-大众奥迪,27.18 - 36.18
78,悦动,74221,北京现代,8.49 - 11.59
79,缤瑞,72360,吉利汽车,7.58 - 11.08
80,远景X3,70060,吉利汽车,4.99 - 6.89
81,领克03,69775,领克,11.38 - 24.88
82,智跑,68750,东风悦达起亚,11.99 - 14.89
83,长安UNI-T,68504,长安汽车,11.39 - 13.39
84,奔驰A级,68063,北京奔驰,21.18 - 29.98
85,新宝骏RS-3,66587,上汽通用五菱,6.38 - 9.88
86,凌渡,66020,上汽大众,14.29 - 19.69
87,瑞虎7,64991,奇瑞汽车,7.99 - 14.98
88,荣威i5,63462,上汽集团,6.89 - 11.59
89,飞度,62612,广汽本田,7.38 - 10.88
90,凯迪拉克XT5,62092,通用凯迪拉克,32.97 - 47.27
91,红旗H5,61862,一汽红旗,14.58 - 19.08
92,名爵6,61730,上汽名爵,9.38 - 14.28
93,宝骏510,60570,上汽通用五菱,5.08 - 8.08
94,骐达TIIDA,60374,东风日产,9.99 - 13.59
95,五菱之光,60336,上汽通用五菱,3.23 - 3.66
96,菱智,59288,东风风行,5.99 - 9.99
97,北京现代ix35,58277,北京现代,11.99 - 16.19
98,凯迪拉克XT4,58032,通用凯迪拉克,25.97 - 39.17
99,欧蓝德,57096,广汽三菱,15.98 - 22.58
100,INSPIRE,55170,东风本田,18.28 - 24.98
101,君越,54976,上汽通用别克,21.98 - 28.98
102,丰田C-HR,54184,广汽丰田,14.18 - 18.08
103,威驰,53594,一汽丰田,7.38 - 11.18
104,途昂,53028,上汽大众,29.99 - 45.99
105,冠道,52619,广汽本田,22.00 - 33.28
106,马自达CX-4,50868,一汽马自达,14.88 - 21.58
107,领动,49630,北京现代,10.98 - 14.68
108,Model 3,48874,特斯拉中国,26.57 - 41.98
109,秦新能源,47999,比亚迪,12.99 - 20.99
110,奥迪Q2L,46973,一汽-大众奥迪,21.88 - 26.85
111,荣威RX5 MAX,46933,上汽集团,11.88 - 18.98
112,瑞虎3,46794,奇瑞汽车,5.99 - 7.99
113,欧拉黑猫,46774,长城新能源,6.98 - 8.48
114,远景,46664,吉利汽车,4.99 - 7.39
115,风光580,46161,东风小康,7.99 - 12.30
116,Aion S,46091,广汽埃安,13.98 - 20.58
117,迈锐宝,45662,上汽通用雪佛兰,16.49 - 18.99
118,Polo,45071,上汽大众,9.99 - 12.39
119,凯迪拉克CT5,45026,通用凯迪拉克,27.97 - 34.17
120,宝骏730,44897,上汽通用五菱,6.08 - 10.88
121,捷途X90,44791,奇瑞汽车,7.99 - 14.29
122,KX3傲跑,44661,东风悦达起亚,10.88 - 12.58
123,途铠,44523,上汽大众,11.49 - 15.99
124,艾力绅,44513,东风本田,24.98 - 32.88
125,奕泽IZOA,44310,一汽丰田,14.58 - 17.68
126,传祺GS3,43399,广汽乘用车,7.68 - 11.38
127,奥迪A3,43166,一汽-大众奥迪,19.32 - 26.85
128,探界者,42778,上汽通用雪佛兰,16.99 - 24.59
129,享域,42584,东风本田,9.98 - 16.69
130,伊兰特,42550,北京现代,9.98 - 14.18
131,捷达VA3,42376,一汽-大众捷达,6.58 - 9.28
132,奥德赛,42268,广汽本田,22.98 - 37.68
133,领界,40174,江铃福特,10.98 - 16.48
134,柯米克,40039,上汽斯柯达,8.99 - 12.59
135,比速M3,39680,比速汽车,0.00 - 0.00
136,传祺M6,39509,广汽乘用车,10.98 - 15.98
137,锐际,39493,长安福特,16.98 - 21.88
138,奇瑞QQ,39387,奇瑞汽车,3.79 - 5.09
139,科沃兹,39261,上汽通用雪佛兰,7.99 - 9.99
140,宝马1系,39243,华晨宝马,19.88 - 26.38
141,瑞纳,38345,北京现代,4.99 - 7.39
142,北京现代ix25,38297,北京现代,10.58 - 13.68
143,焕驰,36877,东风悦达起亚,6.49 - 6.89
144,捷达VS7,36409,一汽-大众捷达,10.68 - 13.68
145,理想ONE,35380,理想,32.80 - 32.80
146,阿特兹,34808,一汽马自达,17.58 - 24.78
147,豪越,34521,吉利汽车,10.36 - 14.26
148,福克斯,34507,长安福特,10.88 - 15.38
149,传祺M8,33974,广汽乘用车,17.98 - 26.48
150,名爵HS,33664,上汽名爵,10.98 - 16.98
151,马自达CX-5,33317,长安马自达,17.98 - 24.58
152,福睿斯,33049,长安福特,8.08 - 11.68
153,海狮X30L,32893,华晨鑫源,4.68 - 5.88
154,风行T5,32693,东风风行,6.99 - 13.59
155,领克05,32501,领克,17.58 - 23.58
156,吉利icon,32385,吉利汽车,9.98 - 12.88
157,小海狮X30,32207,华晨鑫源,3.39 - 4.68
158,领克01,32156,领克,15.08 - 21.08
159,启辰D60,31864,东风启辰,6.98 - 9.88
160,途胜,31357,北京现代,16.99 - 21.99
161,探影,30908,一汽-大众,11.49 - 16.09
162,瑞虎5x,30592,奇瑞汽车,5.99 - 11.09
163,奔腾T77,30414,一汽奔腾,8.98 - 13.88
164,冒险家,29958,长安林肯,24.68 - 34.58
165,昕锐,29956,上汽斯柯达,7.79 - 9.99
166,本田UR-V,29260,东风本田,24.68 - 32.98
167,新宝骏RM-5,29191,上汽通用五菱,7.88 - 12.08
168,哈弗大狗,28797,长城汽车,11.99 - 15.59
169,一汽-大众CC,28428,一汽-大众,24.68 - 30.18
170,起亚K3,28289,东风悦达起亚,10.88 - 13.18
171,菲斯塔,28280,北京现代,11.98 - 15.48
172,蔚来ES6,28020,蔚来,35.80 - 52.60
173,长安欧尚X70A,28019,长安汽车,5.25 - 6.95
174,明锐,27974,上汽斯柯达,9.99 - 16.14
175,新宝骏RC-5,27799,上汽通用五菱,5.98 - 11.28
176,睿骋CC,27503,长安汽车,0.00 - 0.00
177,荣威i6,27369,上汽集团,8.98 - 13.98
178,嘉际,26846,吉利汽车,0.00 - 14.88
179,风光S560,26657,东风小康,6.59 - 9.69
180,凯迪拉克XT6,26555,通用凯迪拉克,38.97 - 55.27
181,劲客,26373,东风日产,9.98 - 13.88
182,发现神行,26320,奇瑞捷豹路虎,0.00 - 0.00
183,宝马X2,25649,华晨宝马,26.68 - 32.98
184,YARiS L 致享,25436,广汽丰田,7.98 - 10.58
185,星越,24921,吉利汽车,13.58 - 19.58
186,沃尔沃S60,24883,沃尔沃亚太,28.69 - 38.09
187,蒙迪欧,24632,长安福特,19.28 - 27.98
188,嘉悦A5,24589,江淮汽车,8.48 - 11.58
189,瑞风M3,24377,江淮汽车,5.98 - 9.48
190,名爵EZS纯电动,23967,上汽名爵,11.98 - 14.98
191,宝骏310,23913,上汽通用五菱,3.68 - 6.08
192,东风风神AX7,23790,东风乘用车,8.98 - 14.39
193,途昂X,23789,上汽大众,28.99 - 43.99
194,锐界,23678,长安福特,22.98 - 38.98
195,上汽大通MAXUS G50,23660,上汽大通,8.68 - 16.70
196,宝骏E100,23659,上汽通用五菱,4.98 - 5.98
197,宋MAX,23410,比亚迪,7.99 - 12.99
198,柯珞克,23295,上汽斯柯达,12.99 - 15.99
199,奔腾X40,23116,一汽奔腾,6.68 - 9.78
200,昂科旗,22824,上汽通用别克,27.99 - 37.99
201,赛欧,22795,上汽通用雪佛兰,6.29 - 7.99
202,SWM斯威G05,22741,SWM斯威汽车,6.99 - 11.99
203,唐新能源,22497,比亚迪,19.78 - 31.48
204,悦纳,22199,北京现代,0.00 - 9.68
205,威驰FS,22135,一汽丰田,7.18 - 10.78
206,哈弗H9,22035,长城汽车,20.98 - 27.28
207,炫界,21779,凯翼汽车,5.89 - 8.49
208,凯迪拉克CT6,21691,通用凯迪拉克,37.97 - 48.97
209,威然,21506,上汽大众,28.68 - 39.98
210,探险者,21462,长安福特,30.98 - 39.98
211,昂科拉GX,21383,上汽通用别克,15.59 - 18.59
212,BEIJING-X7,21300,BEIJING汽车,10.49 - 14.69
213,领克02,21113,领克,11.98 - 18.88
214,东风小康K07II,21095,东风小康,0.00 - 0.00
215,五菱凯捷,20632,上汽通用五菱,8.58 - 13.48
216,传祺GA8,20584,广汽乘用车,15.68 - 22.68
217,威马EX5,20515,威马汽车,14.68 - 19.88
218,奕跑,20145,东风悦达起亚,6.98 - 8.28
219,福瑞迪,20094,东风悦达起亚,7.88 - 10.28
220,指南者,20029,广汽菲克Jeep,13.98 - 22.98
221,启辰星,19812,东风启辰,10.96 - 14.96
222,名图,19649,北京现代,13.38 - 16.98
223,比亚迪e2,19616,比亚迪,8.98 - 14.48
224,WEY VV5,19545,长城汽车,12.58 - 14.78
225,普拉多,19141,一汽丰田,49.48 - 50.48
226,星瑞,19094,吉利汽车,11.37 - 14.97
227,上汽大通MAXUS G10,18949,上汽大通,13.98 - 22.98
228,绅宝D50,18870,BEIJING汽车,6.99 - 9.99
229,名爵5,18676,上汽名爵,6.79 - 10.49
230,传祺GS5 Super,18629,广汽乘用车,0.00 - 0.00
231,马自达CX-30,18120,长安马自达,12.99 - 19.99
232,K5凯酷,18072,东风悦达起亚,16.18 - 20.58
233,金牛座,18057,长安福特,22.89 - 28.89
234,宝马5系新能源,17951,华晨宝马,49.99 - 53.69
235,柯迪亚克,17693,上汽斯柯达,17.79 - 24.79
236,北京BJ40,17550,北京越野,15.98 - 26.99
237,沃尔沃S90,17249,沃尔沃亚太,37.29 - 50.59
238,威朗,16929,上汽通用别克,15.29 - 18.29
239,帕萨特新能源,16923,上汽大众,24.39 - 25.39
240,启辰T90,16875,东风启辰,11.88 - 15.48
241,昂科拉,16738,上汽通用别克,12.59 - 15.59
242,英菲尼迪QX50,16716,东风英菲尼迪,33.38 - 46.98
243,潍柴汽车U70,16713,潍柴汽车,6.99 - 11.29
244,秦,16599,比亚迪,6.49 - 8.19
245,长安CS85 COUPE,16504,长安汽车,11.99 - 16.99
246,悦翔,16374,长安汽车,4.99 - 6.79
247,元新能源,16306,比亚迪,8.99 - 13.99
248,奔驰GLK级,16290,北京奔驰,0.00 - 0.00
249,名爵3,16146,上汽名爵,0.00 - 0.00
250,领克06,16112,领克,11.86 - 14.56
251,东风小康C37,16011,东风小康,5.18 - 6.18
252,奔驰V级,16005,福建奔驰,47.18 - 65.18
253,蓝鸟,15931,东风日产,9.59 - 13.39
254,WEY VV7新能源,15502,长城汽车,21.98 - 23.98
255,启悦,15353,长安铃木,7.89 - 10.99
256,索纳塔九,15249,北京现代,0.00 - 0.00
257,楼兰,14873,东风日产,23.88 - 37.58
258,逸动DT,14682,长安汽车,5.29 - 8.09
259,欧诺,14445,长安汽车,0.00 - 0.00
260,哈弗H2,14441,长城汽车,7.59 - 9.59
261,奔腾T99,14224,一汽奔腾,14.99 - 18.99
262,途达,14122,郑州日产,16.98 - 24.83
263,SWM斯威G01,14099,SWM斯威汽车,7.99 - 12.59
264,风光330,14087,东风小康,3.69 - 5.19
265,唐,13991,比亚迪,12.99 - 16.99
266,威霆,13917,福建奔驰,28.98 - 34.18
267,逸动新能源,13703,长安汽车,12.99 - 13.99
268,红旗H9,13539,一汽红旗,30.98 - 53.98
269,风光500,13427,东风小康,5.48 - 7.48
270,宝骏E200,13138,上汽通用五菱,5.48 - 6.48
271,哈弗F5,12992,长城汽车,7.98 - 13.00
272,北汽新能源EU,12961,北汽新能源,7.98 - 7.98
273,秦Pro,12438,比亚迪,7.98 - 11.59
274,荣威RX3,12396,上汽集团,6.98 - 10.43
275,金杯快运,12349,华晨雷诺,6.99 - 9.63
276,别克GL6,12342,上汽通用别克,13.99 - 16.99
277,捷豹XEL,12307,奇瑞捷豹路虎,28.98 - 38.06
278,奕炫GS,12053,东风乘用车,7.49 - 10.89
279,途观L新能源,11870,上汽大众,26.58 - 29.28
280,小鹏汽车G3,11691,小鹏汽车,14.68 - 19.98
281,长安欧尚X7,11677,长安汽车,7.77 - 12.99
282,科莱威CLEVER,11671,上汽集团,4.60 - 6.00
283,长安欧尚X5,11641,长安汽车,6.99 - 10.59
284,途安,11570,上汽大众,15.18 - 19.48
285,传祺GS8,11448,广汽乘用车,15.58 - 26.28
286,微蓝6,11420,上汽通用别克,15.98 - 19.98
287,揽胜极光,11324,奇瑞捷豹路虎,35.58 - 50.58
288,星途TX,11272,星途,13.59 - 14.79
289,奔奔,11266,长安汽车,0.00 - 0.00
290,探岳X,11239,一汽-大众,23.58 - 29.58
291,起亚KX5,11174,东风悦达起亚,15.48 - 18.18
292,蔚来ES8,11106,蔚来,46.80 - 62.40
293,红旗HS7,11039,一汽红旗,27.58 - 45.98
294,胜达,10974,北京现代,20.28 - 27.28
295,翼虎,10842,长安福特,16.98 - 24.98
296,沃兰多,10777,上汽通用雪佛兰,11.49 - 15.99
297,自由光,10655,广汽菲克Jeep,17.98 - 31.98
298,宋Pro新能源,10600,比亚迪,16.98 - 21.98
299,Aion V(埃安V),10381,广汽埃安,15.96 - 23.96
300,比亚迪F3,10338,比亚迪,4.49 - 5.08
301,哈弗H4,10262,长城汽车,7.39 - 11.50
302,宝骏360,10226,上汽通用五菱,5.68 - 8.08
303,荣威iMAX8,10141,上汽集团,18.88 - 25.38
304,劲炫ASX,10137,广汽三菱,9.98 - 13.98
305,辉昂,10085,上汽大众,34.00 - 63.90
306,WEY VV6,9984,长城汽车,14.80 - 17.50
307,长安CS55PLUS,9964,长安汽车,9.19 - 11.69
308,奔驰GLB,9885,北京奔驰,29.28 - 35.48
309,帝豪新能源,9693,吉利新能源,13.58 - 15.98
310,荣威RX8,9457,上汽集团,16.88 - 22.88
311,天逸 C5 AIRCROSS,9385,东风雪铁龙,14.97 - 23.87
312,红旗H7,9367,一汽红旗,25.28 - 31.78
313,新宝骏E300,9301,上汽通用五菱,6.48 - 8.48
314,新宝骏RC-6,9039,上汽通用五菱,8.48 - 12.38
315,荣威i6新能源,9026,上汽集团,14.78 - 20.18
316,标致4008,9003,东风标致,16.97 - 24.37
317,英菲尼迪Q50L,8979,东风英菲尼迪,26.48 - 38.98
318,标致408,8872,东风标致,11.77 - 16.97
319,长安CS15,8861,长安汽车,5.59 - 8.09
320,瑞虎5,8824,奇瑞汽车,8.88 - 12.38
321,瑞风S5,8609,江淮汽车,8.95 - 13.95
322,SWM斯威X7,8417,SWM斯威汽车,6.39 - 10.59
323,途观X,8367,上汽大众,24.59 - 30.59
324,速派,8328,上汽斯柯达,15.49 - 22.99
325,飞行家,8309,长安林肯,50.98 - 75.98
326,哪吒U,8075,合众汽车,13.98 - 19.98
327,传祺GA6,7800,广汽乘用车,10.88 - 16.88
328,观致7,7641,观致汽车,10.98 - 15.98
329,新宝骏RS-5,7600,上汽通用五菱,9.78 - 13.58
330,北京BJ80,7584,北京越野,29.80 - 39.80
331,探岳GTE,7583,一汽-大众,0.00 - 0.00
332,奕歌,7569,广汽三菱,12.98 - 18.58
333,MG领航,7392,上汽名爵,9.98 - 15.98
334,大指挥官,7381,广汽菲克Jeep,23.98 - 40.98
335,瑞风M4,7181,江淮汽车,9.98 - 15.98
336,宋新能源,7108,比亚迪,0.00 - 0.00
337,长安之星,6981,长安汽车,0.00 - 0.00
338,星途LX,6979,星途,10.99 - 15.09
339,奥迪A6L新能源,6940,一汽-大众奥迪,50.80 - 50.80
340,哈弗H7,6918,长城汽车,14.20 - 18.00
341,卡罗拉双擎E+,6893,一汽丰田,20.78 - 23.08
342,广汽丰田iA5,6828,广汽丰田新能源,16.98 - 19.28
343,凯翼X3,6760,凯翼汽车,6.39 - 7.59
344,欧拉白猫,6651,长城新能源,7.18 - 8.88
345,启辰D60EV,6622,东风启辰,15.01 - 17.88
346,东风本田X-NV,6579,东风本田,16.98 - 17.98
347,长安欧尚科赛,6349,长安汽车,8.68 - 15.48
348,东南DX5,6274,东南汽车,6.99 - 9.99
349,北斗星,6205,昌河铃木,4.20 - 4.40
350,长安CS95,6166,长安汽车,16.59 - 21.39
351,欧尚,6136,长安汽车,5.89 - 8.49
352,宝沃BX5,6119,宝沃汽车,12.98 - 15.58
353,LIFE,6113,东风本田,9.78 - 11.28
354,宝来·纯电,6045,一汽-大众,13.68 - 14.68
355,宝骏630,5952,上汽通用五菱,0.00 - 0.00
356,哪吒N01,5830,合众汽车,6.68 - 13.98
357,讴歌RDX,5805,广汽讴歌,32.80 - 46.00
358,思皓X8,5704,江汽集团,8.88 - 13.58
359,迈腾新能源,5617,一汽-大众,25.39 - 26.89
360,捷豹XFL,5595,奇瑞捷豹路虎,37.58 - 57.88
361,长安欧尚科赛5,5535,长安汽车,5.39 - 8.29
362,阅朗,5453,上汽通用别克,13.19 - 14.69
363,讴歌CDX,5389,广汽讴歌,22.98 - 34.98
364,SWM斯威X3,5384,SWM斯威汽车,5.50 - 6.69
365,蔚来EC6,5367,蔚来,36.80 - 52.60
366,蒙派克E,5345,福田商用车,7.46 - 10.85
367,嘉悦X7,5227,江淮汽车,8.98 - 13.98
368,嘉悦X4,5217,江淮汽车,7.28 - 9.98
369,哈弗H1,5189,长城汽车,0.00 - 0.00
370,奇瑞E3,5177,奇瑞汽车,0.00 - 0.00
371,昕动,5169,上汽斯柯达,7.79 - 10.99
372,瑞风S2,5168,江淮汽车,5.78 - 7.68
373,北汽新能源EC,5148,北汽新能源,5.58 - 5.58
374,领途汽车,5148,领途汽车,0.00 - 0.00
375,风光ix5,5132,东风小康,9.98 - 13.98
376,爱丽舍,5034,东风雪铁龙,8.38 - 10.28
377,标致508,4994,东风标致,15.97 - 22.57
378,几何A,4913,几何汽车,15.00 - 19.00
379,东风风神E70,4715,东风乘用车,13.58 - 15.98
380,几何C,4640,几何汽车,12.98 - 18.28
381,绅宝X25,4501,BEIJING汽车,0.00 - 0.00
382,创酷,4442,上汽通用雪佛兰,9.99 - 13.99
383,雷凌双擎E+,4322,广汽丰田,20.38 - 21.88
384,博瑞,4305,吉利汽车,13.68 - 17.98
385,奔腾T33,4301,一汽奔腾,6.98 - 10.59
386,腾势X,4175,腾势汽车,28.98 - 35.78
387,锋范,4077,广汽本田,0.00 - 0.00
388,东南DX3,4047,东南汽车,0.00 - 10.59
389,轩逸·纯电,4045,东风日产,23.80 - 25.40
390,博骏,4021,野马汽车,4.99 - 12.99
391,红旗E-HS3,4019,一汽红旗,22.58 - 26.58
392,C-TREK蔚领,3988,一汽-大众,11.39 - 15.89
393,汉腾X5,3965,汉腾汽车,5.98 - 10.68
394,观致5,3952,观致汽车,13.88 - 16.38
395,标致5008,3950,东风标致,18.77 - 27.37
396,北汽昌河M50,3916,北汽昌河,0.00 - 0.00
397,海马8S,3885,海马汽车,7.99 - 13.69
398,五菱荣光EV,3866,上汽通用五菱,8.38 - 9.01
399,奔驰EQC,3863,北京奔驰,49.98 - 62.28
400,哈弗H5,3810,长城汽车,10.78 - 13.68
401,奔驰GLA,3760,北京奔驰,27.68 - 33.28
402,凯迪拉克CT4,3679,通用凯迪拉克,23.97 - 25.97
403,创界,3673,上汽通用雪佛兰,13.99 - 17.99
404,汉,3605,比亚迪,21.98 - 27.95
405,思皓A5,3544,江汽集团,7.88 - 11.58
406,VELITE 5,3513,上汽通用别克,0.00 - 0.00
407,荣威RX5 MAX新能源,3475,上汽集团,19.58 - 23.58
408,奥迪Q2L e-tron,3448,一汽-大众奥迪,22.68 - 23.73
409,长安欧尚CX70,3183,长安汽车,5.99 - 10.99
410,云度π1,3152,云度新能源,11.28 - 11.98
411,凯越,3133,上汽通用别克,8.39 - 9.99
412,风光ix7,3119,东风小康,12.59 - 21.59
413,瑞风S4,3089,江淮汽车,7.58 - 9.88
414,零跑T03,2981,零跑汽车,5.98 - 7.58
415,雪铁龙C3-XR,2904,东风雪铁龙,9.48 - 11.89
416,风光370,2836,东风小康,5.99 - 7.09
417,比亚迪e3,2820,比亚迪,10.38 - 16.48
418,Aion LX(埃安LX),2745,广汽埃安,22.96 - 34.96
419,汉腾X7,2728,汉腾汽车,7.88 - 15.68
420,长安欧尚科尚,2705,长安汽车,7.98 - 16.08
421,易至EV3,2704,江铃集团新能源,6.68 - 8.38
422,翼搏,2670,长安福特,0.00 - 0.00
423,启辰T60,2655,东风启辰,8.68 - 11.88
424,宝马iX3,2653,华晨宝马,46.99 - 50.99
425,中华V3,2621,华晨中华,5.07 - 8.77
426,自由侠,2542,广汽菲克Jeep,12.98 - 19.08
427,奔腾B30EV,2538,一汽奔腾,18.98 - 18.98
428,帝豪GSe,2530,吉利新能源,10.99 - 15.99
429,菱智M5EV,2525,东风风行,15.79 - 16.99
430,蒙迪欧新能源,2510,长安福特,0.00 - 0.00
431,朗逸纯电,2507,上汽大众,14.89 - 14.89
432,和悦A30,2496,江淮汽车,0.00 - 0.00
433,R汽车 ER6,2415,上汽集团,16.28 - 20.08
434,艾瑞泽5e,2401,奇瑞新能源,15.98 - 15.98
435,宝沃BX7,2389,宝沃汽车,16.98 - 30.28
436,广汽本田VE-1,2380,广汽理念,15.98 - 18.38
437,中华H330,2352,华晨中华,0.00 - 0.00
438,传祺GA4,2341,广汽乘用车,7.38 - 11.58
439,睿行S50,2323,长安凯程,4.89 - 7.79
440,撼路者,2285,江铃福特,27.58 - 37.48
441,捷豹E-PACE,2249,奇瑞捷豹路虎,28.18 - 38.58
442,绅宝X35,2119,BEIJING汽车,0.00 - 0.00
443,东南DX7,2081,东南汽车,8.99 - 13.99
444,风光E1,2081,东风小康,6.18 - 7.38
445,启腾M70,2059,福汽新龙马,3.39 - 4.59
446,东南A5翼舞,2053,东南汽车,4.99 - 7.89
447,开拓者,2041,上汽通用雪佛兰,22.99 - 32.99
448,欧拉好猫,2016,长城新能源,10.39 - 14.39
449,瑞风S3,1987,江淮汽车,6.79 - 8.79
450,宋MAX新能源,1982,比亚迪,14.99 - 19.98
451,上汽MAXUS D90,1981,上汽大通,15.67 - 24.90
452,凯翼X5,1970,凯翼汽车,7.89 - 10.49
453,尼欧Ⅱ,1952,长安汽车,3.99 - 10.08
454,皇冠,1927,一汽丰田,25.08 - 37.48
455,途睿欧,1896,江铃福特,17.69 - 27.58
456,奔腾X80,1855,一汽奔腾,0.00 - 0.00
457,江淮iEV6E,1830,江淮汽车,5.95 - 7.55
458,启辰T70,1796,东风启辰,8.98 - 12.78
459,嘉际新能源,1780,吉利新能源,15.98 - 19.28
460,比亚迪e1,1771,比亚迪,5.99 - 7.99
461,上汽大通MAXUS EUNIQ 5,1756,上汽大通,16.58 - 23.03
462,奔腾B70,1745,一汽奔腾,0.00 - 0.00
463,阁瑞斯,1740,华晨雷诺,8.88 - 27.78
464,索纳塔插电混动,1735,北京现代,22.28 - 25.68
465,五十铃MU-X,1719,江西五十铃,17.88 - 26.88
466,奔腾B30,1690,一汽奔腾,8.68 - 8.68
467,缤越新能源,1689,吉利新能源,12.58 - 14.98
468,上汽MAXUS D60,1633,上汽大通,0.00 - 0.00
469,奕炫,1617,东风乘用车,6.99 - 10.09
470,长城C30,1607,长城汽车,0.00 - 0.00
471,雪铁龙C6,1573,东风雪铁龙,18.99 - 27.59
472,驭胜S350,1566,江铃汽车,12.18 - 20.18
473,长安欧尚A800,1551,长安汽车,6.59 - 7.89
474,起亚K2,1493,东风悦达起亚,7.29 - 10.39
475,风云2,1440,奇瑞汽车,0.00 - 0.00
476,北汽昌河A6,1419,北汽昌河,5.98 - 9.98
477,智行,1418,BEIJING汽车,0.00 - 0.00
478,江淮iEV,1407,江淮汽车,0.00 - 0.00
479,风行S50EV,1402,东风风行,13.99 - 24.07
480,斯派卡,1397,野马汽车,4.99 - 7.58
481,俊风,1382,郑州日产,3.98 - 4.55
482,云度π3,1318,云度新能源,11.98 - 14.48
483,北汽幻速S3,1313,北汽幻速,5.38 - 6.98
484,奇瑞eQ1,1304,奇瑞新能源,5.98 - 7.88
