排名,车型,销量,厂商,售价(万元)
87,迈锐宝,51926,上汽通用雪佛兰,16.49 - 18.99
88,奔奔MINI,48678,长安汽车,0.00 - 0.00
89,晶锐,48380,上汽斯柯达,0.00 - 0.00
90,众泰5008,47414,众泰汽车,0.00 - 0.00
91,北汽威旺306,46368,北汽昌河,3.18 - 4.68
92,宝骏630,46026,上汽通用五菱,0.00 - 0.00
93,马自达3星骋,45049,长安马自达,0.00 - 0.00
94,力帆320,45023,力帆汽车,0.00 - 0.00
95,中华V5,44771,华晨中华,8.98 - 14.58
96,名爵3,44394,上汽名爵,0.00 - 0.00
97,长城C50,42302,长城汽车,0.00 - 0.00
98,中华骏捷FSV,41561,华晨中华,0.00 - 0.00
99,森雅M80,41270,一汽吉林,0.00 - 0.00
100,狮跑,41178,东风悦达起亚,0.00 - 0.00
101,比亚迪G6,41075,比亚迪,0.00 - 0.00
102,逸动,40239,长安汽车,7.29 - 10.39
103,长安CX20,38966,长安汽车,0.00 - 0.00
104,速锐,38664,比亚迪,0.00 - 0.00
105,荣威550,37911,上汽集团,0.00 - 0.00
106,一汽-大众CC,37589,一汽-大众,24.68 - 30.18
107,远景,37247,吉利汽车,4.99 - 7.39
108,羚羊,36913,长安铃木,0.00 - 0.00
109,奔驰E级,36765,北京奔驰,42.98 - 64.28
110,途安,36044,上汽大众,15.18 - 19.48
111,飞度,35920,广汽本田,7.38 - 10.88
112,赛拉图,35451,东风悦达起亚,0.00 - 0.00
113,雪铁龙C5,35242,东风雪铁龙,16.99 - 21.59
114,福仕达腾达,35099,一汽海马,0.00 - 0.00
115,歌诗图,33937,广汽本田,0.00 - 0.00
116,雨燕,33591,长安铃木,0.00 - 0.00
117,旗云2,32873,奇瑞汽车,0.00 - 0.00
118,比亚迪G3,31964,比亚迪,0.00 - 0.00
119,熊猫,31672,吉利汽车,0.00 - 0.00
120,吉利GX7,31297,吉利汽车,0.00 - 0.00
121,启辰D50,31177,东风启辰,0.00 - 0.00
122,大7 SUV,31106,东风裕隆,0.00 - 0.00
123,奔驰C级,30970,北京奔驰,30.78 - 47.48
124,哈飞小霸王,30113,哈飞汽车,3.28 - 3.78
125,天语 SX4,28746,长安铃木,0.00 - 0.00
126,莲花L3,27820,莲花汽车,0.00 - 0.00
127,标致508,26926,东风标致,15.97 - 22.57
128,东风风神H30,26922,东风乘用车,0.00 - 0.00
129,起亚K3,26845,东风悦达起亚,10.88 - 13.18
130,丰顺,26515,力帆汽车,3.28 - 4.94
131,奔驰GLK级,25929,北京奔驰,0.00 - 0.00
132,皇冠,25456,一汽丰田,25.08 - 37.48
133,东风风神S30,25453,东风乘用车,0.00 - 0.00
134,帅客,25157,郑州日产,0.00 - 0.00
135,众泰Z360,25126,众泰汽车,0.00 - 0.00
136,吉利EC8,25015,吉利汽车,0.00 - 0.00
137,威志,24603,天津一汽,0.00 - 0.00
138,理念S1,24576,广汽理念,0.00 - 0.00
139,福瑞达,24224,北汽昌河,0.00 - 0.00
140,中华H530,23139,华晨中华,8.58 - 13.98
141,奇骏,22869,东风日产,18.88 - 27.33
142,传祺GS5,22820,广汽乘用车,10.98 - 16.98
143,力帆X60,22712,力帆汽车,0.00 - 0.00
144,名爵6,22397,上汽名爵,9.38 - 14.28
145,奔腾B70,21682,一汽奔腾,0.00 - 0.00
146,中华骏捷FRV,21347,华晨中华,0.00 - 0.00
147,丘比特,21173,海马汽车,0.00 - 0.00
148,奥德赛,20900,广汽本田,22.98 - 37.68
149,普力马,20653,海马汽车,0.00 - 0.00
150,景程,20398,上汽通用雪佛兰,0.00 - 0.00
151,秀尔,19825,东风悦达起亚,0.00 - 0.00
152,翼神,19367,东南三菱,0.00 - 0.00
153,马自达3,19164,长安马自达,0.00 - 0.00
154,普拉多,18706,一汽丰田,49.48 - 50.48
155,吉利GC7,18523,吉利汽车,0.00 - 0.00
156,V5菱致,17771,东南汽车,0.00 - 0.00
157,莲花L5,17601,莲花汽车,0.00 - 0.00
158,逸致,17286,广汽丰田,14.98 - 18.98
159,睿翼,16648,一汽马自达,0.00 - 0.00
160,优优,15841,开瑞汽车,3.45 - 4.64
161,阁瑞斯,15796,华晨雷诺,8.88 - 27.78
162,力帆520,15744,力帆汽车,0.00 - 0.00
163,日产NV200,14958,郑州日产,0.00 - 0.00
164,猎豹CS6,14937,猎豹汽车,0.00 - 0.00
165,威志V2,14911,天津一汽,0.00 - 0.00
166,雪铁龙C2,14645,东风雪铁龙,0.00 - 0.00
167,思铭,14089,东风本田,0.00 - 0.00
168,悦悦,13885,江淮汽车,0.00 - 0.00
169,天语 尚悦,13324,长安铃木,0.00 - 0.00
170,思铂睿,12417,东风本田,17.99 - 26.79
171,长城C20R,12189,长城汽车,0.00 - 0.00
172,欧诺,11245,长安汽车,0.00 - 0.00
173,马自达2,10707,长安马自达,0.00 - 0.00
174,启辰R50,10628,东风启辰,0.00 - 0.00
175,名爵5,10180,上汽名爵,6.79 - 10.49
176,昂科拉,10015,上汽通用别克,12.59 - 15.59
177,传祺GA5,9612,广汽乘用车,0.00 - 0.00
178,中华骏捷,9601,华晨中华,0.00 - 0.00
179,锐欧,9184,东风悦达起亚,0.00 - 0.00
180,威驰,9130,一汽丰田,7.38 - 11.18
181,菲翔,9104,广汽菲克菲亚特,0.00 - 0.00
182,海马王子,8921,一汽海马,0.00 - 0.00
183,星旺,8880,广汽吉奥,2.59 - 2.98
184,长安CX30,8503,长安汽车,0.00 - 0.00
185,吉利SC3,8330,吉利汽车,0.00 - 0.00
186,比亚迪M6,8325,比亚迪,10.39 - 15.39
187,利亚纳,7451,昌河铃木,0.00 - 0.00
188,荣威W5,7396,上汽集团,0.00 - 0.00
189,胜达,7033,北京现代,20.28 - 27.28
190,东风风神A60,6890,东风乘用车,6.97 - 15.47
191,长安CS35,6879,长安汽车,6.39 - 8.79
192,艾力绅,6866,东风本田,24.98 - 32.88
193,玛驰,6720,东风日产,5.98 - 8.75
194,宝利格,6675,华泰汽车,11.58 - 11.58
195,悦翔V5,6529,长安汽车,0.00 - 0.00
196,众泰V10,6071,众泰汽车,3.78 - 5.08
197,旗胜V3,5787,曙光汽车,10.18 - 11.38
198,沃尔沃S80L,5649,长安沃尔沃,0.00 - 0.00
199,长城V80,5527,长城汽车,0.00 - 0.00
200,帕拉丁,5361,郑州日产,0.00 - 0.00
201,旗胜F1,5242,曙光汽车,0.00 - 0.00
202,欧朗,4904,一汽欧朗,0.00 - 0.00
203,路宝,4878,哈飞汽车,0.00 - 0.00
204,荣威950,4598,上汽集团,0.00 - 0.00
205,金杯海狮,4410,华晨雷诺,6.18 - 9.38
206,蒙派克E,4364,福田商用车,7.46 - 10.85
207,众泰M300,4328,众泰汽车,0.00 - 0.00
208,长安之星2,3932,长安汽车,0.00 - 0.00
209,民意,3498,哈飞汽车,2.89 - 2.89
210,驭胜S350,3446,江铃汽车,12.18 - 20.18
211,威霆,3388,福建奔驰,28.98 - 34.18
212,唯雅诺,3262,福建奔驰,0.00 - 0.00
213,勇士,3219,北京汽车制造厂,9.98 - 16.17
214,桑塔纳,2919,上汽大众,8.69 - 11.59
215,马自达8,2859,一汽马自达,0.00 - 0.00
216,浪迪,2753,昌河铃木,0.00 - 0.00
217,蓝瑟,2626,东南三菱,0.00 - 0.00
218,迷迪,2497,福田汽车,0.00 - 0.00
219,普锐斯,2434,一汽丰田,0.00 - 0.00
220,派喜,2418,昌河铃木,0.00 - 0.00
221,,2337,, - 
222,荣威750,2005,上汽集团,0.00 - 0.00
223,威麟V5,1993,奇瑞威麟,0.00 - 0.00
224,挑战者SUV,1939,曙光汽车,0.00 - 0.00
225,中华尊驰,1851,华晨中华,10.88 - 25.28
226,麦柯斯,1800,长安福特,0.00 - 0.00
227,赛马,1764,哈飞汽车,0.00 - 0.00
228,比亚迪e6,1690,比亚迪,0.00 - 0.00
229,北京BW007,1676,北京汽车制造厂,0.00 - 0.00
230,希旺,1529,东南汽车,0.00 - 0.00
231,林荫大道,1501,上汽通用别克,0.00 - 0.00
232,奥丁,1297,郑州日产,0.00 - 0.00
233,瑞麒G5,1096,奇瑞瑞麒,0.00 - 0.00
234,君阁,1087,东南三菱,0.00 - 0.00
235,楼兰,947,东风日产,23.88 - 37.58
236,御轩,860,郑州日产,0.00 - 0.00
237,猎豹6481,818,猎豹汽车,0.00 - 0.00
238,凌特,815,福建奔驰,37.60 - 49.30
239,威麟X5,734,奇瑞威麟,0.00 - 0.00
240,奥轩GX5,717,广汽吉奥,0.00 - 0.00
241,黑金刚,666,猎豹汽车,0.00 - 0.00
242,英伦TX4,514,吉利汽车,0.00 - 0.00
243,名爵7,510,上汽名爵,0.00 - 0.00
244,风尚,463,陆风汽车,0.00 - 0.00
245,三菱戈蓝,425,东南三菱,0.00 - 0.00
246,陆霸,418,北京汽车制造厂,0.00 - 0.00
247,东方之子,356,奇瑞汽车,0.00 - 0.00
248,金杯S50,281,华晨雷诺,0.00 - 0.00
249,荣威E50,238,上汽集团,0.00 - 0.00
250,力帆720,214,力帆汽车,0.00 - 0.00
251,威姿,171,天津一汽,0.00 - 0.00
252,睿骋,142,长安汽车,0.00 - 0.00
253,华泰B11,131,华泰汽车,0.00 - 0.00
254,红旗H7,127,一汽红旗,25.28 - 31.78
255,赛豹V,85,哈飞汽车,0.00 - 0.00
256,骐菱,56,猎豹汽车,0.00 - 0.00
257,中意V5,15,哈飞汽车,3.87 - 4.37
