排名,车型,销量,厂商,售价(万元)
107,马自达CX-4,63275,一汽马自达,14.88 - 21.58
108,指南者,63074,广汽菲克Jeep,13.98 - 22.98
109,途胜,63027,北京现代,16.99 - 21.99
110,威驰,62998,一汽丰田,7.38 - 11.18
111,WEY VV5,62967,长城汽车,12.58 - 14.78
112,菱智,62269,东风风行,5.99 - 9.99
113,传祺GS8,61773,广汽乘用车,15.58 - 26.28
114,奔驰GLA,61003,北京奔驰,27.68 - 33.28
115,风光S560,60101,东风小康,6.59 - 9.69
116,锐界,59892,长安福特,22.98 - 38.98
117,骐达TIIDA,59738,东风日产,9.99 - 13.59
118,昕锐,58849,上汽斯柯达,7.79 - 9.99
119,东南DX3,58766,东南汽车,0.00 - 10.59
120,荣威Ei5,58182,上汽集团,12.88 - 16.11
121,凯迪拉克ATS-L,57227,通用凯迪拉克,0.00 - 0.00
122,北汽幻速S3,55391,北汽幻速,5.38 - 6.98
123,欧诺,55300,长安汽车,0.00 - 0.00
124,WEY VV7,54672,长城汽车,16.98 - 19.28
125,锋范,54496,广汽本田,0.00 - 0.00
126,YARiS L 致炫,54335,广汽丰田,7.78 - 10.38
127,荣威RX3,53938,上汽集团,6.98 - 10.43
128,奔腾X40,52089,一汽奔腾,6.68 - 9.78
129,柯迪亚克,51230,上汽斯柯达,17.79 - 24.79
130,瑞虎8,50553,奇瑞汽车,8.88 - 15.99
131,艾力绅,50116,东风本田,24.98 - 32.88
132,阿特兹,48393,一汽马自达,17.58 - 24.78
133,T-ROC探歌,48324,一汽-大众,13.58 - 20.49
134,比亚迪F3,47573,比亚迪,4.49 - 5.08
135,科鲁兹,46531,上汽通用雪佛兰,0.00 - 0.00
136,观致5,46511,观致汽车,13.88 - 16.38
137,比亚迪e5,46213,比亚迪,22.07 - 23.07
138,本田UR-V,45865,东风本田,24.68 - 32.98
139,东风风神AX7,45829,东风乘用车,8.98 - 14.39
140,奥德赛,45498,广汽本田,22.98 - 37.68
141,蒙迪欧,45405,长安福特,19.28 - 27.98
142,江淮iEV,44954,江淮汽车,0.00 - 0.00
143,景逸X5,44807,东风风行,6.99 - 12.98
144,马自达CX-5,44256,长安马自达,17.98 - 24.58
145,焕驰,43837,东风悦达起亚,6.49 - 6.89
146,风光370,43700,东风小康,5.99 - 7.09
147,宋新能源,43634,比亚迪,0.00 - 0.00
148,众泰T300,43235,众泰汽车,0.00 - 0.00
149,海狮X30L,43078,华晨鑫源,4.68 - 5.88
150,哈弗H4,43017,长城汽车,7.39 - 11.50
151,瑞纳,42651,北京现代,4.99 - 7.39
152,速派,42234,上汽斯柯达,15.49 - 22.99
153,C-TREK蔚领,41759,一汽-大众,11.39 - 15.89
154,杰德,41714,东风本田,0.00 - 0.00
155,YARiS L 致享,41355,广汽丰田,7.98 - 10.58
156,绅宝D50,41229,BEIJING汽车,6.99 - 9.99
157,宝马1系,41211,华晨宝马,19.88 - 26.38
158,宋,40693,比亚迪,6.98 - 9.38
159,捷途X70,40009,奇瑞汽车,6.99 - 12.29
160,途安,39725,上汽大众,15.18 - 19.48
161,爱丽舍,39365,东风雪铁龙,8.38 - 10.28
162,荣威360,38891,上汽集团,0.00 - 0.00
163,比速M3,38097,比速汽车,0.00 - 0.00
164,众泰T700,37828,众泰汽车,10.68 - 15.58
165,蓝鸟,37751,东风日产,9.59 - 13.39
166,悦纳,37286,北京现代,0.00 - 9.68
167,逸动DT,37279,长安汽车,5.29 - 8.09
168,唐新能源,37146,比亚迪,19.78 - 31.48
169,高尔夫·嘉旅,37057,一汽-大众,12.88 - 19.28
170,北汽幻速S5,37040,北汽幻速,0.00 - 0.00
171,标致308,36869,东风标致,8.97 - 13.07
172,启辰T70,36765,东风启辰,8.98 - 12.78
173,别克GL6,36642,上汽通用别克,13.99 - 16.99
174,皇冠,36444,一汽丰田,25.08 - 37.48
175,众泰T500,36268,众泰汽车,6.98 - 12.38
176,传祺GA4,36266,广汽乘用车,7.38 - 11.58
177,瑞风S3,36043,江淮汽车,6.79 - 8.79
178,劲客,35864,东风日产,9.98 - 13.88
179,元新能源,35699,比亚迪,8.99 - 13.99
180,朗行,35033,上汽大众,11.29 - 16.29
181,威驰FS,34831,一汽丰田,7.18 - 10.78
182,普拉多,34662,一汽丰田,49.48 - 50.48
183,赛欧,34293,上汽通用雪佛兰,6.29 - 7.99
184,柯米克,34112,上汽斯柯达,8.99 - 12.59
185,猎豹CS9,34027,猎豹汽车,7.68 - 12.98
186,北汽幻速S7,34002,北汽幻速,0.00 - 0.00
187,江铃E200L,33948,江铃集团新能源,5.38 - 6.38
188,奇瑞QQ,33198,奇瑞汽车,3.79 - 5.09
189,翼虎,33169,长安福特,16.98 - 24.98
190,缤瑞,33084,吉利汽车,7.58 - 11.08
191,科雷傲,32715,东风雷诺,0.00 - 0.00
192,风光330,31998,东风小康,3.69 - 5.19
193,标致4008,31859,东风标致,16.97 - 24.37
194,荣威i5,31727,上汽集团,6.89 - 11.59
195,帝豪新能源,31426,吉利新能源,13.58 - 15.98
196,自由光,30932,广汽菲克Jeep,17.98 - 31.98
197,传祺M8,30769,广汽乘用车,17.98 - 26.48
198,瑞风M3,30746,江淮汽车,5.98 - 9.48
199,众泰T600,30418,众泰汽车,7.98 - 13.78
200,发现神行,30171,奇瑞捷豹路虎,0.00 - 0.00
201,劲炫ASX,29789,广汽三菱,9.98 - 13.98
202,睿骋CC,29735,长安汽车,0.00 - 0.00
203,路盛S1 EV160B,29731,华泰新能源,0.00 - 0.00
204,SWM斯威X7,29647,SWM斯威汽车,6.39 - 10.59
205,柯珞克,29275,上汽斯柯达,12.99 - 15.99
206,汉腾X5,29122,汉腾汽车,5.98 - 10.68
207,奕泽IZOA,29080,一汽丰田,14.58 - 17.68
208,汉腾X7,28093,汉腾汽车,7.88 - 15.68
209,奇瑞eQ,27870,奇瑞新能源,15.99 - 17.19
210,楼兰,27865,东风日产,23.88 - 37.58
211,标致408,27080,东风标致,11.77 - 16.97
212,瑞虎7,26836,奇瑞汽车,7.99 - 14.98
213,绅宝X35,26127,BEIJING汽车,0.00 - 0.00
214,宝骏E100,25888,上汽通用五菱,4.98 - 5.98
215,传祺GS7,25350,广汽乘用车,0.00 - 0.00
216,长安CS15,25183,长安汽车,5.59 - 8.09
217,阅朗,25031,上汽通用别克,13.19 - 14.69
218,唐,24932,比亚迪,12.99 - 16.99
219,菲斯塔,24898,北京现代,11.98 - 15.48
220,途岳,24821,上汽大众,16.58 - 22.38
221,博瑞GE,24803,吉利汽车,13.68 - 17.98
222,辉昂,24471,上汽大众,34.00 - 63.90
223,北京BJ40,24262,北京越野,15.98 - 26.99
224,C4世嘉,24188,东风雪铁龙,0.00 - 0.00
225,东风小康K07II,23970,东风小康,0.00 - 0.00
226,海马S5,23814,海马汽车,6.98 - 10.98
227,哈弗F5,23463,长城汽车,7.98 - 13.00
228,缤越,23361,吉利汽车,7.58 - 11.98
229,天逸 C5 AIRCROSS,23340,东风雪铁龙,14.97 - 23.87
230,开瑞K60,23331,开瑞汽车,4.99 - 6.69
231,启辰T90,22936,东风启辰,11.88 - 15.48
232,丰田C-HR,22720,广汽丰田,14.18 - 18.08
233,森雅R7,22718,一汽吉林,6.69 - 10.69
234,宝马X3,22586,华晨宝马,38.98 - 47.98
235,逸动XT,22349,长安汽车,0.00 - 0.00
236,领克02,21751,领克,11.98 - 18.88
237,宝沃BX5,21678,宝沃汽车,12.98 - 15.58
238,比速T5,21392,比速汽车,0.00 - 0.00
239,哈弗H7,21391,长城汽车,14.20 - 18.00
240,红旗H5,21378,一汽红旗,14.58 - 19.08
241,开瑞K50,20991,开瑞汽车,3.99 - 6.88
242,景逸X6,20901,东风风行,8.49 - 10.99
243,SWM斯威G01,20695,SWM斯威汽车,7.99 - 12.59
244,标致5008,20588,东风标致,18.77 - 27.37
245,北汽幻速H3,20179,北汽幻速,0.00 - 0.00
246,猎豹CS10,20081,猎豹汽车,7.98 - 11.98
247,沃尔沃S60,19877,沃尔沃亚太,28.69 - 38.09
248,奕跑,19762,东风悦达起亚,6.98 - 8.28
249,起亚K2,19604,东风悦达起亚,7.29 - 10.39
250,东风风神H30,19584,东风乘用车,0.00 - 0.00
251,北汽新能源EU,19577,北汽新能源,7.98 - 7.98
252,阁瑞斯,19503,华晨雷诺,8.88 - 27.78
253,博瑞,19496,吉利汽车,13.68 - 17.98
254,欧尚,19444,长安汽车,5.89 - 8.49
255,凯绅,19337,东风悦达起亚,13.03 - 14.98
256,探岳,19281,一汽-大众,18.59 - 31.39
257,俊风,19225,郑州日产,3.98 - 4.55
258,小海狮X30,19128,华晨鑫源,3.39 - 4.68
259,众泰E200,18865,众泰新能源,0.00 - 0.00
260,北京现代ix25,18518,北京现代,10.58 - 13.68
261,英菲尼迪Q50L,17811,东风英菲尼迪,26.48 - 38.98
262,哥瑞,17651,东风本田,0.00 - 0.00
263,瑞风S5,17635,江淮汽车,8.95 - 13.95
264,奥迪Q5L,17588,一汽-大众奥迪,38.78 - 49.80
265,竞瑞,17550,东风本田,0.00 - 0.00
266,一汽-大众CC,17432,一汽-大众,24.68 - 30.18
267,科雷嘉,17397,东风雷诺,0.00 - 0.00
268,自由侠,17328,广汽菲克Jeep,12.98 - 19.08
269,凯迪拉克CT6,17224,通用凯迪拉克,37.97 - 48.97
270,哈弗H9,17215,长城汽车,20.98 - 27.28
271,哈弗F7,17109,长城汽车,11.18 - 15.18
272,东南DX7,17088,东南汽车,8.99 - 13.99
273,金刚,16960,吉利汽车,0.00 - 0.00
274,观致3,16668,观致汽车,9.89 - 15.39
275,奔驰V级,16649,福建奔驰,47.18 - 65.18
276,传祺GA8,16449,广汽乘用车,15.68 - 22.68
277,绅宝X25,16300,BEIJING汽车,0.00 - 0.00
278,北汽新能源EX,16102,北汽新能源,8.49 - 10.39
279,翼搏,16090,长安福特,0.00 - 0.00
280,雪铁龙C3-XR,15978,东风雪铁龙,9.48 - 11.89
281,北汽昌河M50,15917,北汽昌河,0.00 - 0.00
282,北斗星,15872,昌河铃木,4.20 - 4.40
283,奔奔,15433,长安汽车,0.00 - 0.00
284,知豆D2,15336,知豆电动车,0.00 - 0.00
285,凯迪拉克XT4,15183,通用凯迪拉克,25.97 - 39.17
286,昂科拉,15177,上汽通用别克,12.59 - 15.59
287,长安欧尚A800,14965,长安汽车,6.59 - 7.89
288,启悦,14845,长安铃木,7.89 - 10.99
289,中华V6,14611,华晨中华,8.79 - 14.19
290,传祺GS5 Super,14597,广汽乘用车,0.00 - 0.00
291,WEY VV6,14420,长城汽车,14.80 - 17.50
292,轩朗,14342,力帆汽车,6.98 - 10.68
293,瑞风M4,14146,江淮汽车,9.98 - 15.98
294,维特拉,14141,长安铃木,0.00 - 0.00
295,悦翔V3,14092,长安汽车,4.39 - 5.29
296,捷豹XFL,14049,奇瑞捷豹路虎,37.58 - 57.88
297,沃尔沃S90,13909,沃尔沃亚太,37.29 - 50.59
298,标致301,13903,东风标致,8.47 - 10.77
299,海马骑士,13809,海马汽车,0.00 - 0.00
300,名爵5,13803,上汽名爵,6.79 - 10.49
301,瑞风S2,13606,江淮汽车,5.78 - 7.68
302,大指挥官,13466,广汽菲克Jeep,23.98 - 40.98
303,东风小康C37,13449,东风小康,5.18 - 6.18
304,凯越,13395,上汽通用别克,8.39 - 9.99
305,中华H330,13314,华晨中华,0.00 - 0.00
306,艾瑞泽GX,13288,奇瑞汽车,7.59 - 11.39
307,荣威RX8,13256,上汽集团,16.88 - 22.88
308,君马S70,13017,君马汽车,0.00 - 0.00
309,传祺GA6,12975,广汽乘用车,10.88 - 16.88
310,名爵HS,12810,上汽名爵,10.98 - 16.98
311,蔚来ES8,12807,蔚来,46.80 - 62.40
312,中华V7,12670,华晨中华,10.87 - 15.99
313,中华V3,12528,华晨中华,5.07 - 8.77
314,大迈X7,12043,众泰汽车,0.00 - 0.00
315,众泰SR9,11918,众泰汽车,0.00 - 0.00
316,远景X1,11911,吉利汽车,3.99 - 5.79
317,沃兰多,11807,上汽通用雪佛兰,11.49 - 15.99
318,优优2代,11470,开瑞汽车,3.40 - 4.30
319,名爵3,11345,上汽名爵,0.00 - 0.00
320,名爵GS,11333,上汽名爵,9.88 - 17.88
321,捷豹XEL,11061,奇瑞捷豹路虎,28.98 - 38.06
322,英菲尼迪QX50,11057,东风英菲尼迪,33.38 - 46.98
323,路盛E80,10881,华泰汽车,0.00 - 0.00
324,K5凯酷,10825,东风悦达起亚,16.18 - 20.58
325,威霆,10609,福建奔驰,28.98 - 34.18
326,宝沃BX7,10573,宝沃汽车,16.98 - 30.28
327,江铃E100B,10551,江铃集团新能源,0.00 - 0.00
328,桑塔纳·浩纳,10542,上汽大众,0.00 - 0.00
329,昕动,10468,上汽斯柯达,7.79 - 10.99
330,华晨金杯750,10447,华晨鑫源,5.38 - 7.33
331,野马T70,10416,野马汽车,0.00 - 0.00
332,传祺GS4新能源,10361,广汽乘用车,16.38 - 19.38
333,瑞虎3xe,10329,奇瑞新能源,9.38 - 10.68
334,揽胜极光,10310,奇瑞捷豹路虎,35.58 - 50.58
335,海马爱尚,10139,一汽海马,0.00 - 0.00
336,智行,10107,BEIJING汽车,0.00 - 0.00
337,凌轩,10075,长安汽车,0.00 - 0.00
338,红旗H7,10065,一汽红旗,25.28 - 31.78
339,瑞虎5x,9877,奇瑞汽车,5.99 - 11.09
340,途达,9835,郑州日产,16.98 - 24.83
341,奥迪Q2L,9762,一汽-大众奥迪,21.88 - 26.85
342,奇瑞E3,9674,奇瑞汽车,0.00 - 0.00
343,思铂睿,9658,东风本田,17.99 - 26.79
344,北汽昌河Q7,9444,北汽昌河,0.00 - 0.00
345,领克03,9258,领克,11.38 - 24.88
346,奔腾B30,9193,一汽奔腾,8.68 - 8.68
347,日产NV200,9181,郑州日产,0.00 - 0.00
348,众泰SR7,9050,众泰汽车,0.00 - 0.00
349,骊威,8854,东风日产,0.00 - 0.00
350,传祺GE3,8852,广汽埃安,15.48 - 18.08
351,风光ix5,8689,东风小康,9.98 - 13.98
352,大迈X5,8606,众泰汽车,0.00 - 0.00
353,宝马2系旅行车,8494,华晨宝马,0.00 - 0.00
354,凯翼X5,8427,凯翼汽车,7.89 - 10.49
355,凯翼X3,8333,凯翼汽车,6.39 - 7.59
356,奔腾T77,8295,一汽奔腾,8.98 - 13.88
357,金牛座,8293,长安福特,22.89 - 28.89
358,北京BJ80,8213,北京越野,29.80 - 39.80
359,东风风神E70,8197,东风乘用车,13.58 - 15.98
360,Yeti,8101,上汽斯柯达,0.00 - 0.00
361,INSPIRE,8085,东风本田,18.28 - 24.98
362,中华H230,8078,华晨中华,0.00 - 0.00
363,朗动,8051,北京现代,11.58 - 12.78
364,迈威,7794,力帆汽车,0.00 - 0.00
365,北京BJ20,7761,北京越野,0.00 - 0.00
366,蒙派克E,7756,福田商用车,7.46 - 10.85
367,哈弗H5,7705,长城汽车,10.78 - 13.68
368,阳光,7622,东风日产,0.00 - 0.00
369,帝豪GSe,7484,吉利新能源,10.99 - 15.99
370,风云2,7414,奇瑞汽车,0.00 - 0.00
371,君马SEEK 5(赛克5),7368,君马汽车,0.00 - 0.00
372,众泰Z360,7327,众泰汽车,0.00 - 0.00
373,雨燕,7307,长安铃木,0.00 - 0.00
374,荣威i6新能源,7243,上汽集团,14.78 - 20.18
375,晶锐,7224,上汽斯柯达,0.00 - 0.00
376,伽途ix5,6951,福田汽车,4.19 - 5.89
377,锐行,6940,上汽名爵,0.00 - 0.00
378,北汽幻速H2,6936,北汽幻速,3.98 - 6.68
379,驭胜S350,6892,江铃汽车,12.18 - 20.18
380,瑞风S7,6787,江淮汽车,10.98 - 13.98
381,大乘G70s,6745,大乘汽车,0.00 - 0.00
382,讴歌CDX,6612,广汽讴歌,22.98 - 34.98
383,ENCINO 昂希诺,6593,北京现代,12.99 - 15.59
384,北汽威旺M20,6513,北汽昌河,3.68 - 4.18
385,比亚迪e6,6508,比亚迪,0.00 - 0.00
386,云100,6501,众泰新能源,0.00 - 0.00
387,赛拉图,6495,东风悦达起亚,0.00 - 0.00
388,元,6427,比亚迪,0.00 - 0.00
389,海马M3,6405,海马汽车,0.00 - 0.00
390,创酷,6340,上汽通用雪佛兰,9.99 - 13.99
391,绅宝D70,6329,BEIJING汽车,0.00 - 0.00
392,东风风神AX4,6327,东风乘用车,7.59 - 9.39
393,逸动新能源,6225,长安汽车,12.99 - 13.99
394,长安CS95,6222,长安汽车,16.59 - 21.39
395,宝骏630,6170,上汽通用五菱,0.00 - 0.00
396,上汽MAXUS D90,6114,上汽大通,15.67 - 24.90
397,SWM斯威X3,6003,SWM斯威汽车,5.50 - 6.69
398,欧力威,5953,长安汽车,0.00 - 0.00
399,起亚KX5,5951,东风悦达起亚,15.48 - 18.18
400,哈弗H1,5938,长城汽车,0.00 - 0.00
401,骏派D60,5849,天津一汽,0.00 - 0.00
402,奕歌,5738,广汽三菱,12.98 - 18.58
403,撼路者,5699,江铃福特,27.58 - 37.48
404,昌河Q35,5697,北汽昌河,0.00 - 0.00
405,北汽威旺M50F,5693,北汽昌河,0.00 - 0.00
406,北汽昌河M70,5651,北汽昌河,0.00 - 0.00
407,上汽大通MAXUS G10,5599,上汽大通,13.98 - 22.98
408,雪铁龙C5,5566,东风雪铁龙,16.99 - 21.59
409,轩逸·纯电,5520,东风日产,23.80 - 25.40
410,云度π1,5414,云度新能源,11.28 - 11.98
411,骁途,5385,长安铃木,0.00 - 0.00
412,北汽昌河Q35,5315,北汽昌河,6.59 - 8.99
413,宝马5系新能源,5266,华晨宝马,49.99 - 53.69
414,胜达,4942,北京现代,20.28 - 27.28
415,奔奔EV,4924,长安汽车,4.98 - 8.18
416,芝麻,4842,众泰新能源,0.00 - 0.00
417,启辰M50V,4768,东风启辰,0.00 - 0.00
418,英致727,4740,潍柴汽车,3.99 - 4.69
419,奔腾B50,4692,一汽奔腾,12.68 - 15.28
420,福瑞迪,4611,东风悦达起亚,7.88 - 10.28
421,奔腾X80,4593,一汽奔腾,0.00 - 0.00
422,东风风神AX5,4545,东风乘用车,8.59 - 10.99
423,领克01新能源,4530,领克,19.27 - 23.88
424,福美来,4419,一汽海马,6.88 - 9.28
425,江淮iEV6E,4371,江淮汽车,5.95 - 7.55
426,Mattu,4271,猎豹汽车,13.68 - 14.88
427,长城C30,4246,长城汽车,0.00 - 0.00
428,名爵6新能源,4202,上汽名爵,14.58 - 17.58
429,景逸S50,4127,东风风行,4.89 - 15.18
430,东南A5翼舞,4108,东南汽车,4.99 - 7.89
431,斯派卡,4046,野马汽车,4.99 - 7.58
432,猎豹Q6,4018,猎豹汽车,11.99 - 16.98
433,东风风神A60,4007,东风乘用车,6.97 - 15.47
434,雪铁龙C6,3925,东风雪铁龙,18.99 - 27.59
435,开瑞K60EV,3782,开瑞汽车,19.88 - 20.88
436,优6 SUV,3655,东风裕隆,0.00 - 0.00
437,中华H220,3600,华晨中华,0.00 - 0.00
438,悦翔,3598,长安汽车,4.99 - 6.79
439,北汽威旺M60,3576,北汽昌河,0.00 - 0.00
440,风行S50EV,3532,东风风行,13.99 - 24.07
441,起亚K5新能源,3527,东风悦达起亚,22.28 - 23.98
442,比速T3,3525,比速汽车,7.49 - 8.99
443,欧拉iQ,3515,长城新能源,11.48 - 15.03
444,标致2008,3419,东风标致,10.99 - 14.99
445,荣威MARVEL X,3405,上汽集团,26.88 - 30.88
446,WEY P8,3387,长城汽车,0.00 - 0.00
447,勇士,3374,北京汽车制造厂,9.98 - 16.17
448,英致G5,3330,潍柴汽车,5.98 - 8.58
449,野马T80,3275,野马汽车,8.98 - 12.98
450,荣威950,3248,上汽集团,0.00 - 0.00
451,佳宝V80,3230,一汽吉林,4.09 - 5.39
452,东风风神L60,3221,东风乘用车,0.00 - 0.00
453,长安之星3,3139,长安汽车,2.99 - 3.99
454,中华H3,3097,华晨中华,0.00 - 0.00
455,福美来MPV,3015,一汽海马,7.98 - 12.89
456,五十铃MU-X,2999,江西五十铃,17.88 - 26.88
457,和悦A30,2986,江淮汽车,0.00 - 0.00
458,标致3008,2975,东风标致,13.97 - 14.97
459,英致737,2937,潍柴汽车,4.98 - 8.78
460,艾瑞泽5e,2913,奇瑞新能源,15.98 - 15.98
461,北汽威旺306,2911,北汽昌河,3.18 - 4.68
462,力帆X60,2895,力帆汽车,0.00 - 0.00
463,速锐,2876,比亚迪,0.00 - 0.00
464,启辰T60,2726,东风启辰,8.68 - 11.88
465,英致G3,2717,潍柴汽车,5.69 - 8.08
466,途观L新能源,2697,上汽大众,26.58 - 29.28
467,VELITE 5,2688,上汽通用别克,0.00 - 0.00
468,帅客,2637,郑州日产,0.00 - 0.00
469,北汽幻速S6,2607,北汽幻速,0.00 - 0.00
470,瑞风R3,2587,江淮汽车,6.48 - 9.58
471,风景V3,2586,福田商用车,3.28 - 3.48
472,众泰Z700,2580,众泰汽车,0.00 - 0.00
473,奔驰A级,2555,北京奔驰,21.18 - 29.98
474,U5 SUV,2482,东风裕隆,0.00 - 0.00
475,东风风神AX3,2440,东风乘用车,6.39 - 8.19
476,悦翔V7,2326,长安汽车,0.00 - 0.00
477,传祺GA3,2292,广汽乘用车,0.00 - 0.00
478,启腾EX80,2265,福汽新龙马,0.00 - 6.08
479,瑞风M5,2251,江淮汽车,13.95 - 16.65
480,长安之星,2246,长安汽车,0.00 - 0.00
481,中华H530,2201,华晨中华,8.58 - 13.98
482,捷豹E-PACE,2200,奇瑞捷豹路虎,28.18 - 38.58
483,东风风度MX6,2194,东风风度,0.00 - 0.00
484,睿行S50,2193,长安凯程,4.89 - 7.79
485,奔奔MINI,2190,长安汽车,0.00 - 0.00
486,KX3傲跑,2162,东风悦达起亚,10.88 - 12.58
487,BEIJING-U7,2082,BEIJING汽车,8.79 - 12.29
488,骏派CX65,2070,天津一汽,0.00 - 0.00
