排名,车型,销量,厂商,售价(万元)
201,北汽昌河M50,20579,北汽昌河,0.00 - 0.00
202,启悦,20494,长安铃木,7.89 - 10.99
203,桑塔纳·浩纳,20241,上汽大众,0.00 - 0.00
204,长城C50,20081,长城汽车,0.00 - 0.00
205,力帆X50,19955,力帆汽车,0.00 - 0.00
206,传祺GS5 Super,19836,广汽乘用车,0.00 - 0.00
207,比亚迪F0,19767,比亚迪,3.79 - 4.79
208,驭胜S350,19651,江铃汽车,12.18 - 20.18
209,奇瑞QQ,19522,奇瑞汽车,3.79 - 5.09
210,速派,19388,上汽斯柯达,15.49 - 22.99
211,风光370,19019,东风小康,5.99 - 7.09
212,荣威360,19012,上汽集团,0.00 - 0.00
213,北汽幻速H2,18818,北汽幻速,3.98 - 6.68
214,海马骑士,18757,海马汽车,0.00 - 0.00
215,利亚纳,18600,昌河铃木,0.00 - 0.00
216,唐新能源,18169,比亚迪,19.78 - 31.48
217,DS 6,17803,DS汽车,0.00 - 0.00
218,北汽幻速H3,17537,北汽幻速,0.00 - 0.00
219,启辰D50,17251,东风启辰,0.00 - 0.00
220,比亚迪G5,17246,比亚迪,7.59 - 10.29
221,路盛E70,17122,华泰汽车,0.00 - 0.00
222,长安之星,17084,长安汽车,0.00 - 0.00
223,众泰Z500新能源,16831,众泰新能源,11.39 - 12.59
224,标致508,16648,东风标致,15.97 - 22.57
225,晶锐,16268,上汽斯柯达,0.00 - 0.00
226,和悦,15975,江淮汽车,0.00 - 0.00
227,嘉年华,15799,长安福特,0.00 - 0.00
228,V5菱致,15792,东南汽车,0.00 - 0.00
229,蒙派克E,15750,福田商用车,7.46 - 10.85
230,长安之星3,15646,长安汽车,2.99 - 3.99
231,艾瑞泽3,15473,奇瑞汽车,0.00 - 0.00
232,云100,15467,众泰新能源,0.00 - 0.00
233,天语 SX4,14915,长安铃木,0.00 - 0.00
234,名爵3,14692,上汽名爵,0.00 - 0.00
235,荣威550,14642,上汽集团,0.00 - 0.00
236,东风小康C37,14326,东风小康,5.18 - 6.18
237,众泰Z360,14292,众泰汽车,0.00 - 0.00
238,观致3,14247,观致汽车,9.89 - 15.39
239,哈弗H9,14011,长城汽车,20.98 - 27.28
240,上汽大通MAXUS G10,13985,上汽大通,13.98 - 22.98
241,宋,13569,比亚迪,6.98 - 9.38
242,力帆720,13500,力帆汽车,0.00 - 0.00
243,昕动,13364,上汽斯柯达,7.79 - 10.99
244,歌诗图,13329,广汽本田,0.00 - 0.00
245,伊兰特,13254,北京现代,9.98 - 14.18
246,哥瑞,13077,东风本田,0.00 - 0.00
247,野马T70,12618,野马汽车,0.00 - 0.00
248,楼兰,12421,东风日产,23.88 - 37.58
249,乐驰,12150,上汽通用五菱,0.00 - 0.00
250,英致737,12030,潍柴汽车,4.98 - 8.78
251,阁瑞斯,12014,华晨雷诺,8.88 - 27.78
252,东风风神A60,11975,东风乘用车,6.97 - 15.47
253,东风风神A30,11621,东风乘用车,5.97 - 8.57
254,东风风度MX6,11516,东风风度,0.00 - 0.00
255,启腾M70,11205,福汽新龙马,3.39 - 4.59
256,海马M6,11040,海马汽车,0.00 - 0.00
257,福瑞达,11003,北汽昌河,0.00 - 0.00
258,赛拉图,10906,东风悦达起亚,0.00 - 0.00
259,自由舰,10810,吉利汽车,0.00 - 0.00
260,奇瑞QQ3,10793,奇瑞汽车,0.00 - 0.00
261,奔腾B30,10770,一汽奔腾,8.68 - 8.68
262,奇瑞E5,10715,奇瑞汽车,0.00 - 0.00
263,标致308s,10617,东风标致,0.00 - 0.00
264,荣威e550,10509,上汽集团,0.00 - 0.00
265,风景V3,10321,福田商用车,3.28 - 3.48
266,致悦,10082,广汽菲克菲亚特,0.00 - 0.00
267,风行S500,10021,东风风行,5.99 - 7.09
268,华颂7,10007,华晨华颂,0.00 - 0.00
269,比亚迪L3,9907,比亚迪,0.00 - 0.00
270,传祺GA6,9704,广汽乘用车,10.88 - 16.88
271,夏利N5,9567,天津一汽,0.00 - 0.00
272,逸致,9414,广汽丰田,14.98 - 18.98
273,哈弗H8,8985,长城汽车,18.38 - 25.68
274,帅客,8899,郑州日产,0.00 - 0.00
275,起亚K3S,8874,东风悦达起亚,0.00 - 0.00
276,比亚迪e6,8125,比亚迪,0.00 - 0.00
277,自由光,8007,广汽菲克Jeep,17.98 - 31.98
278,日产NV200,7972,郑州日产,0.00 - 0.00
279,睿骋,7918,长安汽车,0.00 - 0.00
280,纳5,7852,东风裕隆,0.00 - 0.00
281,威志,7796,天津一汽,0.00 - 0.00
282,锐行,7745,上汽名爵,0.00 - 0.00
283,启辰R30,7734,东风启辰,0.00 - 0.00
284,秀尔,7694,东风悦达起亚,0.00 - 0.00
285,景逸S50,7603,东风风行,4.89 - 15.18
286,C4世嘉,7441,东风雪铁龙,0.00 - 0.00
287,艾力绅,7404,东风本田,24.98 - 32.88
288,DS 5,6901,DS汽车,0.00 - 0.00
289,马自达3星骋,6752,长安马自达,0.00 - 0.00
290,金牛座,6376,长安福特,22.89 - 28.89
291,宝利格,6341,华泰汽车,11.58 - 11.58
292,众泰Z100,6260,众泰汽车,0.00 - 0.00
293,致胜,6068,长安福特,0.00 - 0.00
294,爱唯欧,5943,上汽通用雪佛兰,0.00 - 0.00
295,东风风神S30,5931,东风乘用车,0.00 - 0.00
296,北汽幻速S6,5883,北汽幻速,0.00 - 0.00
297,东风风神L60,5878,东风乘用车,0.00 - 0.00
298,旗云2,5804,奇瑞汽车,0.00 - 0.00
299,传祺GS5,5763,广汽乘用车,10.98 - 16.98
300,绅宝X25,5753,BEIJING汽车,0.00 - 0.00
301,帕杰罗·劲畅,5605,广汽三菱,20.88 - 30.88
302,奔驰GLC,5519,北京奔驰,39.48 - 58.78
303,优优2代,5239,开瑞汽车,3.40 - 4.30
304,红旗H7,5037,一汽红旗,25.28 - 31.78
305,撼路者,5005,江铃福特,27.58 - 37.48
306,海景,4646,吉利汽车,0.00 - 0.00
307,和悦A30,4615,江淮汽车,0.00 - 0.00
308,马自达CX-7,4591,一汽马自达,0.00 - 0.00
309,维特拉,4550,长安铃木,0.00 - 0.00
310,乐风RV,4544,上汽通用雪佛兰,7.49 - 9.99
311,威麟V5,4541,奇瑞威麟,0.00 - 0.00
312,中华H230,4470,华晨中华,0.00 - 0.00
313,英致G3,4291,潍柴汽车,5.69 - 8.08
314,力帆620,4181,力帆汽车,0.00 - 0.00
315,莲花L5,4032,莲花汽车,0.00 - 0.00
316,大7 SUV,3958,东风裕隆,0.00 - 0.00
317,绅宝D70,3949,BEIJING汽车,0.00 - 0.00
318,莲花L3,3929,莲花汽车,0.00 - 0.00
319,知豆D2,3777,知豆电动车,0.00 - 0.00
320,北京BJ40,3702,北京越野,15.98 - 26.99
321,中华骏捷FRV,3569,华晨中华,0.00 - 0.00
322,睿翼,3538,一汽马自达,0.00 - 0.00
323,理念S1,3514,广汽理念,0.00 - 0.00
324,星朗,3494,广汽吉奥,0.00 - 0.00
325,威霆,3481,福建奔驰,28.98 - 34.18
326,荣威W5,3286,上汽集团,0.00 - 0.00
327,翼神,3259,东南三菱,0.00 - 0.00
328,夏利N7,3153,天津一汽,0.00 - 0.00
329,腾势,3050,腾势汽车,29.88 - 32.88
330,中华H220,3018,华晨中华,0.00 - 0.00
331,沃尔沃S80L,2975,长安沃尔沃,0.00 - 0.00
332,中华H530,2916,华晨中华,8.58 - 13.98
333,永源五星,2714,浙江永源,0.00 - 0.00
334,名爵6,2584,上汽名爵,9.38 - 14.28
335,吉利EC8,2553,吉利汽车,0.00 - 0.00
336,羚羊,2495,长安铃木,0.00 - 0.00
337,比亚迪M6,2420,比亚迪,10.39 - 15.39
338,力帆320,2397,力帆汽车,0.00 - 0.00
339,思铭,2354,东风本田,0.00 - 0.00
340,V6菱仕,2328,东南汽车,0.00 - 0.00
341,海马王子,2313,一汽海马,0.00 - 0.00
342,星旺,2209,广汽吉奥,2.59 - 2.98
343,上汽大通MAXUS V80,2118,上汽大通,10.28 - 24.56
344,旗胜V3,2068,曙光汽车,10.18 - 11.38
345,蓝瑟,2022,东南三菱,0.00 - 0.00
346,欧朗,1941,一汽欧朗,0.00 - 0.00
347,悦悦,1910,江淮汽车,0.00 - 0.00
348,中华骏捷FSV,1900,华晨中华,0.00 - 0.00
349,威麟X5,1864,奇瑞威麟,0.00 - 0.00
350,黑金刚,1826,猎豹汽车,0.00 - 0.00
351,英伦TX4,1804,吉利汽车,0.00 - 0.00
352,传祺GA5,1779,广汽乘用车,0.00 - 0.00
353,名爵5,1718,上汽名爵,6.79 - 10.49
354,马自达8,1715,一汽马自达,0.00 - 0.00
355,帕拉丁,1704,郑州日产,0.00 - 0.00
356,荣威950,1670,上汽集团,0.00 - 0.00
357,唯雅诺,1600,福建奔驰,0.00 - 0.00
358,丘比特,1589,海马汽车,0.00 - 0.00
359,众泰T200,1553,众泰汽车,0.00 - 0.00
360,旗胜F1,1547,曙光汽车,0.00 - 0.00
361,比亚迪G3,1521,比亚迪,0.00 - 0.00
362,绅宝X55,1502,BEIJING汽车,7.68 - 11.98
363,奔腾B90,1386,一汽奔腾,0.00 - 0.00
364,绅宝D60,1342,BEIJING汽车,0.00 - 0.00
365,优雅2代,1283,开瑞汽车,0.00 - 0.00
366,俊风,1172,郑州日产,3.98 - 4.55
367,玛驰,1166,东风日产,5.98 - 8.75
368,挑战者SUV,1152,曙光汽车,0.00 - 0.00
369,北京BW007,1141,北京汽车制造厂,0.00 - 0.00
370,晨风,1127,东风启辰,24.28 - 26.18
371,威志V2,1086,天津一汽,0.00 - 0.00
372,欧尚,972,长安汽车,5.89 - 8.49
373,希旺,950,东南汽车,0.00 - 0.00
374,中华骏捷,861,华晨中华,0.00 - 0.00
375,广汽吉奥GX6,795,广汽吉奥,0.00 - 0.00
376,福仕达腾达,768,一汽海马,0.00 - 0.00
377,中兴C3,614,广汽中兴,0.00 - 0.00
378,猎豹Q6,607,猎豹汽车,11.99 - 16.98
379,华泰B11,595,华泰汽车,0.00 - 0.00
380,大7 MPV,576,东风裕隆,0.00 - 0.00
381,芝麻,572,众泰新能源,0.00 - 0.00
382,浪迪,564,昌河铃木,0.00 - 0.00
383,比亚迪G6,552,比亚迪,0.00 - 0.00
384,力帆530,521,力帆汽车,0.00 - 0.00
385,优胜2代,497,开瑞汽车,0.00 - 0.00
386,五十铃MU-X,463,江西五十铃,17.88 - 26.88
387,勇士,440,北京汽车制造厂,9.98 - 16.17
388,荣威E50,412,上汽集团,0.00 - 0.00
389,普锐斯,408,一汽丰田,0.00 - 0.00
390,风迪思,381,东南三菱,0.00 - 0.00
391,北汽威旺205,373,北汽昌河,0.00 - 0.00
392,东风风神AX3,364,东风乘用车,6.39 - 8.19
393,普力马,337,海马汽车,0.00 - 0.00
394,中华尊驰,331,华晨中华,10.88 - 25.28
395,众泰V10,325,众泰汽车,3.78 - 5.08
396,君阁,305,东南三菱,0.00 - 0.00
397,思锐,250,比亚迪,0.00 - 0.00
398,风尚,232,陆风汽车,0.00 - 0.00
399,荣威750,206,上汽集团,0.00 - 0.00
400,奥轩GX5,177,广汽吉奥,0.00 - 0.00
401,E美,158,广汽吉奥,0.00 - 0.00
402,马自达2,152,长安马自达,0.00 - 0.00
403,三菱戈蓝,113,东南三菱,0.00 - 0.00
404,奥丁,111,郑州日产,0.00 - 0.00
405,迷迪,95,福田汽车,0.00 - 0.00
406,长城C20R,92,长城汽车,0.00 - 0.00
407,飞腾C5,85,猎豹汽车,0.00 - 0.00
408,MASTER CEO,54,东风裕隆,0.00 - 0.00
409,陆霸,37,北京汽车制造厂,0.00 - 0.00
410,名爵7,33,上汽名爵,0.00 - 0.00
411,瑞麒G6,11,奇瑞瑞麒,0.00 - 0.00
412,力帆520,10,力帆汽车,0.00 - 0.00
413,赛马,9,哈飞汽车,0.00 - 0.00
414,绅宝D80,7,BEIJING汽车,0.00 - 0.00
415,景程,4,上汽通用雪佛兰,0.00 - 0.00
416,派喜,3,昌河铃木,0.00 - 0.00
417,猎豹CS6,2,猎豹汽车,0.00 - 0.00
418,东方之子,2,奇瑞汽车,0.00 - 0.00
419,锐欧,1,东风悦达起亚,0.00 - 0.00
420,御轩,1,郑州日产,0.00 - 0.00
