排名,车型,销量,厂商,售价(万元)
122,奕泽IZOA,52989,一汽丰田,14.58 - 17.68
123,艾瑞泽5,52892,奇瑞汽车,4.99 - 8.58
124,领克03,52672,领克,11.38 - 24.88
125,柯米克,52660,上汽斯柯达,8.99 - 12.59
126,YARiS L 致享,52215,广汽丰田,7.98 - 10.58
127,享域,51874,东风本田,9.98 - 16.69
128,探界者,50471,上汽通用雪佛兰,16.99 - 24.59
129,福克斯,50155,长安福特,10.88 - 15.38
130,红旗H5,49889,一汽红旗,14.58 - 19.08
131,秦Pro,49772,比亚迪,7.98 - 11.59
132,马自达CX-4,48541,一汽马自达,14.88 - 21.58
133,领克01,48345,领克,15.08 - 21.08
134,昕锐,48083,上汽斯柯达,7.79 - 9.99
135,劲客,47784,东风日产,9.98 - 13.88
136,宝骏310,47124,上汽通用五菱,3.68 - 6.08
137,传祺GS5 Super,47054,广汽乘用车,0.00 - 0.00
138,凯迪拉克XT4,47054,通用凯迪拉克,25.97 - 39.17
139,奔腾T77,45439,一汽奔腾,8.98 - 13.88
140,风行T5,45304,东风风行,6.99 - 13.59
141,比速M3,45219,比速汽车,0.00 - 0.00
142,宝马1系,44947,华晨宝马,19.88 - 26.38
143,奥德赛,44481,广汽本田,22.98 - 37.68
144,名图,44209,北京现代,13.38 - 16.98
145,领界,43668,江铃福特,10.98 - 16.48
146,海狮X30L,43606,华晨鑫源,4.68 - 5.88
147,五菱之光,42938,上汽通用五菱,3.23 - 3.66
148,北京现代ix25,42879,北京现代,10.58 - 13.68
149,凯迪拉克XTS,42234,通用凯迪拉克,0.00 - 0.00
150,阿特兹,42055,一汽马自达,17.58 - 24.78
151,沃尔沃S90,41692,沃尔沃亚太,37.29 - 50.59
152,奔腾X40,41649,一汽奔腾,6.68 - 9.78
153,长安欧尚X70A,41220,长安汽车,5.25 - 6.95
154,名爵HS,40637,上汽名爵,10.98 - 16.98
155,唐新能源,40628,比亚迪,19.78 - 31.48
156,柯迪亚克,40067,上汽斯柯达,17.79 - 24.79
157,君越,39938,上汽通用别克,21.98 - 28.98
158,荣威RX3,39418,上汽集团,6.98 - 10.43
159,宝沃BX5,39342,宝沃汽车,12.98 - 15.58
160,奔驰GLA,39273,北京奔驰,27.68 - 33.28
161,荣威RX5 MAX,38880,上汽集团,11.88 - 18.98
162,柯珞克,38026,上汽斯柯达,12.99 - 15.99
163,哈弗H2,37893,长城汽车,7.59 - 9.59
164,悦纳,37549,北京现代,0.00 - 9.68
165,奥迪Q2L,37377,一汽-大众奥迪,21.88 - 26.85
166,锋范,37099,广汽本田,0.00 - 0.00
167,东风风神AX7,36470,东风乘用车,8.98 - 14.39
168,锐界,36089,长安福特,22.98 - 38.98
169,指南者,35945,广汽菲克Jeep,13.98 - 22.98
170,唐,35796,比亚迪,12.99 - 16.99
171,传祺M6,35663,广汽乘用车,10.98 - 15.98
172,奕跑,35618,东风悦达起亚,6.98 - 8.28
173,普拉多,35401,一汽丰田,49.48 - 50.48
174,瑞虎3,35338,奇瑞汽车,5.99 - 7.99
175,马自达CX-5,33579,长安马自达,17.98 - 24.58
176,途胜,32966,北京现代,16.99 - 21.99
177,起亚K3,32460,东风悦达起亚,10.88 - 13.18
178,逸动DT,32299,长安汽车,5.29 - 8.09
179,SWM斯威G01,32064,SWM斯威汽车,7.99 - 12.59
180,奇瑞eQ,32030,奇瑞新能源,15.99 - 17.19
181,Aion S,31929,广汽埃安,13.98 - 20.58
182,荣威i6,31900,上汽集团,8.98 - 13.98
183,艾力绅,31630,东风本田,24.98 - 32.88
184,传祺GA8,31506,广汽乘用车,15.68 - 22.68
185,新宝骏RM-5,31253,上汽通用五菱,7.88 - 12.08
186,帝豪新能源,29441,吉利新能源,13.58 - 15.98
187,比亚迪e5,29311,比亚迪,22.07 - 23.07
188,嘉际,29291,吉利汽车,0.00 - 14.88
189,途观,29289,上汽大众,0.00 - 0.00
190,红旗HS5,29284,一汽红旗,18.38 - 24.98
191,欧拉黑猫,28498,长城新能源,6.98 - 8.48
192,上汽大通MAXUS G50,28446,上汽大通,8.68 - 16.70
193,君马SEEK 5(赛克5),28330,君马汽车,0.00 - 0.00
194,传祺GS8,28096,广汽乘用车,15.58 - 26.28
195,本田UR-V,27840,东风本田,24.68 - 32.98
196,宝马5系新能源,27603,华晨宝马,49.99 - 53.69
197,小海狮X30,27367,华晨鑫源,3.39 - 4.68
198,哈弗H4,27341,长城汽车,7.39 - 11.50
199,欧诺,27295,长安汽车,0.00 - 0.00
200,哈弗F5,26893,长城汽车,7.98 - 13.00
201,沃兰多,26553,上汽通用雪佛兰,11.49 - 15.99
202,奕歌,26512,广汽三菱,12.98 - 18.58
203,远景S1,26394,吉利汽车,0.00 - 0.00
204,发现神行,26373,奇瑞捷豹路虎,0.00 - 0.00
205,凯迪拉克ATS-L,26020,通用凯迪拉克,0.00 - 0.00
206,别克GL6,26020,上汽通用别克,13.99 - 16.99
207,圣达菲,25809,华泰汽车,6.98 - 16.18
208,绅宝X35,25042,BEIJING汽车,0.00 - 0.00
209,威驰FS,25032,一汽丰田,7.18 - 10.78
210,昂科拉,24665,上汽通用别克,12.59 - 15.59
211,瑞风M3,24490,江淮汽车,5.98 - 9.48
212,上汽大通MAXUS G10,24022,上汽大通,13.98 - 22.98
213,风光330,24000,东风小康,3.69 - 5.19
214,一汽-大众CC,23807,一汽-大众,24.68 - 30.18
215,速派,23737,上汽斯柯达,15.49 - 22.99
216,东风小康K07II,23663,东风小康,0.00 - 0.00
217,比亚迪F3,23626,比亚迪,4.49 - 5.08
218,英菲尼迪QX50,23445,东风英菲尼迪,33.38 - 46.98
219,星越,23174,吉利汽车,13.58 - 19.58
220,领克02,23171,领克,11.98 - 18.88
221,逸动新能源,23148,长安汽车,12.99 - 13.99
222,传祺M8,23097,广汽乘用车,17.98 - 26.48
223,凯迪拉克CT6,22638,通用凯迪拉克,37.97 - 48.97
224,北京BJ40,22543,北京越野,15.98 - 26.99
225,瑞风S4,22374,江淮汽车,7.58 - 9.88
226,楼兰,22300,东风日产,23.88 - 37.58
227,WEY VV5,21997,长城汽车,12.58 - 14.78
228,睿骋CC,21875,长安汽车,0.00 - 0.00
229,汉腾X5,21338,汉腾汽车,5.98 - 10.68
230,长安CS85 COUPE,21181,长安汽车,11.99 - 16.99
231,新宝骏RS-5,20973,上汽通用五菱,9.78 - 13.58
232,爱丽舍,20577,东风雪铁龙,8.38 - 10.28
233,帕萨特新能源,20559,上汽大众,24.39 - 25.39
234,新宝骏RS-3,20335,上汽通用五菱,6.38 - 9.88
235,长安CS15,20095,长安汽车,5.59 - 8.09
236,KX CROSS,19982,东风悦达起亚,8.69 - 9.09
237,劲炫ASX,19871,广汽三菱,9.98 - 13.98
238,众泰T600,19726,众泰汽车,7.98 - 13.78
239,WEY VV7,19469,长城汽车,16.98 - 19.28
240,众泰T700,18991,众泰汽车,10.68 - 15.58
241,江淮iEV6E,18383,江淮汽车,5.95 - 7.55
242,标致4008,18089,东风标致,16.97 - 24.37
243,中华V3,17960,华晨中华,5.07 - 8.77
244,创酷,17845,上汽通用雪佛兰,9.99 - 13.99
245,沃尔沃S60,17362,沃尔沃亚太,28.69 - 38.09
246,自由光,17321,广汽菲克Jeep,17.98 - 31.98
247,名爵EZS纯电动,17181,上汽名爵,11.98 - 14.98
248,奇瑞QQ,16791,奇瑞汽车,3.79 - 5.09
249,胜达,16791,北京现代,20.28 - 27.28
250,新宝骏RC-6,16717,上汽通用五菱,8.48 - 12.38
251,小鹏汽车G3,16609,小鹏汽车,14.68 - 19.98
252,北汽幻速S3,16585,北汽幻速,5.38 - 6.98
253,东风小康C37,16540,东风小康,5.18 - 6.18
254,途安,16420,上汽大众,15.18 - 19.48
255,蒙迪欧,16320,长安福特,19.28 - 27.98
256,悦翔,16278,长安汽车,4.99 - 6.79
257,奔驰V级,16262,福建奔驰,47.18 - 65.18
258,风光ix5,16256,东风小康,9.98 - 13.98
259,启辰T60,16192,东风启辰,8.68 - 11.88
260,众泰T500,16187,众泰汽车,6.98 - 12.38
261,天逸 C5 AIRCROSS,16090,东风雪铁龙,14.97 - 23.87
262,星途TX,15994,星途,13.59 - 14.79
263,途昂X,15766,上汽大众,28.99 - 43.99
264,名爵3,15565,上汽名爵,0.00 - 0.00
265,杰德,15409,东风本田,0.00 - 0.00
266,汉腾X7,15329,汉腾汽车,7.88 - 15.68
267,瑞虎5,15078,奇瑞汽车,8.88 - 12.38
268,东风风神E70,14972,东风乘用车,13.58 - 15.98
269,传祺GA6,14950,广汽乘用车,10.88 - 16.88
270,博瑞GE,14915,吉利汽车,13.68 - 17.98
271,宝沃BX7,14788,宝沃汽车,16.98 - 30.28
272,瑞虎7,14759,奇瑞汽车,7.99 - 14.98
273,大指挥官,14730,广汽菲克Jeep,23.98 - 40.98
274,北汽幻速S7,14690,北汽幻速,0.00 - 0.00
275,启辰T70,14637,东风启辰,8.98 - 12.78
276,瑞风S3,14422,江淮汽车,6.79 - 8.79
277,北汽新能源EC,14208,北汽新能源,5.58 - 5.58
278,SWM斯威X7,14104,SWM斯威汽车,6.39 - 10.59
279,辉昂,14019,上汽大众,34.00 - 63.90
280,西玛,13996,东风日产,23.48 - 26.78
281,哈弗H9,13434,长城汽车,20.98 - 27.28
282,启辰T90,13117,东风启辰,11.88 - 15.48
283,荣威i6新能源,12930,上汽集团,14.78 - 20.18
284,启悦,12853,长安铃木,7.89 - 10.99
285,几何A,12662,几何汽车,15.00 - 19.00
286,哈弗H7,12451,长城汽车,14.20 - 18.00
287,奇瑞E3,12271,奇瑞汽车,0.00 - 0.00
288,观致5,12265,观致汽车,13.88 - 16.38
289,奔腾B30EV,11970,一汽奔腾,18.98 - 18.98
290,蔚来ES6,11970,蔚来,35.80 - 52.60
291,威霆,11918,福建奔驰,28.98 - 34.18
292,高尔夫·嘉旅,11785,一汽-大众,12.88 - 19.28
293,瑞风M4,11677,江淮汽车,9.98 - 15.98
294,英菲尼迪Q50L,11590,东风英菲尼迪,26.48 - 38.98
295,捷豹XEL,11552,奇瑞捷豹路虎,28.98 - 38.06
296,标致308,11549,东风标致,8.97 - 13.07
297,C-TREK蔚领,11521,一汽-大众,11.39 - 15.89
298,捷途X90,11501,奇瑞汽车,7.99 - 14.29
299,长安欧尚CX70,11376,长安汽车,5.99 - 10.99
300,东南DX3,11262,东南汽车,0.00 - 10.59
301,途观L新能源,11167,上汽大众,26.58 - 29.28
302,凯迪拉克XT6,11053,通用凯迪拉克,38.97 - 55.27
303,宋新能源,10944,比亚迪,0.00 - 0.00
304,途达,10919,郑州日产,16.98 - 24.83
305,荣威RX8,10859,上汽集团,16.88 - 22.88
306,帝豪GSe,10806,吉利新能源,10.99 - 15.99
307,科鲁兹,10538,上汽通用雪佛兰,0.00 - 0.00
308,皇冠,10378,一汽丰田,25.08 - 37.48
309,欧拉iQ,10367,长城新能源,11.48 - 15.03
310,标致408,10299,东风标致,11.77 - 16.97
311,金杯快运,10299,华晨雷诺,6.99 - 9.63
312,江淮iEV,10057,江淮汽车,0.00 - 0.00
313,观致3,9889,观致汽车,9.89 - 15.39
314,凯翼X3,9848,凯翼汽车,6.39 - 7.59
315,福瑞迪,9839,东风悦达起亚,7.88 - 10.28
316,瑞风S2,9833,江淮汽车,5.78 - 7.68
317,猎豹CS9,9693,猎豹汽车,7.68 - 12.98
318,欧尚,9654,长安汽车,5.89 - 8.49
319,俊风,9616,郑州日产,3.98 - 4.55
320,BEIJING-EU5,9468,BEIJING汽车,12.99 - 17.19
321,博瑞,9390,吉利汽车,13.68 - 17.98
322,宋Pro新能源,9352,比亚迪,16.98 - 21.98
323,传祺GA4,9308,广汽乘用车,7.38 - 11.58
324,北汽新能源EX,9186,北汽新能源,8.49 - 10.39
325,凯越,9150,上汽通用别克,8.39 - 9.99
326,长安欧尚科赛,9056,长安汽车,8.68 - 15.48
327,BEIJING-U7,9014,BEIJING汽车,8.79 - 12.29
328,皓影,9005,广汽本田,16.98 - 25.28
329,卡罗拉双擎E+,8958,一汽丰田,20.78 - 23.08
330,翼虎,8875,长安福特,16.98 - 24.98
331,标致5008,8820,东风标致,18.77 - 27.37
332,科雷傲,8745,东风雷诺,0.00 - 0.00
333,红旗H7,8627,一汽红旗,25.28 - 31.78
334,北汽幻速S5,8605,北汽幻速,0.00 - 0.00
335,凯翼X5,8490,凯翼汽车,7.89 - 10.49
336,阅朗,8362,上汽通用别克,13.19 - 14.69
337,朗行,8287,上汽大众,11.29 - 16.29
338,昕动,8276,上汽斯柯达,7.79 - 10.99
339,长安欧尚A800,8251,长安汽车,6.59 - 7.89
340,蔚来ES8,8169,蔚来,46.80 - 62.40
341,嘉悦A5,8153,江淮汽车,8.48 - 11.58
342,轩逸·纯电,8109,东风日产,23.80 - 25.40
343,君马S70,8045,君马汽车,0.00 - 0.00
344,北斗星,8019,昌河铃木,4.20 - 4.40
345,阁瑞斯,7762,华晨雷诺,8.88 - 27.78
346,雷凌双擎E+,7723,广汽丰田,20.38 - 21.88
347,智行,7655,BEIJING汽车,0.00 - 0.00
348,北汽昌河M50,7568,北汽昌河,0.00 - 0.00
349,KX3傲跑,7524,东风悦达起亚,10.88 - 12.58
350,比亚迪e1,7470,比亚迪,5.99 - 7.99
351,揽胜极光,7466,奇瑞捷豹路虎,35.58 - 50.58
352,秦,7459,比亚迪,6.49 - 8.19
353,蒙派克E,7419,福田商用车,7.46 - 10.85
354,长安CS95,7365,长安汽车,16.59 - 21.39
355,东南A5翼舞,7341,东南汽车,4.99 - 7.89
356,比亚迪e2,7319,比亚迪,8.98 - 14.48
357,传祺GE3,7030,广汽埃安,15.48 - 18.08
358,讴歌RDX,6957,广汽讴歌,32.80 - 46.00
359,朗逸纯电,6895,上汽大众,14.89 - 14.89
360,北汽幻速H3,6895,北汽幻速,0.00 - 0.00
361,大乘G70s,6889,大乘汽车,0.00 - 0.00
362,奔腾B30,6850,一汽奔腾,8.68 - 8.68
363,讴歌CDX,6776,广汽讴歌,22.98 - 34.98
364,金牛座,6701,长安福特,22.89 - 28.89
365,竞瑞,6629,东风本田,0.00 - 0.00
366,起亚KX5,6496,东风悦达起亚,15.48 - 18.18
367,哥瑞,6460,东风本田,0.00 - 0.00
368,锐行,6252,上汽名爵,0.00 - 0.00
369,凯迪拉克CT5,6191,通用凯迪拉克,27.97 - 34.17
370,传祺GS7,6184,广汽乘用车,0.00 - 0.00
371,奔腾T33,6163,一汽奔腾,6.98 - 10.59
372,睿行S50,6083,长安凯程,4.89 - 7.79
373,瑞风S5,6073,江淮汽车,8.95 - 13.95
374,捷豹XFL,6042,奇瑞捷豹路虎,37.58 - 57.88
375,驭胜S350,6040,江铃汽车,12.18 - 20.18
376,宋,6004,比亚迪,6.98 - 9.38
377,比亚迪S2,5984,比亚迪,8.98 - 10.98
378,自由侠,5784,广汽菲克Jeep,12.98 - 19.08
379,昂科拉GX,5783,上汽通用别克,15.59 - 18.59
380,凯绅,5776,东风悦达起亚,13.03 - 14.98
381,科雷嘉,5737,东风雷诺,0.00 - 0.00
382,北汽威旺M60,5725,北汽昌河,0.00 - 0.00
383,中华V7,5648,华晨中华,10.87 - 15.99
384,开瑞K60,5626,开瑞汽车,4.99 - 6.69
385,北京BJ80,5570,北京越野,29.80 - 39.80
386,昂科旗,5565,上汽通用别克,27.99 - 37.99
387,雪铁龙C3-XR,5383,东风雪铁龙,9.48 - 11.89
388,宝马X2,5306,华晨宝马,26.68 - 32.98
389,风行S50EV,5234,东风风行,13.99 - 24.07
390,Mattu,5207,猎豹汽车,13.68 - 14.88
391,宋MAX新能源,5157,比亚迪,14.99 - 19.98
392,SWM斯威X3,5081,SWM斯威汽车,5.50 - 6.69
393,启辰D60EV,4915,东风启辰,15.01 - 17.88
394,标致301,4845,东风标致,8.47 - 10.77
395,赛拉图,4839,东风悦达起亚,0.00 - 0.00
396,东南DX7,4703,东南汽车,8.99 - 13.99
397,桑塔纳·浩纳,4662,上汽大众,0.00 - 0.00
398,海马8S,4620,海马汽车,7.99 - 13.69
399,长安之星,4612,长安汽车,0.00 - 0.00
400,开瑞K50,4543,开瑞汽车,3.99 - 6.88
401,长安CX20,4516,长安汽车,0.00 - 0.00
402,宝骏630,4368,上汽通用五菱,0.00 - 0.00
403,北汽昌河Q35,4250,北汽昌河,6.59 - 8.99
404,日产NV200,4117,郑州日产,0.00 - 0.00
405,长安欧尚科尚,3989,长安汽车,7.98 - 16.08
406,红旗HS7,3941,一汽红旗,27.58 - 45.98
407,路盛S1 iEV360,3921,华泰新能源,0.00 - 0.00
408,绅宝X25,3919,BEIJING汽车,0.00 - 0.00
409,思皓E20X,3875,江淮大众,12.80 - 13.80
410,嘉际新能源,3670,吉利新能源,15.98 - 19.28
411,比速T5,3665,比速汽车,0.00 - 0.00
412,宝马2系旅行车,3663,华晨宝马,0.00 - 0.00
413,ENCINO 昂希诺,3584,北京现代,12.99 - 15.59
414,北汽幻速H2,3544,北汽幻速,3.98 - 6.68
415,红旗E-HS3,3517,一汽红旗,22.58 - 26.58
416,优优2代,3486,开瑞汽车,3.40 - 4.30
417,瑞虎3xe,3403,奇瑞新能源,9.38 - 10.68
418,上汽MAXUS D60,3356,上汽大通,0.00 - 0.00
419,领途汽车,3338,领途汽车,0.00 - 0.00
420,维特拉,3299,长安铃木,0.00 - 0.00
421,秦新能源,3291,比亚迪,12.99 - 20.99
422,领克01新能源,3291,领克,19.27 - 23.88
423,欧尚长行,3198,长安汽车,5.99 - 6.49
424,猎豹CS10,3118,猎豹汽车,7.98 - 11.98
425,瑞虎3X,3111,奇瑞汽车,4.69 - 6.79
426,长城C30,3106,长城汽车,0.00 - 0.00
427,江淮iEVA50,3102,江淮汽车,13.95 - 14.55
428,潍柴汽车U70,3053,潍柴汽车,6.99 - 11.29
429,轩朗,3050,力帆汽车,6.98 - 10.68
430,雷诺 e诺,3014,东风雷诺,6.18 - 7.18
431,上汽MAXUS D90,2996,上汽大通,15.67 - 24.90
432,SWM斯威G05,2986,SWM斯威汽车,6.99 - 11.99
433,风景V3,2858,福田商用车,3.28 - 3.48
434,哈弗H5,2822,长城汽车,10.78 - 13.68
435,江铃E200L,2799,江铃集团新能源,5.38 - 6.38
436,观境,2714,华晨雷诺,7.59 - 10.29
437,长安CS15EV,2677,长安汽车,8.98 - 9.88
438,翼搏,2671,长安福特,0.00 - 0.00
439,云逸 C4 AIRCROSS,2643,东风雪铁龙,10.68 - 15.68
440,标致3008,2634,东风标致,13.97 - 14.97
441,众泰Z700,2507,众泰汽车,0.00 - 0.00
442,标致508,2493,东风标致,15.97 - 22.57
443,撼路者,2483,江铃福特,27.58 - 37.48
444,森雅R7,2449,一汽吉林,6.69 - 10.69
445,雪铁龙C6,2429,东风雪铁龙,18.99 - 27.59
446,名爵6新能源,2411,上汽名爵,14.58 - 17.58
447,奔奔,2334,长安汽车,0.00 - 0.00
448,捷豹E-PACE,2328,奇瑞捷豹路虎,28.18 - 38.58
449,英致727,2288,潍柴汽车,3.99 - 4.69
450,荣威360,2283,上汽集团,0.00 - 0.00
451,探影,2255,一汽-大众,11.49 - 16.09
452,艾瑞泽5e,2246,奇瑞新能源,15.98 - 15.98
453,景逸S50,2210,东风风行,4.89 - 15.18
454,金杯F50,2206,华晨雷诺,6.25 - 10.89
455,SITECH DEV 1,2192,新特汽车,13.99 - 16.49
456,荣威MARVEL X,2186,上汽集团,26.88 - 30.88
457,K5凯酷,2167,东风悦达起亚,16.18 - 20.58
458,启腾EX80,2164,福汽新龙马,0.00 - 6.08
459,伽途ix5,2159,福田汽车,4.19 - 5.89
460,名爵GS,2145,上汽名爵,9.88 - 17.88
461,启辰M50V,2132,东风启辰,0.00 - 0.00
462,海马S5,2113,海马汽车,6.98 - 10.98
463,腾势,2089,腾势汽车,29.88 - 32.88
464,勇士,2044,北京汽车制造厂,9.98 - 16.17
465,广汽丰田iA5,2043,广汽丰田新能源,16.98 - 19.28
466,东风风神AX4,2008,东风乘用车,7.59 - 9.39
467,起亚K5新能源,1976,东风悦达起亚,22.28 - 23.98
468,北汽昌河Q7,1959,北汽昌河,0.00 - 0.00
469,华晨金杯750,1938,华晨鑫源,5.38 - 7.33
470,众泰Z360,1913,众泰汽车,0.00 - 0.00
471,云度π1,1892,云度新能源,11.28 - 11.98
472,东风风神A60,1882,东风乘用车,6.97 - 15.47
473,路盛S1 EV160B,1865,华泰新能源,0.00 - 0.00
474,传祺GS4新能源,1796,广汽乘用车,16.38 - 19.38
475,北汽幻速S6,1794,北汽幻速,0.00 - 0.00
476,东南DX5,1746,东南汽车,6.99 - 9.99
477,凯翼C3R,1701,凯翼汽车,0.00 - 0.00
478,路盛E80,1691,华泰汽车,0.00 - 0.00
479,瑞风S7,1686,江淮汽车,10.98 - 13.98
480,五十铃MU-X,1678,江西五十铃,17.88 - 26.88
481,比亚迪e3,1649,比亚迪,10.38 - 16.48
482,DS 7,1617,DS汽车,22.99 - 31.99
