排名,车型,销量,厂商,售价(万元)
330,帅客,6538,郑州日产,0.00 - 0.00
331,宝利格,6508,华泰汽车,11.58 - 11.58
332,长安之星2,6272,长安汽车,0.00 - 0.00
333,歌诗图,6130,广汽本田,0.00 - 0.00
334,风景V3,6091,福田商用车,3.28 - 3.48
335,利亚纳,5952,昌河铃木,0.00 - 0.00
336,奔驰V级,5922,福建奔驰,47.18 - 65.18
337,传祺GA8,5854,广汽乘用车,15.68 - 22.68
338,众泰Z500新能源,5840,众泰新能源,11.39 - 12.59
339,蒙派克E,5830,福田商用车,7.46 - 10.85
340,捷豹XFL,5644,奇瑞捷豹路虎,37.58 - 57.88
341,荣威550,5587,上汽集团,0.00 - 0.00
342,宝沃BX7,5556,宝沃汽车,16.98 - 30.28
343,星旺,5481,广汽吉奥,2.59 - 2.98
344,力帆620,5404,力帆汽车,0.00 - 0.00
345,致悦,5213,广汽菲克菲亚特,0.00 - 0.00
346,荣威950,5104,上汽集团,0.00 - 0.00
347,雪铁龙C5,5042,东风雪铁龙,16.99 - 21.59
348,威志,5041,天津一汽,0.00 - 0.00
349,中华骏捷FRV,4987,华晨中华,0.00 - 0.00
350,红旗H7,4815,一汽红旗,25.28 - 31.78
351,东风风神A30,4538,东风乘用车,5.97 - 8.57
352,睿骋,4533,长安汽车,0.00 - 0.00
353,华颂7,4529,华晨华颂,0.00 - 0.00
354,英致727,4403,潍柴汽车,3.99 - 4.69
355,DS 5,4380,DS汽车,0.00 - 0.00
356,骏派A70,4336,天津一汽,0.00 - 0.00
357,比亚迪G5,4331,比亚迪,7.59 - 10.29
358,北京BJ80,4282,北京越野,29.80 - 39.80
359,英菲尼迪QX50,4280,东风英菲尼迪,33.38 - 46.98
360,俊风,4201,郑州日产,3.98 - 4.55
361,奔腾B70,4179,一汽奔腾,0.00 - 0.00
362,理念S1,4173,广汽理念,0.00 - 0.00
363,北汽新能源EC,4128,北汽新能源,5.58 - 5.58
364,帕杰罗·劲畅,4087,广汽三菱,20.88 - 30.88
365,雪铁龙C6,4079,东风雪铁龙,18.99 - 27.59
366,中华H530,4014,华晨中华,8.58 - 13.98
367,江铃E200L,3962,江铃集团新能源,5.38 - 6.38
368,伊兰特,3841,北京现代,9.98 - 14.18
369,锐3,3753,东风裕隆,0.00 - 0.00
370,马自达3星骋,3709,长安马自达,0.00 - 0.00
371,和悦A30,3687,江淮汽车,0.00 - 0.00
372,威霆,3640,福建奔驰,28.98 - 34.18
373,比速M3,3565,比速汽车,0.00 - 0.00
374,传祺GA5,3498,广汽乘用车,0.00 - 0.00
375,芝麻,3471,众泰新能源,0.00 - 0.00
376,长城C50,3424,长城汽车,0.00 - 0.00
377,科雷傲,3149,东风雷诺,0.00 - 0.00
378,启腾EX80,3056,福汽新龙马,0.00 - 6.08
379,景逸,2944,东风风行,0.00 - 0.00
380,启腾M70,2807,福汽新龙马,3.39 - 4.59
381,启辰R30,2751,东风启辰,0.00 - 0.00
382,猎豹Q6,2685,猎豹汽车,11.99 - 16.98
383,众泰Z100,2682,众泰汽车,0.00 - 0.00
384,纳5,2666,东风裕隆,0.00 - 0.00
385,江淮iEV6S,2599,江淮汽车,0.00 - 0.00
386,辉昂,2586,上汽大众,34.00 - 63.90
387,优优2代,2506,开瑞汽车,3.40 - 4.30
388,启辰T90,2481,东风启辰,11.88 - 15.48
389,马自达CX-7,2408,一汽马自达,0.00 - 0.00
390,东风风神L60,2364,东风乘用车,0.00 - 0.00
391,力帆720,2308,力帆汽车,0.00 - 0.00
392,腾势,2287,腾势汽车,29.88 - 32.88
393,西玛,2279,东风日产,23.48 - 26.78
394,东风风神AX5,2246,东风乘用车,8.59 - 10.99
395,猎豹CS6,2231,猎豹汽车,0.00 - 0.00
396,中华H220,2220,华晨中华,0.00 - 0.00
397,名爵6,2210,上汽名爵,9.38 - 14.28
398,大7 MPV,2027,东风裕隆,0.00 - 0.00
399,福瑞达,2023,北汽昌河,0.00 - 0.00
400,荣威W5,1948,上汽集团,0.00 - 0.00
401,比亚迪S6,1928,比亚迪,0.00 - 0.00
402,晨风,1916,东风启辰,24.28 - 26.18
403,五十铃MU-X,1806,江西五十铃,17.88 - 26.88
404,英致G5,1805,潍柴汽车,5.98 - 8.58
405,DS 4S,1739,DS汽车,0.00 - 0.00
406,帕拉丁,1627,郑州日产,0.00 - 0.00
407,荣威E50,1495,上汽集团,0.00 - 0.00
408,东风A9,1479,东风乘用车,0.00 - 0.00
409,翼神,1431,东南三菱,0.00 - 0.00
410,嘉年华,1413,长安福特,0.00 - 0.00
411,马自达8,1319,一汽马自达,0.00 - 0.00
412,致胜,1302,长安福特,0.00 - 0.00
413,英伦TX4,1300,吉利汽车,0.00 - 0.00
414,海马王子,1276,一汽海马,0.00 - 0.00
415,艾瑞泽3,1245,奇瑞汽车,0.00 - 0.00
416,大7 SUV,1211,东风裕隆,0.00 - 0.00
417,比亚迪M6,1189,比亚迪,10.39 - 15.39
418,思铭,1176,东风本田,0.00 - 0.00
419,秀尔,1140,东风悦达起亚,0.00 - 0.00
420,绅宝D70,1134,BEIJING汽车,0.00 - 0.00
421,萨瓦纳,1093,福田汽车,0.00 - 0.00
422,优雅2代,1079,开瑞汽车,0.00 - 0.00
423,威麟V5,1076,奇瑞威麟,0.00 - 0.00
424,全球鹰K17,1063,康迪电动汽车集团,0.00 - 0.00
425,奇瑞QQ3,1060,奇瑞汽车,0.00 - 0.00
426,唯雅诺,1039,福建奔驰,0.00 - 0.00
427,旗云2,1006,奇瑞汽车,0.00 - 0.00
428,全球鹰K11,1002,康迪电动汽车集团,15.28 - 18.18
429,力帆530,939,力帆汽车,0.00 - 0.00
430,普力马,907,海马汽车,0.00 - 0.00
431,东风风神S30,894,东风乘用车,0.00 - 0.00
432,奔腾B90,802,一汽奔腾,0.00 - 0.00
433,威志V2,792,天津一汽,0.00 - 0.00
434,夏利N7,775,天津一汽,0.00 - 0.00
435,乐途,765,力帆汽车,3.58 - 5.98
436,比亚迪L3,746,比亚迪,0.00 - 0.00
437,北汽昌河M70,726,北汽昌河,0.00 - 0.00
438,福仕达腾达,706,一汽海马,0.00 - 0.00
439,海马爱尚,591,一汽海马,0.00 - 0.00
440,永源五星,514,浙江永源,0.00 - 0.00
441,起亚K3S,484,东风悦达起亚,0.00 - 0.00
442,黑金刚,462,猎豹汽车,0.00 - 0.00
443,北京BW007,444,北京汽车制造厂,0.00 - 0.00
444,蓝瑟,436,东南三菱,0.00 - 0.00
445,绅宝D60,418,BEIJING汽车,0.00 - 0.00
446,欧朗,413,一汽欧朗,0.00 - 0.00
447,上汽大通MAXUS V80,408,上汽大通,10.28 - 24.56
448,众泰V10,390,众泰汽车,3.78 - 5.08
449,三菱戈蓝,378,东南三菱,0.00 - 0.00
450,V6菱仕,364,东南汽车,0.00 - 0.00
451,君阁,358,东南三菱,0.00 - 0.00
452,丘比特,355,海马汽车,0.00 - 0.00
453,星朗,329,广汽吉奥,0.00 - 0.00
454,东风风神E30,324,东风乘用车,0.00 - 0.00
455,比速T3,320,比速汽车,7.49 - 8.99
456,指南者,300,广汽菲克Jeep,13.98 - 22.98
457,路盛E80,270,华泰汽车,0.00 - 0.00
458,悦悦,262,江淮汽车,0.00 - 0.00
459,中华骏捷FSV,261,华晨中华,0.00 - 0.00
460,自由舰,260,吉利汽车,0.00 - 0.00
461,迷迪,250,福田汽车,0.00 - 0.00
462,睿翼,236,一汽马自达,0.00 - 0.00
463,众泰T200,195,众泰汽车,0.00 - 0.00
464,中华尊驰,187,华晨中华,10.88 - 25.28
465,绅宝CC,130,BEIJING汽车,0.00 - 0.00
466,中华骏捷,129,华晨中华,0.00 - 0.00
467,风迪思,98,东南三菱,0.00 - 0.00
468,名爵5,89,上汽名爵,6.79 - 10.49
469,玛驰,86,东风日产,5.98 - 8.75
470,长安CX30,72,长安汽车,0.00 - 0.00
471,广汽吉奥GX6,51,广汽吉奥,0.00 - 0.00
472,挑战者SUV,50,曙光汽车,0.00 - 0.00
473,中华豚,47,华晨中华,0.00 - 0.00
474,奥丁,46,郑州日产,0.00 - 0.00
475,绅宝D80,37,BEIJING汽车,0.00 - 0.00
476,陆霸,35,北京汽车制造厂,0.00 - 0.00
477,希旺,27,东南汽车,0.00 - 0.00
478,MASTER CEO,26,东风裕隆,0.00 - 0.00
479,普锐斯,18,一汽丰田,0.00 - 0.00
480,力帆320,17,力帆汽车,0.00 - 0.00
481,力帆520,15,力帆汽车,0.00 - 0.00
482,吉利EC8,11,吉利汽车,0.00 - 0.00
483,E美,9,广汽吉奥,0.00 - 0.00
484,荣威750,9,上汽集团,0.00 - 0.00
485,悦翔V5,7,长安汽车,0.00 - 0.00
486,爱唯欧,7,上汽通用雪佛兰,0.00 - 0.00
487,景程,5,上汽通用雪佛兰,0.00 - 0.00
488,中兴C3,2,广汽中兴,0.00 - 0.00
489,哈弗H6 Coupe,1,长城汽车,7.99 - 11.90
490,奥轩GX5,1,广汽吉奥,0.00 - 0.00
491,瑞麒G6,1,奇瑞瑞麒,0.00 - 0.00
