排名,车型,销量,厂商,售价(万元)
36,传祺GE3,7030,广汽埃安,15.48 - 18.08
37,朗逸纯电,6895,上汽大众,14.89 - 14.89
38,比亚迪S2,5984,比亚迪,8.98 - 10.98
39,风行S50EV,5234,东风风行,13.99 - 24.07
40,宋MAX新能源,5157,比亚迪,14.99 - 19.98
41,启辰D60EV,4915,东风启辰,15.01 - 17.88
42,路盛S1 iEV360,3921,华泰新能源,0.00 - 0.00
43,思皓E20X,3875,江淮大众,12.80 - 13.80
44,嘉际新能源,3670,吉利新能源,15.98 - 19.28
45,红旗E-HS3,3517,一汽红旗,22.58 - 26.58
46,瑞虎3xe,3403,奇瑞新能源,9.38 - 10.68
47,领克01新能源,3291,领克,19.27 - 23.88
48,秦新能源,3291,比亚迪,12.99 - 20.99
49,江淮iEVA50,3102,江淮汽车,13.95 - 14.55
50,雷诺 e诺,3014,东风雷诺,6.18 - 7.18
51,江铃E200L,2799,江铃集团新能源,5.38 - 6.38
52,长安CS15EV,2677,长安汽车,8.98 - 9.88
53,名爵6新能源,2411,上汽名爵,14.58 - 17.58
54,艾瑞泽5e,2246,奇瑞新能源,15.98 - 15.98
55,荣威MARVEL X,2186,上汽集团,26.88 - 30.88
56,腾势,2089,腾势汽车,29.88 - 32.88
57,广汽丰田iA5,2043,广汽丰田新能源,16.98 - 19.28
58,起亚K5新能源,1976,东风悦达起亚,22.28 - 23.98
59,云度π1,1892,云度新能源,11.28 - 11.98
60,路盛S1 EV160B,1865,华泰新能源,0.00 - 0.00
61,传祺GS4新能源,1796,广汽乘用车,16.38 - 19.38
62,比亚迪e3,1649,比亚迪,10.38 - 16.48
63,众泰E200,1609,众泰新能源,0.00 - 0.00
64,众泰Z500新能源,1462,众泰新能源,11.39 - 12.59
65,广汽本田VE-1,1316,广汽理念,15.98 - 18.38
66,荣威e950,1285,上汽集团,0.00 - 0.00
67,缤越新能源,1203,吉利新能源,12.58 - 14.98
68,奇瑞eQ1,1189,奇瑞新能源,5.98 - 7.88
69,宝来·纯电,1130,一汽-大众,13.68 - 14.68
70,欧尚EV,1069,长安汽车,0.00 - 0.00
71,索纳塔插电混动,1065,北京现代,22.28 - 25.68
72,奥迪Q2L e-tron,1049,一汽-大众奥迪,22.68 - 23.73
73,Aion LX(埃安LX),990,广汽埃安,22.96 - 34.96
74,蒙迪欧新能源,904,长安福特,0.00 - 0.00
75,祺智EV,848,广汽三菱新能源,12.98 - 13.98
76,秦Pro新能源,821,比亚迪,13.69 - 20.69
77,星越新能源,770,吉利新能源,17.58 - 21.68
78,菱智M5EV,768,东风风行,15.79 - 16.99
79,领动插电混动,700,北京现代,15.78 - 17.88
80,云度π3,674,云度新能源,11.98 - 14.48
81,WEY P8,644,长城汽车,0.00 - 0.00
82,昂希诺纯电动,612,北京现代,17.28 - 19.88
83,奥迪A6L新能源,606,一汽-大众奥迪,50.80 - 50.80
84,LITE,600,北汽新能源,11.08 - 12.68
85,东风本田X-NV,565,东风本田,16.98 - 17.98
86,帝豪GL新能源,563,吉利新能源,15.28 - 16.48
87,知豆D2,486,知豆电动车,0.00 - 0.00
88,易至EX5,477,江铃集团新能源,8.98 - 13.28
89,睿行ES30,443,长安凯程,6.68 - 6.98
90,长安CS75 PHEV,436,长安汽车,17.58 - 20.78
91,领克02新能源,369,领克,16.97 - 19.97
92,瑞虎e,257,奇瑞新能源,10.88 - 14.39
93,奔腾X40新能源,256,一汽奔腾,18.38 - 19.38
94,风光580新能源,251,东风小康,16.99 - 16.99
95,上汽MAXUS EG10,218,上汽大通,30.28 - 41.68
96,领克03新能源,215,领克,16.87 - 19.87
97,上汽大通MAXUS EUNIQ 5,213,上汽大通,16.58 - 23.03
98,起亚KX3新能源,194,东风悦达起亚,23.98 - 23.98
99,北汽EC100,181,北汽昌河,4.58 - 4.98
100,奔驰EQC,160,北京奔驰,49.98 - 62.28
101,传祺GA3S PHEV,156,广汽埃安,16.48 - 17.48
102,启辰E30,154,东风启辰,7.00 - 8.54
103,WEY VV7新能源,150,长城汽车,21.98 - 23.98
104,起亚K3新能源,138,东风悦达起亚,20.98 - 25.98
105,尼欧Ⅱ,99,长安汽车,3.99 - 10.08
106,野马EC30,95,野马汽车,0.00 - 0.00
107,开瑞K60EV,68,开瑞汽车,19.88 - 20.88
108,沃尔沃S60新能源,51,沃尔沃亚太,39.99 - 46.19
109,云100,42,众泰新能源,0.00 - 0.00
110,风光E1,26,东风小康,6.18 - 7.38
111,帅客新能源,20,郑州日产,16.88 - 17.08
112,江淮iEVA60,15,江淮汽车,18.95 - 18.95
113,VELITE 5,12,上汽通用别克,0.00 - 0.00
114,力帆820EV,6,力帆汽车,0.00 - 0.00
115,众泰T300新能源,4,众泰新能源,0.00 - 0.00
116,江铃E160,3,江铃集团新能源,0.00 - 0.00
117,比亚迪e6,0,比亚迪,0.00 - 0.00
118,荣威E50,0,上汽集团,0.00 - 0.00
119,富康ES500,0,东风新能源,0.00 - 0.00
120,迈威新能源,0,力帆汽车,20.98 - 20.98
121,芝麻,0,众泰新能源,0.00 - 0.00
122,荣威e550,0,上汽集团,0.00 - 0.00
123,广汽ix4,0,广汽丰田新能源,0.00 - 0.00
124,全球鹰K12,0,康迪电动汽车集团,0.00 - 0.00
125,江铃E100B,0,江铃集团新能源,0.00 - 0.00
126,欧力威EV,0,长安汽车,0.00 - 0.00
127,电咖·EV10,0,电咖汽车,0.00 - 0.00
128,长城C30新能源,0,长城汽车,0.00 - 0.00
