排名,车型,销量,厂商,售价(万元)
1,比亚迪e6,7018,比亚迪,0.00 - 0.00
2,普锐斯,6136,一汽丰田,0.00 - 0.00
3,众泰Z500新能源,3753,众泰新能源,11.39 - 12.59
4,云100,2311,众泰新能源,0.00 - 0.00
5,荣威e550,1455,上汽集团,0.00 - 0.00
6,晨风,498,东风启辰,24.28 - 26.18
7,荣威E50,185,上汽集团,0.00 - 0.00
