排名,车型,销量,厂商,售价(万元)
42,东风风神E70,4715,东风乘用车,13.58 - 15.98
43,几何C,4640,几何汽车,12.98 - 18.28
44,雷凌双擎E+,4322,广汽丰田,20.38 - 21.88
45,腾势X,4175,腾势汽车,28.98 - 35.78
46,轩逸·纯电,4045,东风日产,23.80 - 25.40
47,红旗E-HS3,4019,一汽红旗,22.58 - 26.58
48,五菱荣光EV,3866,上汽通用五菱,8.38 - 9.01
49,奔驰EQC,3863,北京奔驰,49.98 - 62.28
50,汉,3605,比亚迪,21.98 - 27.95
51,VELITE 5,3513,上汽通用别克,0.00 - 0.00
52,奥迪Q2L e-tron,3448,一汽-大众奥迪,22.68 - 23.73
53,云度π1,3152,云度新能源,11.28 - 11.98
54,零跑T03,2981,零跑汽车,5.98 - 7.58
55,比亚迪e3,2820,比亚迪,10.38 - 16.48
56,Aion LX(埃安LX),2745,广汽埃安,22.96 - 34.96
57,易至EV3,2704,江铃集团新能源,6.68 - 8.38
58,宝马iX3,2653,华晨宝马,46.99 - 50.99
59,奔腾B30EV,2538,一汽奔腾,18.98 - 18.98
60,帝豪GSe,2530,吉利新能源,10.99 - 15.99
61,菱智M5EV,2525,东风风行,15.79 - 16.99
62,蒙迪欧新能源,2510,长安福特,0.00 - 0.00
63,朗逸纯电,2507,上汽大众,14.89 - 14.89
64,R汽车 ER6,2415,上汽集团,16.28 - 20.08
65,艾瑞泽5e,2401,奇瑞新能源,15.98 - 15.98
66,广汽本田VE-1,2380,广汽理念,15.98 - 18.38
67,风光E1,2081,东风小康,6.18 - 7.38
68,欧拉好猫,2016,长城新能源,10.39 - 14.39
69,宋MAX新能源,1982,比亚迪,14.99 - 19.98
70,尼欧Ⅱ,1952,长安汽车,3.99 - 10.08
71,江淮iEV6E,1830,江淮汽车,5.95 - 7.55
72,嘉际新能源,1780,吉利新能源,15.98 - 19.28
73,比亚迪e1,1771,比亚迪,5.99 - 7.99
74,上汽大通MAXUS EUNIQ 5,1756,上汽大通,16.58 - 23.03
75,索纳塔插电混动,1735,北京现代,22.28 - 25.68
76,缤越新能源,1689,吉利新能源,12.58 - 14.98
77,江淮iEV,1407,江淮汽车,0.00 - 0.00
78,风行S50EV,1402,东风风行,13.99 - 24.07
79,云度π3,1318,云度新能源,11.98 - 14.48
80,奇瑞eQ1,1304,奇瑞新能源,5.98 - 7.88
81,奕泽E进擎,1244,一汽丰田,22.58 - 25.38
82,江淮iEVA50,1195,江淮汽车,13.95 - 14.55
83,畅巡,1173,上汽通用雪佛兰,15.99 - 17.99
84,丰田C-HR EV,1062,广汽丰田,22.58 - 24.98
85,赛力斯SF5,1051,金康赛力斯,24.90 - 33.90
86,江淮iC5,1042,江淮汽车,14.99 - 17.59
87,领动插电混动,1009,北京现代,15.78 - 17.88
88,名爵6新能源,997,上汽名爵,14.58 - 17.58
89,昂希诺纯电动,905,北京现代,17.28 - 19.88
90,爱驰U5,881,爱驰汽车,16.69 - 29.21
91,悦虎,844,大运汽车,6.68 - 8.78
92,凌宝BOX,829,吉麦新能源,3.38 - 4.58
93,传祺GS4新能源,824,广汽乘用车,16.38 - 19.38
94,欧拉iQ,820,长城新能源,11.48 - 15.03
95,国机智骏GC1,789,国机智骏,6.88 - 8.38
96,领克01新能源,757,领克,19.27 - 23.88
97,众泰E200,730,众泰新能源,0.00 - 0.00
98,HYCAN 007,659,广汽蔚来,25.98 - 40.00
99,欧尚EV,644,长安汽车,0.00 - 0.00
100,沃尔沃S60新能源,591,沃尔沃亚太,39.99 - 46.19
101,传祺GE3,590,广汽埃安,15.48 - 18.08
102,荣威MARVEL X,570,上汽集团,26.88 - 30.88
103,北汽新能源EX,500,北汽新能源,8.49 - 10.39
104,BEIJING-EX3,467,BEIJING汽车,11.99 - 16.39
105,微蓝7,436,上汽通用别克,17.98 - 19.98
106,起亚K3新能源,430,东风悦达起亚,20.98 - 25.98
107,枫叶30X,429,枫叶汽车,6.88 - 9.58
108,领克02新能源,428,领克,16.97 - 19.97
109,起亚K5新能源,427,东风悦达起亚,22.28 - 23.98
110,星越新能源,418,吉利新能源,17.58 - 21.68
111,易至EX5,417,江铃集团新能源,8.98 - 13.28
112,奔腾X40新能源,406,一汽奔腾,18.38 - 19.38
113,领克03新能源,387,领克,16.87 - 19.87
114,威马EX6,386,威马汽车,18.99 - 28.88
115,菲斯塔纯电动,378,北京现代,17.38 - 19.88
116,长安CS15EV,364,长安汽车,8.98 - 9.88
117,国机智骏GX5,364,国机智骏,11.58 - 13.98
118,瑞虎e,355,奇瑞新能源,10.88 - 14.39
119,野马EC30,342,野马汽车,0.00 - 0.00
120,开瑞K60EV,334,开瑞汽车,19.88 - 20.88
121,启辰E30,319,东风启辰,7.00 - 8.54
122,长安欧尚X7 EV,270,长安汽车,15.99 - 17.99
123,天逸 C5 AIRCROSS新能源,246,东风雪铁龙,23.47 - 26.47
124,野马EC60,221,野马汽车,10.99 - 25.58
125,海马爱尚EV,207,海马汽车,3.98 - 12.38
126,祺智EV,195,广汽三菱新能源,12.98 - 13.98
127,上汽MAXUS EG10,178,上汽大通,30.28 - 41.68
128,BEIJING-EU5,169,BEIJING汽车,12.99 - 17.19
129,瑞虎3xe,144,奇瑞新能源,9.38 - 10.68
130,雷诺 e诺,135,东风雷诺,6.18 - 7.18
131,帅客新能源,125,郑州日产,16.88 - 17.08
132,荣威e950,113,上汽集团,0.00 - 0.00
133,风光580新能源,110,东风小康,16.99 - 16.99
134,比亚迪e5,103,比亚迪,22.07 - 23.07
135,途岳新能源,100,上汽大众,19.48 - 19.48
136,思皓E20X,91,江淮大众,12.80 - 13.80
137,BEIJING-X7新能源,67,BEIJING汽车,18.49 - 21.69
138,零跑S01,43,零跑汽车,11.99 - 15.09
139,北汽EC100,41,北汽昌河,4.58 - 4.98
140,雷丁i3,29,雷丁,4.98 - 6.28
141,奕炫EV,23,东风乘用车,14.98 - 15.98
142,江淮iEVA60,6,江淮汽车,18.95 - 18.95
143,力帆820EV,5,力帆汽车,0.00 - 0.00
144,LITE,2,北汽新能源,11.08 - 12.68
145,起亚KX3新能源,1,东风悦达起亚,23.98 - 23.98
146,众泰Z500新能源,0,众泰新能源,11.39 - 12.59
147,帝豪GL新能源,0,吉利新能源,15.28 - 16.48
148,全球鹰K12,0,康迪电动汽车集团,0.00 - 0.00
149,江铃E200L,0,江铃集团新能源,5.38 - 6.38
150,广汽ix4,0,广汽丰田新能源,0.00 - 0.00
151,路盛S1 iEV360,0,华泰新能源,0.00 - 0.00
152,比亚迪S2,0,比亚迪,8.98 - 10.98
153,芝麻,0,众泰新能源,0.00 - 0.00
154,知豆D2,0,知豆电动车,0.00 - 0.00
155,富康ES500,0,东风新能源,0.00 - 0.00
156,荣威e550,0,上汽集团,0.00 - 0.00
157,众泰Z500新能源,0,众泰新能源,11.39 - 12.59
158,帝豪GL新能源,0,吉利新能源,15.28 - 16.48
159,全球鹰K12,0,康迪电动汽车集团,0.00 - 0.00
160,广汽ix4,0,广汽丰田新能源,0.00 - 0.00
161,江铃E200L,0,江铃集团新能源,5.38 - 6.38
162,江铃E100B,0,江铃集团新能源,0.00 - 0.00
163,江铃E160,0,江铃集团新能源,0.00 - 0.00
164,众泰T300新能源,0,众泰新能源,0.00 - 0.00
165,欧力威EV,0,长安汽车,0.00 - 0.00
166,电咖·EV10,0,电咖汽车,0.00 - 0.00
167,传祺GA3S PHEV,0,广汽埃安,16.48 - 17.48
168,长城C30新能源,0,长城汽车,0.00 - 0.00
169,路盛S1 EV160B,0,华泰新能源,0.00 - 0.00
170,长安CS75 PHEV,0,长安汽车,17.58 - 20.78
171,比亚迪e6,0,比亚迪,0.00 - 0.00
172,秦Pro新能源,0,比亚迪,13.69 - 20.69
173,荣威E50,0,上汽集团,0.00 - 0.00
174,WEY P8,0,长城汽车,0.00 - 0.00
