排名,车型,销量,厂商,售价(万元)
1,哈弗H6,506362,长城汽车,9.80 - 15.49
2,宝骏510,355863,上汽通用五菱,5.08 - 8.08
3,传祺GS4,337330,广汽乘用车,8.98 - 15.18
4,博越,286757,吉利汽车,8.88 - 15.68
5,长安CS75,240095,长安汽车,10.39 - 11.99
6,荣威RX5,236766,上汽集团,9.98 - 13.98
7,昂科威,224744,上汽通用别克,18.99 - 27.99
8,哈弗H2,215100,长城汽车,7.59 - 9.59
9,奇骏,184711,东风日产,18.88 - 27.33
10,途观L,183133,上汽大众,21.58 - 31.18
11,风光580,176309,东风小康,7.99 - 12.30
12,本田CR-V,167450,东风本田,16.98 - 27.68
13,本田XR-V,161352,东风本田,12.79 - 17.59
14,逍客,152637,东风日产,15.49 - 18.89
15,长安CS35,151622,长安汽车,6.39 - 8.79
16,帝豪GS,151026,吉利汽车,7.78 - 11.68
17,宝骏560,150055,上汽通用五菱,6.98 - 11.78
18,缤智,142627,广汽本田,12.78 - 17.68
19,途胜,136495,北京现代,16.99 - 21.99
20,RAV4荣放,127245,一汽丰田,17.48 - 25.88
21,远景X6,125455,吉利汽车,6.89 - 9.99
22,奥迪Q5,123494,一汽-大众奥迪,0.00 - 0.00
23,途观,115665,上汽大众,0.00 - 0.00
24,奔驰GLC,110500,北京奔驰,39.48 - 58.78
25,锐界,106956,长安福特,22.98 - 38.98
26,东南DX3,103366,东南汽车,0.00 - 10.59
27,圣达菲,97522,华泰汽车,6.98 - 16.18
28,传祺GS8,95120,广汽乘用车,15.58 - 26.28
29,凯迪拉克XT5,94529,通用凯迪拉克,32.97 - 47.27
30,北汽幻速S3,94382,北汽幻速,5.38 - 6.98
31,汉兰达,93841,广汽丰田,23.98 - 32.58
32,长安欧尚CX70,91852,长安汽车,5.99 - 10.99
33,翼虎,91526,长安福特,16.98 - 24.98
34,宝马X1,91298,华晨宝马,27.88 - 33.98
35,冠道,86455,广汽本田,22.00 - 33.28
36,奥迪Q3,84956,一汽-大众奥迪,27.18 - 36.18
37,欧蓝德,84708,广汽三菱,15.98 - 22.58
38,瑞虎3,83114,奇瑞汽车,5.99 - 7.99
39,指南者,82489,广汽菲克Jeep,13.98 - 22.98
40,猎豹CS10,81149,猎豹汽车,7.98 - 11.98
41,自由光,77182,广汽菲克Jeep,17.98 - 31.98
42,长安CS55,76185,长安汽车,8.29 - 13.39
43,途昂,74168,上汽大众,29.99 - 45.99
44,众泰T600,73651,众泰汽车,7.98 - 13.78
45,马自达CX-4,73116,一汽马自达,14.88 - 21.58
46,海马S5,70210,海马汽车,6.98 - 10.98
47,奔腾X40,66592,一汽奔腾,6.68 - 9.78
48,名爵ZS,66061,上汽名爵,7.88 - 11.28
49,宋,63085,比亚迪,6.98 - 9.38
50,瑞虎7,62773,奇瑞汽车,7.99 - 14.98
51,森雅R7,61902,一汽吉林,6.69 - 10.69
52,长安CS15,61650,长安汽车,5.59 - 8.09
53,众泰T700,58961,众泰汽车,10.68 - 15.58
54,景逸X5,58770,东风风行,6.99 - 12.98
55,普拉多,55302,一汽丰田,49.48 - 50.48
56,探界者,54470,上汽通用雪佛兰,16.99 - 24.59
57,WEY VV7,52769,长城汽车,16.98 - 19.28
58,启辰T70,52640,东风启辰,8.98 - 12.78
59,瑞风S3,51808,江淮汽车,6.79 - 8.79
60,开瑞K60,51721,开瑞汽车,4.99 - 6.69
61,标致4008,49862,东风标致,16.97 - 24.37
62,马自达CX-5,49555,长安马自达,17.98 - 24.58
63,景逸X3,48412,东风风行,6.69 - 8.69
64,劲客,45969,东风日产,9.98 - 13.88
65,昂科拉,45216,上汽通用别克,12.59 - 15.59
66,柯迪亚克,44047,上汽斯柯达,17.79 - 24.79
67,启辰T90,43291,东风启辰,11.88 - 15.48
68,发现神行,42840,奇瑞捷豹路虎,0.00 - 0.00
69,科雷傲,42610,东风雷诺,0.00 - 0.00
70,瑞虎5,41608,奇瑞汽车,8.88 - 12.38
71,东南DX7,40414,东南汽车,8.99 - 13.99
72,本田UR-V,39889,东风本田,24.68 - 32.98
73,绅宝X35,39776,BEIJING汽车,0.00 - 0.00
74,北京现代ix25,39095,北京现代,10.58 - 13.68
75,东风风神AX7,38885,东风乘用车,8.98 - 14.39
76,沃尔沃XC60,38882,沃尔沃亚太,36.29 - 47.09
77,自由侠,38739,广汽菲克Jeep,12.98 - 19.08
78,哈弗H7,38193,长城汽车,14.20 - 18.00
79,哈弗M6,35473,长城汽车,6.60 - 9.29
80,猎豹CS9,35109,猎豹汽车,7.68 - 12.98
81,野马T70,34548,野马汽车,0.00 - 0.00
82,宋新能源,34545,比亚迪,0.00 - 0.00
83,北京现代ix35,34361,北京现代,11.99 - 16.19
84,WEY VV5,33658,长城汽车,12.58 - 14.78
85,名爵GS,33414,上汽名爵,9.88 - 17.88
86,智跑,31626,东风悦达起亚,11.99 - 14.89
87,翼搏,31213,长安福特,0.00 - 0.00
88,风行SX6,30889,东风风行,5.99 - 9.49
89,远景X3,30870,吉利汽车,4.99 - 6.89
90,劲炫ASX,29333,广汽三菱,9.98 - 13.98
91,驭胜S350,29151,江铃汽车,12.18 - 20.18
92,北汽幻速S5,27296,北汽幻速,0.00 - 0.00
93,绅宝X25,26854,BEIJING汽车,0.00 - 0.00
94,维特拉,26640,长安铃木,0.00 - 0.00
95,瑞风S5,26500,江淮汽车,8.95 - 13.95
96,科雷嘉,25727,东风雷诺,0.00 - 0.00
97,迈威,25697,力帆汽车,0.00 - 0.00
98,楼兰,25083,东风日产,23.88 - 37.58
99,宝沃BX7,24948,宝沃汽车,16.98 - 30.28
100,凯翼X3,24919,凯翼汽车,6.39 - 7.59
101,大迈X5,24884,众泰汽车,0.00 - 0.00
102,比速T5,24883,比速汽车,0.00 - 0.00
103,奔驰GLA,24209,北京奔驰,27.68 - 33.28
104,比亚迪S7,23710,比亚迪,9.99 - 13.99
105,元,23514,比亚迪,0.00 - 0.00
106,标致5008,23324,东风标致,18.77 - 27.37
107,北汽幻速S6,23246,北汽幻速,0.00 - 0.00
108,瑞风S2,22730,江淮汽车,5.78 - 7.68
109,雪铁龙C3-XR,22643,东风雪铁龙,9.48 - 11.89
110,天逸 C5 AIRCROSS,22603,东风雪铁龙,14.97 - 23.87
111,大迈X7,21462,众泰汽车,0.00 - 0.00
112,众泰SR9,20462,众泰汽车,0.00 - 0.00
113,北京BJ40,20283,北京越野,15.98 - 26.99
114,汉腾X7,20241,汉腾汽车,7.88 - 15.68
115,起亚KX5,19311,东风悦达起亚,15.48 - 18.18
116,揽胜极光,19075,奇瑞捷豹路虎,35.58 - 50.58
117,北京BJ20,19025,北京越野,0.00 - 0.00
118,SWM斯威X7,18571,SWM斯威汽车,6.39 - 10.59
119,传祺GS3,18241,广汽乘用车,7.68 - 11.38
120,斯威X7,18063,华晨鑫源,0.00 - 0.00
121,标致3008,17945,东风标致,13.97 - 14.97
122,中华V3,17801,华晨中华,5.07 - 8.77
123,哈弗H1,17591,长城汽车,0.00 - 0.00
124,宝沃BX5,17414,宝沃汽车,12.98 - 15.58
125,海马骑士,17131,海马汽车,0.00 - 0.00
126,创酷,16899,上汽通用雪佛兰,9.99 - 13.99
127,哈弗H5,16389,长城汽车,10.78 - 13.68
128,长安CS95,16243,长安汽车,16.59 - 21.39
129,众泰SR7,15838,众泰汽车,0.00 - 0.00
130,北汽威旺S50,15761,北汽昌河,0.00 - 0.00
131,唐新能源,14592,比亚迪,19.78 - 31.48
132,荣威RX3,14585,上汽集团,6.98 - 10.43
133,瑞风S7,14541,江淮汽车,10.98 - 13.98
134,东风风神AX3,14039,东风乘用车,6.39 - 8.19
135,骏派D60,14021,天津一汽,0.00 - 0.00
136,哈弗H9,13855,长城汽车,20.98 - 27.28
137,昌河Q35,13653,北汽昌河,0.00 - 0.00
138,讴歌CDX,13475,广汽讴歌,22.98 - 34.98
139,东风风神AX4,13299,东风乘用车,7.59 - 9.39
140,Yeti,13296,上汽斯柯达,0.00 - 0.00
141,东风风神AX5,13237,东风乘用车,8.59 - 10.99
142,风光S560,13209,东风小康,6.59 - 9.69
