排名,车型,销量,厂商,售价(万元)
162,大指挥官,7381,广汽菲克Jeep,23.98 - 40.98
163,宋新能源,7108,比亚迪,0.00 - 0.00
164,星途LX,6979,星途,10.99 - 15.09
165,哈弗H7,6918,长城汽车,14.20 - 18.00
166,凯翼X3,6760,凯翼汽车,6.39 - 7.59
167,东风本田X-NV,6579,东风本田,16.98 - 17.98
168,长安欧尚科赛,6349,长安汽车,8.68 - 15.48
169,东南DX5,6274,东南汽车,6.99 - 9.99
170,长安CS95,6166,长安汽车,16.59 - 21.39
171,宝沃BX5,6119,宝沃汽车,12.98 - 15.58
172,途昂X,5998,上汽大众,28.99 - 43.99
173,哪吒N01,5830,合众汽车,6.68 - 13.98
174,讴歌RDX,5805,广汽讴歌,32.80 - 46.00
175,启辰星,5723,东风启辰,10.96 - 14.96
176,长安欧尚科赛5,5535,长安汽车,5.39 - 8.29
177,讴歌CDX,5389,广汽讴歌,22.98 - 34.98
178,SWM斯威X3,5384,SWM斯威汽车,5.50 - 6.69
179,哈弗H1,5189,长城汽车,0.00 - 0.00
180,瑞风S2,5168,江淮汽车,5.78 - 7.68
181,风光ix5,5132,东风小康,9.98 - 13.98
182,BEIJING-X7,5029,BEIJING汽车,10.49 - 14.69
183,观致7,4506,观致汽车,10.98 - 15.98
184,绅宝X25,4501,BEIJING汽车,0.00 - 0.00
185,创酷,4442,上汽通用雪佛兰,9.99 - 13.99
186,奔腾T33,4301,一汽奔腾,6.98 - 10.59
187,腾势X,4175,腾势汽车,28.98 - 35.78
188,马自达CX-30,4151,长安马自达,12.99 - 19.99
189,东南DX3,4047,东南汽车,0.00 - 10.59
190,博骏,4021,野马汽车,4.99 - 12.99
191,红旗E-HS3,4019,一汽红旗,22.58 - 26.58
192,观致5,3952,观致汽车,13.88 - 16.38
193,标致5008,3950,东风标致,18.77 - 27.37
194,海马8S,3885,海马汽车,7.99 - 13.69
195,奔驰EQC,3863,北京奔驰,49.98 - 62.28
196,哈弗H5,3810,长城汽车,10.78 - 13.68
197,创界,3673,上汽通用雪佛兰,13.99 - 17.99
198,MG领航,3582,上汽名爵,9.98 - 15.98
199,Aion V(埃安V),3502,广汽埃安,15.96 - 23.96
200,荣威RX5 MAX新能源,3475,上汽集团,19.58 - 23.58
201,奥迪Q2L e-tron,3448,一汽-大众奥迪,22.68 - 23.73
202,传祺GS8,3357,广汽乘用车,15.58 - 26.28
203,思皓X8,3274,江汽集团,8.88 - 13.58
204,长安欧尚CX70,3183,长安汽车,5.99 - 10.99
205,云度π1,3152,云度新能源,11.28 - 11.98
206,风光ix7,3119,东风小康,12.59 - 21.59
207,瑞风S4,3089,江淮汽车,7.58 - 9.88
208,奕炫GS,2981,东风乘用车,7.49 - 10.89
209,雪铁龙C3-XR,2904,东风雪铁龙,9.48 - 11.89
210,飞行家,2822,长安林肯,50.98 - 75.98
211,Aion LX(埃安LX),2745,广汽埃安,22.96 - 34.96
212,翼搏,2670,长安福特,0.00 - 0.00
213,启辰T60,2655,东风启辰,8.68 - 11.88
214,中华V3,2621,华晨中华,5.07 - 8.77
215,自由侠,2542,广汽菲克Jeep,12.98 - 19.08
216,帝豪GSe,2530,吉利新能源,10.99 - 15.99
217,宝沃BX7,2389,宝沃汽车,16.98 - 30.28
218,广汽本田VE-1,2380,广汽理念,15.98 - 18.38
219,撼路者,2285,江铃福特,27.58 - 37.48
220,捷豹E-PACE,2249,奇瑞捷豹路虎,28.18 - 38.58
221,汉腾X5,2206,汉腾汽车,5.98 - 10.68
222,绅宝X35,2119,BEIJING汽车,0.00 - 0.00
223,东南DX7,2081,东南汽车,8.99 - 13.99
224,风光E1,2081,东风小康,6.18 - 7.38
225,上汽MAXUS D90,1981,上汽大通,15.67 - 24.90
226,凯翼X5,1970,凯翼汽车,7.89 - 10.49
227,几何C,1883,几何汽车,12.98 - 18.28
228,奔腾X80,1855,一汽奔腾,0.00 - 0.00
229,启辰T70,1796,东风启辰,8.98 - 12.78
230,五十铃MU-X,1719,江西五十铃,17.88 - 26.88
231,缤越新能源,1689,吉利新能源,12.58 - 14.98
232,上汽MAXUS D60,1633,上汽大通,0.00 - 0.00
233,驭胜S350,1566,江铃汽车,12.18 - 20.18
234,汉腾X7,1428,汉腾汽车,7.88 - 15.68
235,智行,1418,BEIJING汽车,0.00 - 0.00
236,云度π3,1318,云度新能源,11.98 - 14.48
237,北汽幻速S3,1313,北汽幻速,5.38 - 6.98
238,标致2008,1244,东风标致,10.99 - 14.99
239,元,1202,比亚迪,0.00 - 0.00
240,众泰T700,1195,众泰汽车,10.68 - 15.58
241,勇士,1191,北京汽车制造厂,9.98 - 16.17
242,观境,1179,华晨雷诺,7.59 - 10.29
243,众泰T600,1164,众泰汽车,7.98 - 13.78
244,WEY VV7,1160,长城汽车,16.98 - 19.28
245,瑞风S3,1115,江淮汽车,6.79 - 8.79
246,荣威W5,1007,上汽集团,0.00 - 0.00
247,传祺GS7,939,广汽乘用车,0.00 - 0.00
248,开瑞K60,909,开瑞汽车,4.99 - 6.69
249,昂希诺纯电动,905,北京现代,17.28 - 19.88
250,爱驰U5,881,爱驰汽车,16.69 - 29.21
251,起亚KX7,859,东风悦达起亚,17.98 - 27.68
252,瑞风S7,856,江淮汽车,10.98 - 13.98
253,传祺GS4新能源,824,广汽乘用车,16.38 - 19.38
254,北汽昌河Q35,770,北汽昌河,6.59 - 8.99
255,领克01新能源,757,领克,19.27 - 23.88
256,海马S5,682,海马汽车,6.98 - 10.98
257,马自达CX-8,672,长安马自达,25.88 - 33.08
258,HYCAN 007,659,广汽蔚来,25.98 - 40.00
259,中华V7,657,华晨中华,10.87 - 15.99
260,传祺GE3,590,广汽埃安,15.48 - 18.08
261,众泰T300,585,众泰汽车,0.00 - 0.00
262,科雷傲,578,东风雷诺,0.00 - 0.00
263,荣威MARVEL X,570,上汽集团,26.88 - 30.88
264,ENCINO 昂希诺,559,北京现代,12.99 - 15.59
265,奕泽E进擎,513,一汽丰田,22.58 - 25.38
266,嘉悦X4,500,江淮汽车,7.28 - 9.98
267,北汽新能源EX,500,北汽新能源,8.49 - 10.39
268,悦虎,495,大运汽车,6.68 - 8.78
269,科雷缤,481,东风雷诺,0.00 - 0.00
270,萨瓦纳,477,福田汽车,0.00 - 0.00
271,BEIJING-EX3,467,BEIJING汽车,11.99 - 16.39
272,比速T3,446,比速汽车,7.49 - 8.99
273,云逸 C4 AIRCROSS,432,东风雪铁龙,10.68 - 15.68
274,枫叶30X,429,枫叶汽车,6.88 - 9.58
275,领克02新能源,428,领克,16.97 - 19.97
276,星越新能源,418,吉利新能源,17.58 - 21.68
277,易至EX5,417,江铃集团新能源,8.98 - 13.28
278,奔腾X40新能源,406,一汽奔腾,18.38 - 19.38
279,北汽幻速S7,400,北汽幻速,0.00 - 0.00
280,威马EX6,386,威马汽车,18.99 - 28.88
281,DS 7,376,DS汽车,22.99 - 31.99
282,长安CS15EV,364,长安汽车,8.98 - 9.88
283,国机智骏GX5,364,国机智骏,11.58 - 13.98
284,瑞虎e,355,奇瑞新能源,10.88 - 14.39
285,北汽幻速S6,336,北汽幻速,0.00 - 0.00
286,开瑞K60EV,334,开瑞汽车,19.88 - 20.88
287,陆风X2,324,陆风汽车,6.38 - 8.88
288,风光E3,322,东风小康,12.98 - 15.98
289,启辰E30,319,东风启辰,7.00 - 8.54
290,丰田C-HR EV,311,广汽丰田,22.58 - 24.98
291,嘉悦X7,304,江淮汽车,8.98 - 13.98
292,迈威,253,力帆汽车,0.00 - 0.00
293,长安欧尚X7 EV,249,长安汽车,15.99 - 17.99
294,东风风神AX5,236,东风乘用车,8.59 - 10.99
295,科雷嘉,224,东风雷诺,0.00 - 0.00
296,骁途,210,长安铃木,0.00 - 0.00
297,东风风神AX4,201,东风乘用车,7.59 - 9.39
298,宝沃BX3,195,宝沃汽车,9.68 - 13.08
299,祺智EV,195,广汽三菱新能源,12.98 - 13.98
300,瑞虎3xe,144,奇瑞新能源,9.38 - 10.68
301,雷诺 e诺,135,东风雷诺,6.18 - 7.18
302,天逸 C5 AIRCROSS新能源,130,东风雪铁龙,23.47 - 26.47
303,微蓝7,124,上汽通用别克,17.98 - 19.98
304,赛力斯SF5,121,金康赛力斯,24.90 - 33.90
305,风光580新能源,110,东风小康,16.99 - 16.99
306,维特拉,103,长安铃木,0.00 - 0.00
307,思皓E20X,91,江淮大众,12.80 - 13.80
308,奔驰GLA,87,北京奔驰,27.68 - 33.28
309,揽福,68,福迪汽车,11.38 - 16.38
310,比速T5,67,比速汽车,0.00 - 0.00
311,BEIJING-X7新能源,67,BEIJING汽车,18.49 - 21.69
312,东风风神AX3,64,东风乘用车,6.39 - 8.19
313,众泰T500,56,众泰汽车,6.98 - 12.38
314,中华V6,44,华晨中华,8.79 - 14.19
315,DS 6,38,DS汽车,0.00 - 0.00
316,纳智捷URX,14,东风裕隆,0.00 - 0.00
317,名爵GS,14,上汽名爵,9.88 - 17.88
318,瑞风S2mini,8,江淮汽车,0.00 - 0.00
319,北汽昌河Q25,6,北汽昌河,0.00 - 0.00
320,英致G3,4,潍柴汽车,5.69 - 8.08
321,力帆X80,4,力帆汽车,0.00 - 0.00
322,英致G5,3,潍柴汽车,5.98 - 8.58
323,途观,1,上汽大众,0.00 - 0.00
324,起亚KX3新能源,1,东风悦达起亚,23.98 - 23.98
325,力帆X60,1,力帆汽车,0.00 - 0.00
326,世锐PHEV,1,广汽本田新能源,0.00 - 0.00
327,中华V5,1,华晨中华,8.98 - 14.58
328,传祺GS5,0,广汽乘用车,10.98 - 16.98
329,猎豹CS10,0,猎豹汽车,7.98 - 11.98
330,野马T70,0,野马汽车,0.00 - 0.00
331,君马S70,0,君马汽车,0.00 - 0.00
332,北汽昌河Q7,0,北汽昌河,0.00 - 0.00
333,哈弗H8,0,长城汽车,18.38 - 25.68
334,优6 SUV,0,东风裕隆,0.00 - 0.00
335,U5 SUV,0,东风裕隆,0.00 - 0.00
336,大乘G70s,0,大乘汽车,0.00 - 0.00
337,骏派D60,0,天津一汽,0.00 - 0.00
338,长安CS75 PHEV,0,长安汽车,17.58 - 20.78
339,标致3008,0,东风标致,13.97 - 14.97
340,远景S1,0,吉利汽车,0.00 - 0.00
341,众泰T300新能源,0,众泰新能源,0.00 - 0.00
342,WEY P8,0,长城汽车,0.00 - 0.00
343,宝沃BX6,0,宝沃汽车,0.00 - 0.00
344,瑞虎3X,0,奇瑞汽车,4.69 - 6.79
345,柯迪亚克GT,0,上汽斯柯达,17.99 - 25.29
346,骏派D80,0,天津一汽,0.00 - 0.00
347,猎豹CS9,0,猎豹汽车,7.68 - 12.98
348,迈威新能源,0,力帆汽车,20.98 - 20.98
349,Mattu,0,猎豹汽车,13.68 - 14.88
350,金杯S70,0,绵阳金杯,0.00 - 0.00
351,智尚S30,0,绵阳金杯,0.00 - 0.00
352,猎豹Q6,0,猎豹汽车,11.99 - 16.98
353,森雅R7,0,一汽吉林,6.69 - 10.69
354,飞腾C5,0,猎豹汽车,0.00 - 0.00
355,凯翼V3,0,凯翼汽车,0.00 - 0.00
356,君马SEEK 5(赛克5),0,君马汽车,0.00 - 0.00
357,猎豹CS10,0,猎豹汽车,7.98 - 11.98
358,传祺GS5,0,广汽乘用车,10.98 - 16.98
359,野马T70,0,野马汽车,0.00 - 0.00
360,君马S70,0,君马汽车,0.00 - 0.00
361,北汽昌河Q7,0,北汽昌河,0.00 - 0.00
362,哈弗H8,0,长城汽车,18.38 - 25.68
363,优6 SUV,0,东风裕隆,0.00 - 0.00
364,U5 SUV,0,东风裕隆,0.00 - 0.00
365,骏派D60,0,天津一汽,0.00 - 0.00
366,大乘G70s,0,大乘汽车,0.00 - 0.00
367,远景S1,0,吉利汽车,0.00 - 0.00
368,众泰T300新能源,0,众泰新能源,0.00 - 0.00
369,长安CS75 PHEV,0,长安汽车,17.58 - 20.78
370,标致3008,0,东风标致,13.97 - 14.97
371,WEY P8,0,长城汽车,0.00 - 0.00
372,宝沃BX6,0,宝沃汽车,0.00 - 0.00
