排名,车型,销量,厂商,售价(万元)
49,风光S560,59417,东风小康,6.59 - 9.69
50,WEY VV6,57724,长城汽车,14.80 - 17.50
51,众泰T300,53213,众泰汽车,0.00 - 0.00
52,奕泽IZOA,52989,一汽丰田,14.58 - 17.68
53,柯米克,52660,上汽斯柯达,8.99 - 12.59
54,探界者,50471,上汽通用雪佛兰,16.99 - 24.59
55,马自达CX-4,48541,一汽马自达,14.88 - 21.58
56,领克01,48345,领克,15.08 - 21.08
57,劲客,47784,东风日产,9.98 - 13.88
58,传祺GS5 Super,47054,广汽乘用车,0.00 - 0.00
59,凯迪拉克XT4,47054,通用凯迪拉克,25.97 - 39.17
60,奔腾T77,45439,一汽奔腾,8.98 - 13.88
61,风行T5,45304,东风风行,6.99 - 13.59
62,领界,43668,江铃福特,10.98 - 16.48
63,北京现代ix25,42879,北京现代,10.58 - 13.68
64,奔腾X40,41649,一汽奔腾,6.68 - 9.78
65,长安欧尚X70A,41220,长安汽车,5.25 - 6.95
66,名爵HS,40637,上汽名爵,10.98 - 16.98
67,唐新能源,40628,比亚迪,19.78 - 31.48
68,柯迪亚克,40067,上汽斯柯达,17.79 - 24.79
69,荣威RX3,39418,上汽集团,6.98 - 10.43
70,宝沃BX5,39342,宝沃汽车,12.98 - 15.58
71,奔驰GLA,39273,北京奔驰,27.68 - 33.28
72,荣威RX5 MAX,38880,上汽集团,11.88 - 18.98
73,柯珞克,38026,上汽斯柯达,12.99 - 15.99
74,哈弗H2,37893,长城汽车,7.59 - 9.59
75,奥迪Q2L,37377,一汽-大众奥迪,21.88 - 26.85
76,东风风神AX7,36470,东风乘用车,8.98 - 14.39
77,锐界,36089,长安福特,22.98 - 38.98
78,指南者,35945,广汽菲克Jeep,13.98 - 22.98
79,唐,35796,比亚迪,12.99 - 16.99
80,奕跑,35618,东风悦达起亚,6.98 - 8.28
81,普拉多,35401,一汽丰田,49.48 - 50.48
82,瑞虎3,35338,奇瑞汽车,5.99 - 7.99
83,马自达CX-5,33579,长安马自达,17.98 - 24.58
84,途胜,32966,北京现代,16.99 - 21.99
85,SWM斯威G01,32064,SWM斯威汽车,7.99 - 12.59
86,奥迪Q5L,30251,一汽-大众奥迪,38.78 - 49.80
87,途观,29289,上汽大众,0.00 - 0.00
88,红旗HS5,29284,一汽红旗,18.38 - 24.98
89,君马SEEK 5(赛克5),28330,君马汽车,0.00 - 0.00
90,传祺GS8,28096,广汽乘用车,15.58 - 26.28
91,本田UR-V,27840,东风本田,24.68 - 32.98
92,哈弗H4,27341,长城汽车,7.39 - 11.50
93,哈弗F5,26893,长城汽车,7.98 - 13.00
94,奕歌,26512,广汽三菱,12.98 - 18.58
95,远景S1,26394,吉利汽车,0.00 - 0.00
96,发现神行,26373,奇瑞捷豹路虎,0.00 - 0.00
97,圣达菲,25809,华泰汽车,6.98 - 16.18
98,绅宝X35,25042,BEIJING汽车,0.00 - 0.00
99,昂科拉,24665,上汽通用别克,12.59 - 15.59
100,英菲尼迪QX50,23445,东风英菲尼迪,33.38 - 46.98
101,星越,23174,吉利汽车,13.58 - 19.58
102,领克02,23171,领克,11.98 - 18.88
103,北京BJ40,22543,北京越野,15.98 - 26.99
104,瑞风S4,22374,江淮汽车,7.58 - 9.88
105,楼兰,22300,东风日产,23.88 - 37.58
106,WEY VV5,21997,长城汽车,12.58 - 14.78
107,汉腾X5,21338,汉腾汽车,5.98 - 10.68
108,长安CS85 COUPE,21181,长安汽车,11.99 - 16.99
109,新宝骏RS-5,20973,上汽通用五菱,9.78 - 13.58
110,新宝骏RS-3,20335,上汽通用五菱,6.38 - 9.88
111,长安CS15,20095,长安汽车,5.59 - 8.09
112,劲炫ASX,19871,广汽三菱,9.98 - 13.98
113,众泰T600,19726,众泰汽车,7.98 - 13.78
114,WEY VV7,19469,长城汽车,16.98 - 19.28
115,众泰T700,18991,众泰汽车,10.68 - 15.58
116,标致4008,18089,东风标致,16.97 - 24.37
117,中华V3,17960,华晨中华,5.07 - 8.77
118,创酷,17845,上汽通用雪佛兰,9.99 - 13.99
119,自由光,17321,广汽菲克Jeep,17.98 - 31.98
120,名爵EZS纯电动,17181,上汽名爵,11.98 - 14.98
121,胜达,16791,北京现代,20.28 - 27.28
122,小鹏汽车G3,16609,小鹏汽车,14.68 - 19.98
123,北汽幻速S3,16585,北汽幻速,5.38 - 6.98
124,风光ix5,16256,东风小康,9.98 - 13.98
125,启辰T60,16192,东风启辰,8.68 - 11.88
126,众泰T500,16187,众泰汽车,6.98 - 12.38
127,天逸 C5 AIRCROSS,16090,东风雪铁龙,14.97 - 23.87
128,星途TX,15994,星途,13.59 - 14.79
129,途昂X,15766,上汽大众,28.99 - 43.99
130,汉腾X7,15329,汉腾汽车,7.88 - 15.68
131,瑞虎5,15078,奇瑞汽车,8.88 - 12.38
132,宝沃BX7,14788,宝沃汽车,16.98 - 30.28
133,瑞虎7,14759,奇瑞汽车,7.99 - 14.98
134,大指挥官,14730,广汽菲克Jeep,23.98 - 40.98
135,北汽幻速S7,14690,北汽幻速,0.00 - 0.00
136,启辰T70,14637,东风启辰,8.98 - 12.78
137,瑞风S3,14422,江淮汽车,6.79 - 8.79
138,SWM斯威X7,14104,SWM斯威汽车,6.39 - 10.59
139,哈弗H9,13434,长城汽车,20.98 - 27.28
140,启辰T90,13117,东风启辰,11.88 - 15.48
141,哈弗H7,12451,长城汽车,14.20 - 18.00
142,观致5,12265,观致汽车,13.88 - 16.38
143,蔚来ES6,11970,蔚来,35.80 - 52.60
144,捷途X90,11501,奇瑞汽车,7.99 - 14.29
145,长安欧尚CX70,11376,长安汽车,5.99 - 10.99
146,东南DX3,11262,东南汽车,0.00 - 10.59
147,途观L新能源,11167,上汽大众,26.58 - 29.28
148,凯迪拉克XT6,11053,通用凯迪拉克,38.97 - 55.27
149,宋新能源,10944,比亚迪,0.00 - 0.00
150,途达,10919,郑州日产,16.98 - 24.83
151,荣威RX8,10859,上汽集团,16.88 - 22.88
152,帝豪GSe,10806,吉利新能源,10.99 - 15.99
153,凯翼X3,9848,凯翼汽车,6.39 - 7.59
154,瑞风S2,9833,江淮汽车,5.78 - 7.68
155,猎豹CS9,9693,猎豹汽车,7.68 - 12.98
156,宋Pro新能源,9352,比亚迪,16.98 - 21.98
157,北汽新能源EX,9186,北汽新能源,8.49 - 10.39
158,长安欧尚科赛,9056,长安汽车,8.68 - 15.48
159,皓影,9005,广汽本田,16.98 - 25.28
160,翼虎,8875,长安福特,16.98 - 24.98
161,标致5008,8820,东风标致,18.77 - 27.37
162,科雷傲,8745,东风雷诺,0.00 - 0.00
163,北汽幻速S5,8605,北汽幻速,0.00 - 0.00
164,凯翼X5,8490,凯翼汽车,7.89 - 10.49
165,蔚来ES8,8169,蔚来,46.80 - 62.40
166,君马S70,8045,君马汽车,0.00 - 0.00
167,智行,7655,BEIJING汽车,0.00 - 0.00
168,KX3傲跑,7524,东风悦达起亚,10.88 - 12.58
169,揽胜极光,7466,奇瑞捷豹路虎,35.58 - 50.58
170,长安CS95,7365,长安汽车,16.59 - 21.39
171,传祺GE3,7030,广汽埃安,15.48 - 18.08
172,讴歌RDX,6957,广汽讴歌,32.80 - 46.00
173,大乘G70s,6889,大乘汽车,0.00 - 0.00
174,讴歌CDX,6776,广汽讴歌,22.98 - 34.98
175,起亚KX5,6496,东风悦达起亚,15.48 - 18.18
176,传祺GS7,6184,广汽乘用车,0.00 - 0.00
177,奔腾T33,6163,一汽奔腾,6.98 - 10.59
178,瑞风S5,6073,江淮汽车,8.95 - 13.95
179,驭胜S350,6040,江铃汽车,12.18 - 20.18
180,宋,6004,比亚迪,6.98 - 9.38
181,比亚迪S2,5984,比亚迪,8.98 - 10.98
182,自由侠,5784,广汽菲克Jeep,12.98 - 19.08
183,昂科拉GX,5783,上汽通用别克,15.59 - 18.59
184,科雷嘉,5737,东风雷诺,0.00 - 0.00
185,中华V7,5648,华晨中华,10.87 - 15.99
186,开瑞K60,5626,开瑞汽车,4.99 - 6.69
187,北京BJ80,5570,北京越野,29.80 - 39.80
188,昂科旗,5565,上汽通用别克,27.99 - 37.99
189,雪铁龙C3-XR,5383,东风雪铁龙,9.48 - 11.89
190,宝马X2,5306,华晨宝马,26.68 - 32.98
191,Mattu,5207,猎豹汽车,13.68 - 14.88
192,SWM斯威X3,5081,SWM斯威汽车,5.50 - 6.69
193,蒙迪欧,5056,长安福特,19.28 - 27.98
194,东南DX7,4703,东南汽车,8.99 - 13.99
195,海马8S,4620,海马汽车,7.99 - 13.69
196,名爵6,4461,上汽名爵,9.38 - 14.28
197,北汽昌河Q35,4250,北汽昌河,6.59 - 8.99
198,红旗HS7,3941,一汽红旗,27.58 - 45.98
199,绅宝X25,3919,BEIJING汽车,0.00 - 0.00
200,思皓E20X,3875,江淮大众,12.80 - 13.80
201,比速T5,3665,比速汽车,0.00 - 0.00
202,ENCINO 昂希诺,3584,北京现代,12.99 - 15.59
203,北汽幻速H2,3544,北汽幻速,3.98 - 6.68
204,瑞虎3xe,3403,奇瑞新能源,9.38 - 10.68
205,上汽MAXUS D60,3356,上汽大通,0.00 - 0.00
206,维特拉,3299,长安铃木,0.00 - 0.00
207,领克01新能源,3291,领克,19.27 - 23.88
208,猎豹CS10,3118,猎豹汽车,7.98 - 11.98
209,瑞虎3X,3111,奇瑞汽车,4.69 - 6.79
210,潍柴汽车U70,3053,潍柴汽车,6.99 - 11.29
211,雷诺 e诺,3014,东风雷诺,6.18 - 7.18
212,上汽MAXUS D90,2996,上汽大通,15.67 - 24.90
213,SWM斯威G05,2986,SWM斯威汽车,6.99 - 11.99
214,哈弗H5,2822,长城汽车,10.78 - 13.68
215,观境,2714,华晨雷诺,7.59 - 10.29
216,长安CS15EV,2677,长安汽车,8.98 - 9.88
217,翼搏,2671,长安福特,0.00 - 0.00
218,云逸 C4 AIRCROSS,2643,东风雪铁龙,10.68 - 15.68
219,标致3008,2634,东风标致,13.97 - 14.97
220,撼路者,2483,江铃福特,27.58 - 37.48
221,森雅R7,2449,一汽吉林,6.69 - 10.69
222,捷豹E-PACE,2328,奇瑞捷豹路虎,28.18 - 38.58
223,探影,2255,一汽-大众,11.49 - 16.09
224,荣威MARVEL X,2186,上汽集团,26.88 - 30.88
225,名爵GS,2145,上汽名爵,9.88 - 17.88
226,海马S5,2113,海马汽车,6.98 - 10.98
227,勇士,2044,北京汽车制造厂,9.98 - 16.17
228,东风风神AX4,2008,东风乘用车,7.59 - 9.39
229,北汽昌河Q7,1959,北汽昌河,0.00 - 0.00
230,云度π1,1892,云度新能源,11.28 - 11.98
231,传祺GS4新能源,1796,广汽乘用车,16.38 - 19.38
232,北汽幻速S6,1794,北汽幻速,0.00 - 0.00
233,东南DX5,1746,东南汽车,6.99 - 9.99
234,瑞风S7,1686,江淮汽车,10.98 - 13.98
235,五十铃MU-X,1678,江西五十铃,17.88 - 26.88
236,DS 7,1617,DS汽车,22.99 - 31.99
237,奔驰GLK级,1566,北京奔驰,0.00 - 0.00
238,英致G3,1558,潍柴汽车,5.69 - 8.08
239,英致G5,1529,潍柴汽车,5.98 - 8.58
240,马自达CX-8,1476,长安马自达,25.88 - 33.08
241,东风风神AX3,1469,东风乘用车,6.39 - 8.19
242,骁途,1466,长安铃木,0.00 - 0.00
243,哈弗H1,1464,长城汽车,0.00 - 0.00
244,猎豹Q6,1411,猎豹汽车,11.99 - 16.98
245,广汽本田VE-1,1316,广汽理念,15.98 - 18.38
246,风光ix7,1258,东风小康,12.59 - 21.59
247,缤越新能源,1203,吉利新能源,12.58 - 14.98
248,奔腾X80,1199,一汽奔腾,0.00 - 0.00
249,东风风神AX5,1161,东风乘用车,8.59 - 10.99
250,骏派D80,1153,天津一汽,0.00 - 0.00
251,科雷缤,1111,东风雷诺,0.00 - 0.00
252,奥迪Q2L e-tron,1049,一汽-大众奥迪,22.68 - 23.73
253,比速T3,1044,比速汽车,7.49 - 8.99
254,骏派D60,1043,天津一汽,0.00 - 0.00
255,奔腾T99,1009,一汽奔腾,14.99 - 18.99
256,绅宝X65,1000,BEIJING汽车,0.00 - 0.00
257,Aion LX(埃安LX),990,广汽埃安,22.96 - 34.96
258,长安欧尚科赛3,849,长安汽车,5.99 - 7.69
259,祺智EV,848,广汽三菱新能源,12.98 - 13.98
260,标致2008,838,东风标致,10.99 - 14.99
261,星越新能源,770,吉利新能源,17.58 - 21.68
262,长安欧尚科赛5,726,长安汽车,5.39 - 8.29
263,云度π3,674,云度新能源,11.98 - 14.48
264,北京BJ20,663,北京越野,0.00 - 0.00
265,WEY P8,644,长城汽车,0.00 - 0.00
266,北汽昌河Q25,633,北汽昌河,0.00 - 0.00
267,昂希诺纯电动,612,北京现代,17.28 - 19.88
268,荣威RX5 MAX新能源,607,上汽集团,19.58 - 23.58
269,U5 SUV,600,东风裕隆,0.00 - 0.00
270,东风本田X-NV,565,东风本田,16.98 - 17.98
271,锐际,560,长安福特,16.98 - 21.88
272,揽福,543,福迪汽车,11.38 - 16.38
273,海马S7,541,一汽海马,0.00 - 0.00
274,易至EX5,477,江铃集团新能源,8.98 - 13.28
275,迈威,474,力帆汽车,0.00 - 0.00
276,东风风度MX6,463,东风风度,0.00 - 0.00
277,萨瓦纳,459,福田汽车,0.00 - 0.00
278,长安CS75 PHEV,436,长安汽车,17.58 - 20.78
279,风景V3,400,福田商用车,3.28 - 3.48
280,宝沃BX6,398,宝沃汽车,0.00 - 0.00
281,众泰SR7,382,众泰汽车,0.00 - 0.00
282,博骏,370,野马汽车,4.99 - 12.99
283,领克02新能源,369,领克,16.97 - 19.97
284,DS 6,298,DS汽车,0.00 - 0.00
285,中华V6,283,华晨中华,8.79 - 14.19
286,瑞虎e,257,奇瑞新能源,10.88 - 14.39
287,奔腾X40新能源,256,一汽奔腾,18.38 - 19.38
288,风光580新能源,251,东风小康,16.99 - 16.99
289,力帆X80,247,力帆汽车,0.00 - 0.00
290,力帆X50,231,力帆汽车,0.00 - 0.00
291,野马T70,201,野马汽车,0.00 - 0.00
292,起亚KX3新能源,194,东风悦达起亚,23.98 - 23.98
293,瑞风S2mini,176,江淮汽车,0.00 - 0.00
294,奔驰EQC,160,北京奔驰,49.98 - 62.28
295,启辰E30,154,东风启辰,7.00 - 8.54
296,WEY VV7新能源,150,长城汽车,21.98 - 23.98
297,智尚S35,122,绵阳金杯,0.00 - 0.00
298,野马T80,117,野马汽车,8.98 - 12.98
299,开瑞K60EV,68,开瑞汽车,19.88 - 20.88
300,优6 SUV,64,东风裕隆,0.00 - 0.00
301,红旗E-HS3,60,一汽红旗,22.58 - 26.58
302,起亚KX7,34,东风悦达起亚,17.98 - 27.68
303,金杯S70,27,绵阳金杯,0.00 - 0.00
304,传祺GS5,13,广汽乘用车,10.98 - 16.98
305,众泰T300新能源,4,众泰新能源,0.00 - 0.00
306,力帆X60,2,力帆汽车,0.00 - 0.00
307,凯翼V3,1,凯翼汽车,0.00 - 0.00
308,圣达菲经典,0,华泰汽车,0.00 - 0.00
309,VELITE 5,0,上汽通用别克,0.00 - 0.00
310,远景X1,0,吉利汽车,3.99 - 5.79
311,荣威W5,0,上汽集团,0.00 - 0.00
312,北京BW007,0,北京汽车制造厂,0.00 - 0.00
313,智尚S30,0,绵阳金杯,0.00 - 0.00
314,中华V5,0,华晨中华,8.98 - 14.58
315,哈弗H8,0,长城汽车,18.38 - 25.68
